compartment,outflow_to,offense,age,compartment_duration,rate_by_age,rate_by_offense,total_population
release,release_permanently,murder/manslaughter,69,3,,,0.83
release,prison,Other,69,1,0.08,0.08,0.08
release,prison,Other,69,2,0.04,0.11,0.075
release,prison,Other,69,3,0.04,0.09,0.065
release,release_permanently,Other,69,3,,,0.78
release,prison,Robbery,69,1,0.08,0.1,0.09
release,prison,Robbery,69,2,0.04,0.1,0.07
release,prison,Robbery,69,3,0.04,0.08,0.06
release,release_permanently,Robbery,69,3,,,0.78
release,prison,Sexual offenses,69,1,0.08,0.13,0.105
release,prison,Sexual offenses,69,2,0.04,0.09,0.065
release,prison,Sexual offenses,69,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,69,3,,,0.78
release,prison,Theft/forgery/fraud,69,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,69,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,69,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,69,3,,,0.785
release,prison,Violent personal,69,1,0.08,0.11,0.095
release,prison,Violent personal,69,2,0.04,0.08,0.06
release,prison,Violent personal,69,3,0.04,0.07,0.055
release,release_permanently,Violent personal,69,3,,,0.79
release,prison,Weapons,69,1,0.08,0.08,0.08
release,prison,Weapons,69,2,0.04,0.11,0.075
release,prison,Weapons,69,3,0.04,0.09,0.065
release,release_permanently,Weapons,69,3,,,0.78
release,prison,Burglary,70,1,0.08,0.1,0.09
release,prison,Burglary,70,2,0.04,0.11,0.075
release,prison,Burglary,70,3,0.04,0.08,0.06
release,release_permanently,Burglary,70,3,,,0.775
release,prison,Drug offenses,70,1,0.08,0.05,0.065
release,prison,Drug offenses,70,2,0.04,0.07,0.055
release,prison,Drug offenses,70,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,70,3,,,0.825
release,prison,murder/manslaughter,70,1,0.08,0.07,0.075
release,prison,murder/manslaughter,70,2,0.04,0.06,0.05
release,prison,murder/manslaughter,70,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,70,3,,,0.83
release,prison,Other,70,1,0.08,0.08,0.08
release,prison,Other,70,2,0.04,0.11,0.075
release,prison,Other,70,3,0.04,0.09,0.065
release,release_permanently,Other,70,3,,,0.78
release,prison,Robbery,70,1,0.08,0.1,0.09
release,prison,Robbery,70,2,0.04,0.1,0.07
release,prison,Robbery,70,3,0.04,0.08,0.06
release,release_permanently,Robbery,70,3,,,0.78
release,prison,Sexual offenses,70,1,0.08,0.13,0.105
release,prison,Sexual offenses,70,2,0.04,0.09,0.065
release,prison,Sexual offenses,70,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,70,3,,,0.78
release,prison,Theft/forgery/fraud,70,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,70,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,70,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,70,3,,,0.785
release,prison,Violent personal,70,1,0.08,0.11,0.095
release,prison,Violent personal,70,2,0.04,0.08,0.06
release,prison,Violent personal,70,3,0.04,0.07,0.055
release,release_permanently,Violent personal,70,3,,,0.79
release,prison,Weapons,70,1,0.08,0.08,0.08
release,prison,Weapons,70,2,0.04,0.11,0.075
release,prison,Weapons,70,3,0.04,0.09,0.065
release,release_permanently,Weapons,70,3,,,0.78
release,prison,Burglary,71,1,0.08,0.1,0.09
release,prison,Burglary,71,2,0.04,0.11,0.075
release,prison,Burglary,71,3,0.04,0.08,0.06
release,release_permanently,Burglary,71,3,,,0.775
release,prison,Drug offenses,71,1,0.08,0.05,0.065
release,prison,Drug offenses,71,2,0.04,0.07,0.055
release,prison,Drug offenses,71,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,71,3,,,0.825
release,prison,murder/manslaughter,71,1,0.08,0.07,0.075
release,prison,murder/manslaughter,71,2,0.04,0.06,0.05
release,prison,murder/manslaughter,71,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,71,3,,,0.83
release,prison,Other,71,1,0.08,0.08,0.08
release,prison,Other,71,2,0.04,0.11,0.075
release,prison,Other,71,3,0.04,0.09,0.065
release,release_permanently,Other,71,3,,,0.78
release,prison,Robbery,71,1,0.08,0.1,0.09
release,prison,Robbery,71,2,0.04,0.1,0.07
release,prison,Robbery,71,3,0.04,0.08,0.06
release,release_permanently,Robbery,71,3,,,0.78
release,prison,Sexual offenses,71,1,0.08,0.13,0.105
release,prison,Sexual offenses,71,2,0.04,0.09,0.065
release,prison,Sexual offenses,71,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,71,3,,,0.78
release,prison,Theft/forgery/fraud,71,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,71,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,71,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,71,3,,,0.785
release,prison,Violent personal,71,1,0.08,0.11,0.095
release,prison,Violent personal,71,2,0.04,0.08,0.06
release,prison,Violent personal,71,3,0.04,0.07,0.055
release,release_permanently,Violent personal,71,3,,,0.79
release,prison,Weapons,71,1,0.08,0.08,0.08
release,prison,Weapons,71,2,0.04,0.11,0.075
release,prison,Weapons,71,3,0.04,0.09,0.065
release,release_permanently,Weapons,71,3,,,0.78
release,prison,Burglary,72,1,0.08,0.1,0.09
release,prison,Burglary,72,2,0.04,0.11,0.075
release,prison,Burglary,72,3,0.04,0.08,0.06
release,release_permanently,Burglary,72,3,,,0.775
release,prison,Drug offenses,72,1,0.08,0.05,0.065
release,prison,Drug offenses,72,2,0.04,0.07,0.055
release,prison,Drug offenses,72,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,72,3,,,0.825
release,prison,murder/manslaughter,72,1,0.08,0.07,0.075
release,prison,murder/manslaughter,72,2,0.04,0.06,0.05
release,prison,murder/manslaughter,72,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,72,3,,,0.83
release,prison,Other,72,1,0.08,0.08,0.08
release,prison,Other,72,2,0.04,0.11,0.075
release,prison,Other,72,3,0.04,0.09,0.065
release,release_permanently,Other,72,3,,,0.78
release,prison,Robbery,72,1,0.08,0.1,0.09
release,prison,Robbery,72,2,0.04,0.1,0.07
release,prison,Robbery,72,3,0.04,0.08,0.06
release,release_permanently,Robbery,72,3,,,0.78
release,prison,Sexual offenses,72,1,0.08,0.13,0.105
release,prison,Sexual offenses,72,2,0.04,0.09,0.065
release,prison,Sexual offenses,72,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,72,3,,,0.78
release,prison,Theft/forgery/fraud,72,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,72,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,72,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,72,3,,,0.785
release,prison,Violent personal,72,1,0.08,0.11,0.095
release,prison,Violent personal,72,2,0.04,0.08,0.06
release,prison,Violent personal,72,3,0.04,0.07,0.055
release,release_permanently,Violent personal,72,3,,,0.79
release,prison,Weapons,72,1,0.08,0.08,0.08
release,prison,Weapons,72,2,0.04,0.11,0.075
release,prison,Weapons,72,3,0.04,0.09,0.065
release,release_permanently,Weapons,72,3,,,0.78
release,prison,Burglary,73,1,0.08,0.1,0.09
release,prison,Burglary,73,2,0.04,0.11,0.075
release,prison,Burglary,73,3,0.04,0.08,0.06
release,release_permanently,Burglary,73,3,,,0.775
release,prison,Drug offenses,73,1,0.08,0.05,0.065
release,prison,Drug offenses,73,2,0.04,0.07,0.055
release,prison,Drug offenses,73,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,73,3,,,0.825
release,prison,murder/manslaughter,73,1,0.08,0.07,0.075
release,prison,murder/manslaughter,73,2,0.04,0.06,0.05
release,prison,murder/manslaughter,73,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,73,3,,,0.83
release,prison,Other,73,1,0.08,0.08,0.08
release,prison,Other,73,2,0.04,0.11,0.075
release,prison,Other,73,3,0.04,0.09,0.065
release,release_permanently,Other,73,3,,,0.78
release,prison,Robbery,73,1,0.08,0.1,0.09
release,prison,Robbery,73,2,0.04,0.1,0.07
release,prison,Robbery,73,3,0.04,0.08,0.06
release,release_permanently,Robbery,73,3,,,0.78
release,prison,Sexual offenses,73,1,0.08,0.13,0.105
release,prison,Sexual offenses,73,2,0.04,0.09,0.065
release,prison,Sexual offenses,73,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,73,3,,,0.78
release,prison,Theft/forgery/fraud,73,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,73,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,73,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,73,3,,,0.785
release,prison,Violent personal,73,1,0.08,0.11,0.095
release,prison,Violent personal,73,2,0.04,0.08,0.06
release,prison,Violent personal,73,3,0.04,0.07,0.055
release,release_permanently,Violent personal,73,3,,,0.79
release,prison,Weapons,73,1,0.08,0.08,0.08
release,prison,Weapons,73,2,0.04,0.11,0.075
release,prison,Weapons,73,3,0.04,0.09,0.065
release,release_permanently,Weapons,73,3,,,0.78
release,prison,Burglary,74,1,0.08,0.1,0.09
release,prison,Burglary,74,2,0.04,0.11,0.075
release,prison,Burglary,74,3,0.04,0.08,0.06
release,release_permanently,Burglary,74,3,,,0.775
release,prison,Drug offenses,74,1,0.08,0.05,0.065
release,prison,Drug offenses,74,2,0.04,0.07,0.055
release,prison,Drug offenses,74,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,74,3,,,0.825
release,prison,murder/manslaughter,74,1,0.08,0.07,0.075
release,prison,murder/manslaughter,74,2,0.04,0.06,0.05
release,prison,murder/manslaughter,74,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,74,3,,,0.83
release,prison,Other,74,1,0.08,0.08,0.08
release,prison,Other,74,2,0.04,0.11,0.075
release,prison,Other,74,3,0.04,0.09,0.065
release,release_permanently,Other,74,3,,,0.78
release,prison,Robbery,74,1,0.08,0.1,0.09
release,prison,Robbery,74,2,0.04,0.1,0.07
release,prison,Robbery,74,3,0.04,0.08,0.06
release,release_permanently,Robbery,74,3,,,0.78
release,prison,Sexual offenses,74,1,0.08,0.13,0.105
release,prison,Sexual offenses,74,2,0.04,0.09,0.065
release,prison,Sexual offenses,74,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,74,3,,,0.78
release,prison,Theft/forgery/fraud,74,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,74,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,74,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,74,3,,,0.785
release,prison,Violent personal,74,1,0.08,0.11,0.095
release,prison,Violent personal,74,2,0.04,0.08,0.06
release,prison,Violent personal,74,3,0.04,0.07,0.055
release,release_permanently,Violent personal,74,3,,,0.79
release,prison,Weapons,74,1,0.08,0.08,0.08
release,prison,Weapons,74,2,0.04,0.11,0.075
release,prison,Weapons,74,3,0.04,0.09,0.065
release,release_permanently,Weapons,74,3,,,0.78
release,prison,Burglary,75,1,0.08,0.1,0.09
release,prison,Burglary,75,2,0.04,0.11,0.075
release,prison,Burglary,75,3,0.04,0.08,0.06
release,release_permanently,Burglary,75,3,,,0.775
release,prison,Drug offenses,75,1,0.08,0.05,0.065
release,prison,Drug offenses,75,2,0.04,0.07,0.055
release,prison,Drug offenses,75,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,75,3,,,0.825
release,prison,murder/manslaughter,75,1,0.08,0.07,0.075
release,prison,murder/manslaughter,75,2,0.04,0.06,0.05
release,prison,murder/manslaughter,75,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,75,3,,,0.83
release,prison,Other,75,1,0.08,0.08,0.08
release,prison,Other,75,2,0.04,0.11,0.075
release,prison,Other,75,3,0.04,0.09,0.065
release,release_permanently,Other,75,3,,,0.78
release,prison,Robbery,75,1,0.08,0.1,0.09
release,prison,Robbery,75,2,0.04,0.1,0.07
release,prison,Robbery,75,3,0.04,0.08,0.06
release,release_permanently,Robbery,75,3,,,0.78
release,prison,Sexual offenses,75,1,0.08,0.13,0.105
release,prison,Sexual offenses,75,2,0.04,0.09,0.065
release,prison,Sexual offenses,75,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,75,3,,,0.78
release,prison,Theft/forgery/fraud,75,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,75,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,75,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,75,3,,,0.785
release,prison,Violent personal,75,1,0.08,0.11,0.095
release,prison,Violent personal,75,2,0.04,0.08,0.06
release,prison,Violent personal,75,3,0.04,0.07,0.055
release,release_permanently,Violent personal,75,3,,,0.79
release,prison,Weapons,75,1,0.08,0.08,0.08
release,prison,Weapons,75,2,0.04,0.11,0.075
release,prison,Weapons,75,3,0.04,0.09,0.065
release,release_permanently,Weapons,75,3,,,0.78
release,prison,Burglary,76,1,0.08,0.1,0.09
release,prison,Burglary,76,2,0.04,0.11,0.075
release,prison,Burglary,76,3,0.04,0.08,0.06
release,release_permanently,Burglary,76,3,,,0.775
release,prison,Drug offenses,76,1,0.08,0.05,0.065
release,prison,Drug offenses,76,2,0.04,0.07,0.055
release,prison,Drug offenses,76,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,76,3,,,0.825
release,prison,murder/manslaughter,76,1,0.08,0.07,0.075
release,prison,murder/manslaughter,76,2,0.04,0.06,0.05
release,prison,murder/manslaughter,76,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,76,3,,,0.83
release,prison,Other,76,1,0.08,0.08,0.08
release,prison,Other,76,2,0.04,0.11,0.075
release,prison,Other,76,3,0.04,0.09,0.065
release,release_permanently,Other,76,3,,,0.78
release,prison,Robbery,76,1,0.08,0.1,0.09
release,prison,Robbery,76,2,0.04,0.1,0.07
release,prison,Robbery,76,3,0.04,0.08,0.06
release,release_permanently,Robbery,76,3,,,0.78
release,prison,Sexual offenses,76,1,0.08,0.13,0.105
release,prison,Sexual offenses,76,2,0.04,0.09,0.065
release,prison,Sexual offenses,76,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,76,3,,,0.78
release,prison,Theft/forgery/fraud,76,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,76,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,76,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,76,3,,,0.785
release,prison,Violent personal,76,1,0.08,0.11,0.095
release,prison,Violent personal,76,2,0.04,0.08,0.06
release,prison,Violent personal,76,3,0.04,0.07,0.055
release,release_permanently,Violent personal,76,3,,,0.79
release,prison,Weapons,76,1,0.08,0.08,0.08
release,prison,Weapons,76,2,0.04,0.11,0.075
release,prison,Weapons,76,3,0.04,0.09,0.065
release,release_permanently,Weapons,76,3,,,0.78
release,prison,Burglary,77,1,0.08,0.1,0.09
release,prison,Burglary,77,2,0.04,0.11,0.075
release,prison,Burglary,77,3,0.04,0.08,0.06
release,release_permanently,Burglary,77,3,,,0.775
release,prison,Drug offenses,77,1,0.08,0.05,0.065
release,prison,Drug offenses,77,2,0.04,0.07,0.055
release,prison,Drug offenses,77,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,77,3,,,0.825
release,prison,murder/manslaughter,77,1,0.08,0.07,0.075
release,prison,murder/manslaughter,77,2,0.04,0.06,0.05
release,prison,murder/manslaughter,77,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,77,3,,,0.83
release,prison,Other,77,1,0.08,0.08,0.08
release,prison,Other,77,2,0.04,0.11,0.075
release,prison,Other,77,3,0.04,0.09,0.065
release,release_permanently,Other,77,3,,,0.78
release,prison,Robbery,77,1,0.08,0.1,0.09
release,prison,Robbery,77,2,0.04,0.1,0.07
release,prison,Robbery,77,3,0.04,0.08,0.06
release,release_permanently,Robbery,77,3,,,0.78
release,prison,Sexual offenses,77,1,0.08,0.13,0.105
release,prison,Sexual offenses,77,2,0.04,0.09,0.065
release,prison,Sexual offenses,77,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,77,3,,,0.78
release,prison,Theft/forgery/fraud,77,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,77,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,77,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,77,3,,,0.785
release,prison,Violent personal,77,1,0.08,0.11,0.095
release,prison,Violent personal,77,2,0.04,0.08,0.06
release,prison,Violent personal,77,3,0.04,0.07,0.055
release,release_permanently,Violent personal,77,3,,,0.79
release,prison,Weapons,77,1,0.08,0.08,0.08
release,prison,Weapons,77,2,0.04,0.11,0.075
release,prison,Weapons,77,3,0.04,0.09,0.065
release,release_permanently,Weapons,77,3,,,0.78
release,prison,Burglary,78,1,0.08,0.1,0.09
release,prison,Burglary,78,2,0.04,0.11,0.075
release,prison,Burglary,78,3,0.04,0.08,0.06
release,release_permanently,Burglary,78,3,,,0.775
release,prison,Drug offenses,78,1,0.08,0.05,0.065
release,prison,Drug offenses,78,2,0.04,0.07,0.055
release,prison,Drug offenses,78,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,78,3,,,0.825
release,prison,murder/manslaughter,78,1,0.08,0.07,0.075
release,prison,murder/manslaughter,78,2,0.04,0.06,0.05
release,prison,murder/manslaughter,78,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,78,3,,,0.83
release,prison,Other,78,1,0.08,0.08,0.08
release,prison,Other,78,2,0.04,0.11,0.075
release,prison,Other,78,3,0.04,0.09,0.065
release,release_permanently,Other,78,3,,,0.78
release,prison,Robbery,78,1,0.08,0.1,0.09
release,prison,Robbery,78,2,0.04,0.1,0.07
release,prison,Robbery,78,3,0.04,0.08,0.06
release,release_permanently,Robbery,78,3,,,0.78
release,prison,Sexual offenses,78,1,0.08,0.13,0.105
release,prison,Sexual offenses,78,2,0.04,0.09,0.065
release,prison,Sexual offenses,78,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,78,3,,,0.78
release,prison,Theft/forgery/fraud,78,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,78,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,78,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,78,3,,,0.785
release,prison,Violent personal,78,1,0.08,0.11,0.095
release,prison,Violent personal,78,2,0.04,0.08,0.06
release,prison,Violent personal,78,3,0.04,0.07,0.055
release,release_permanently,Violent personal,78,3,,,0.79
release,prison,Weapons,78,1,0.08,0.08,0.08
release,prison,Weapons,78,2,0.04,0.11,0.075
release,prison,Weapons,78,3,0.04,0.09,0.065
release,release_permanently,Weapons,78,3,,,0.78
release,prison,Burglary,79,1,0.08,0.1,0.09
release,prison,Burglary,79,2,0.04,0.11,0.075
release,prison,Burglary,79,3,0.04,0.08,0.06
release,release_permanently,Burglary,79,3,,,0.775
release,prison,Drug offenses,79,1,0.08,0.05,0.065
release,prison,Drug offenses,79,2,0.04,0.07,0.055
release,prison,Drug offenses,79,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,79,3,,,0.825
release,prison,murder/manslaughter,79,1,0.08,0.07,0.075
release,prison,murder/manslaughter,79,2,0.04,0.06,0.05
release,prison,murder/manslaughter,79,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,79,3,,,0.83
release,prison,Other,79,1,0.08,0.08,0.08
release,prison,Other,79,2,0.04,0.11,0.075
release,prison,Other,79,3,0.04,0.09,0.065
release,release_permanently,Other,79,3,,,0.78
release,prison,Robbery,79,1,0.08,0.1,0.09
release,prison,Robbery,79,2,0.04,0.1,0.07
release,prison,Robbery,79,3,0.04,0.08,0.06
release,release_permanently,Robbery,79,3,,,0.78
release,prison,Sexual offenses,79,1,0.08,0.13,0.105
release,prison,Sexual offenses,79,2,0.04,0.09,0.065
release,prison,Sexual offenses,79,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,79,3,,,0.78
release,prison,Theft/forgery/fraud,79,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,79,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,79,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,79,3,,,0.785
release,prison,Violent personal,79,1,0.08,0.11,0.095
release,prison,Violent personal,79,2,0.04,0.08,0.06
release,prison,Violent personal,79,3,0.04,0.07,0.055
release,release_permanently,Violent personal,79,3,,,0.79
release,prison,Weapons,79,1,0.08,0.08,0.08
release,prison,Weapons,79,2,0.04,0.11,0.075
release,prison,Weapons,79,3,0.04,0.09,0.065
release,release_permanently,Weapons,79,3,,,0.78
release,prison,Burglary,80,1,0.08,0.1,0.09
release,prison,Burglary,80,2,0.04,0.11,0.075
release,prison,Burglary,80,3,0.04,0.08,0.06
release,release_permanently,Burglary,80,3,,,0.775
release,prison,Drug offenses,80,1,0.08,0.05,0.065
release,prison,Drug offenses,80,2,0.04,0.07,0.055
release,prison,Drug offenses,80,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,80,3,,,0.825
release,prison,murder/manslaughter,80,1,0.08,0.07,0.075
release,prison,murder/manslaughter,80,2,0.04,0.06,0.05
release,prison,murder/manslaughter,80,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,80,3,,,0.83
release,prison,Other,80,1,0.08,0.08,0.08
release,prison,Other,80,2,0.04,0.11,0.075
release,prison,Other,80,3,0.04,0.09,0.065
release,release_permanently,Other,80,3,,,0.78
release,prison,Robbery,80,1,0.08,0.1,0.09
release,prison,Robbery,80,2,0.04,0.1,0.07
release,prison,Robbery,80,3,0.04,0.08,0.06
release,release_permanently,Robbery,80,3,,,0.78
release,prison,Sexual offenses,80,1,0.08,0.13,0.105
release,prison,Sexual offenses,80,2,0.04,0.09,0.065
release,prison,Sexual offenses,80,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,80,3,,,0.78
release,prison,Theft/forgery/fraud,80,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,80,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,80,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,80,3,,,0.785
release,prison,Violent personal,80,1,0.08,0.11,0.095
release,prison,Violent personal,80,2,0.04,0.08,0.06
release,prison,Violent personal,80,3,0.04,0.07,0.055
release,release_permanently,Violent personal,80,3,,,0.79
release,prison,Weapons,80,1,0.08,0.08,0.08
release,prison,Weapons,80,2,0.04,0.11,0.075
release,prison,Weapons,80,3,0.04,0.09,0.065
release,release_permanently,Weapons,80,3,,,0.78
release,prison,Burglary,81,1,0.08,0.1,0.09
release,prison,Burglary,81,2,0.04,0.11,0.075
release,prison,Burglary,81,3,0.04,0.08,0.06
release,release_permanently,Burglary,81,3,,,0.775
release,prison,Drug offenses,81,1,0.08,0.05,0.065
release,prison,Drug offenses,81,2,0.04,0.07,0.055
release,prison,Drug offenses,81,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,81,3,,,0.825
release,prison,murder/manslaughter,81,1,0.08,0.07,0.075
release,prison,murder/manslaughter,81,2,0.04,0.06,0.05
release,prison,murder/manslaughter,81,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,81,3,,,0.83
release,prison,Other,81,1,0.08,0.08,0.08
release,prison,Other,81,2,0.04,0.11,0.075
release,prison,Other,81,3,0.04,0.09,0.065
release,release_permanently,Other,81,3,,,0.78
release,prison,Robbery,81,1,0.08,0.1,0.09
release,prison,Robbery,81,2,0.04,0.1,0.07
release,prison,Robbery,81,3,0.04,0.08,0.06
release,release_permanently,Robbery,81,3,,,0.78
release,prison,Sexual offenses,81,1,0.08,0.13,0.105
release,prison,Sexual offenses,81,2,0.04,0.09,0.065
release,prison,Sexual offenses,81,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,81,3,,,0.78
release,prison,Theft/forgery/fraud,81,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,81,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,81,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,81,3,,,0.785
release,prison,Violent personal,81,1,0.08,0.11,0.095
release,prison,Violent personal,81,2,0.04,0.08,0.06
release,prison,Violent personal,81,3,0.04,0.07,0.055
release,release_permanently,Violent personal,81,3,,,0.79
release,prison,Weapons,81,1,0.08,0.08,0.08
release,prison,Weapons,81,2,0.04,0.11,0.075
release,prison,Weapons,81,3,0.04,0.09,0.065
release,release_permanently,Weapons,81,3,,,0.78
release,prison,Burglary,82,1,0.08,0.1,0.09
release,prison,Burglary,82,2,0.04,0.11,0.075
release,prison,Burglary,82,3,0.04,0.08,0.06
release,release_permanently,Burglary,82,3,,,0.775
release,prison,Drug offenses,82,1,0.08,0.05,0.065
release,prison,Drug offenses,82,2,0.04,0.07,0.055
release,prison,Drug offenses,82,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,82,3,,,0.825
release,prison,murder/manslaughter,82,1,0.08,0.07,0.075
release,prison,murder/manslaughter,82,2,0.04,0.06,0.05
release,prison,murder/manslaughter,82,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,82,3,,,0.83
release,prison,Other,82,1,0.08,0.08,0.08
release,prison,Other,82,2,0.04,0.11,0.075
release,prison,Other,82,3,0.04,0.09,0.065
release,release_permanently,Other,82,3,,,0.78
release,prison,Robbery,82,1,0.08,0.1,0.09
release,prison,Robbery,82,2,0.04,0.1,0.07
release,prison,Robbery,82,3,0.04,0.08,0.06
release,release_permanently,Robbery,82,3,,,0.78
release,prison,Sexual offenses,82,1,0.08,0.13,0.105
release,prison,Sexual offenses,82,2,0.04,0.09,0.065
release,prison,Sexual offenses,82,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,82,3,,,0.78
release,prison,Theft/forgery/fraud,82,1,0.08,0.08,0.08
release,prison,Theft/forgery/fraud,82,2,0.04,0.11,0.075
release,prison,Theft/forgery/fraud,82,3,0.04,0.08,0.06
release,release_permanently,Theft/forgery/fraud,82,3,,,0.785
release,prison,Violent personal,82,1,0.08,0.11,0.095
release,prison,Violent personal,82,2,0.04,0.08,0.06
release,prison,Violent personal,82,3,0.04,0.07,0.055
release,release_permanently,Violent personal,82,3,,,0.79
release,prison,Weapons,82,1,0.08,0.08,0.08
release,prison,Weapons,82,2,0.04,0.11,0.075
release,prison,Weapons,82,3,0.04,0.09,0.065
release,release_permanently,Weapons,82,3,,,0.78
release,prison,Burglary,83,1,0.08,0.1,0.09
release,prison,Burglary,83,2,0.04,0.11,0.075
release,prison,Burglary,83,3,0.04,0.08,0.06
release,release_permanently,Burglary,83,3,,,0.775
release,prison,Drug offenses,83,1,0.08,0.05,0.065
release,prison,Drug offenses,83,2,0.04,0.07,0.055
release,prison,Drug offenses,83,3,0.04,0.07,0.055
release,release_permanently,Drug offenses,83,3,,,0.825
release,prison,murder/manslaughter,83,1,0.08,0.07,0.075
release,prison,murder/manslaughter,83,2,0.04,0.06,0.05
release,prison,murder/manslaughter,83,3,0.04,0.05,0.045
release,release_permanently,murder/manslaughter,83,3,,,0.83
release,prison,Other,83,1,0.08,0.08,0.08
release,prison,Other,83,2,0.04,0.11,0.075
release,prison,Other,83,3,0.04,0.09,0.065
release,release_permanently,Other,83,3,,,0.78
release,prison,Robbery,83,1,0.08,0.1,0.09
release,prison,Robbery,83,2,0.04,0.1,0.07
release,prison,Robbery,83,3,0.04,0.08,0.06
release,release_permanently,Robbery,83,3,,,0.78
release,prison,Sexual offenses,83,1,0.08,0.13,0.105
release,prison,Sexual offenses,83,2,0.04,0.09,0.065
release,prison,Sexual offenses,83,3,0.04,0.06,0.05
release,release_permanently,Sexual offenses,83,3,,,0.78
release,prison,Theft/forgery/fraud,83,1,0.08,0.08,0.08
