,compartment,outflow_to,offense,age,compartment_duration,rate_by_age,rate_by_offense,total_population,time_step
225,release,prison,murder/manslaughter,61,2.0,0.04,0.06,0.05,
226,release,prison,murder/manslaughter,61,3.0,0.04,0.05,0.045,
227,release,release_permanently,murder/manslaughter,61,3.0,,,0.83,
228,release,prison,Other,61,1.0,0.08,0.08,0.08,
229,release,prison,Other,61,2.0,0.04,0.11,0.075,
230,release,prison,Other,61,3.0,0.04,0.09,0.065,
231,release,release_permanently,Other,61,3.0,,,0.78,
232,release,prison,Robbery,61,1.0,0.08,0.1,0.09,
233,release,prison,Robbery,61,2.0,0.04,0.1,0.07,
234,release,prison,Robbery,61,3.0,0.04,0.08,0.06,
235,release,release_permanently,Robbery,61,3.0,,,0.78,
236,release,prison,Sexual offenses,61,1.0,0.08,0.13,0.105,
237,release,prison,Sexual offenses,61,2.0,0.04,0.09,0.065,
238,release,prison,Sexual offenses,61,3.0,0.04,0.06,0.05,
239,release,release_permanently,Sexual offenses,61,3.0,,,0.78,
240,release,prison,Theft/forgery/fraud,61,1.0,0.08,0.08,0.08,
241,release,prison,Theft/forgery/fraud,61,2.0,0.04,0.11,0.075,
242,release,prison,Theft/forgery/fraud,61,3.0,0.04,0.08,0.06,
243,release,release_permanently,Theft/forgery/fraud,61,3.0,,,0.785,
244,release,prison,Violent personal,61,1.0,0.08,0.11,0.095,
245,release,prison,Violent personal,61,2.0,0.04,0.08,0.06,
246,release,prison,Violent personal,61,3.0,0.04,0.07,0.055,
247,release,release_permanently,Violent personal,61,3.0,,,0.79,
248,release,prison,Weapons,61,1.0,0.08,0.08,0.08,
249,release,prison,Weapons,61,2.0,0.04,0.11,0.075,
250,release,prison,Weapons,61,3.0,0.04,0.09,0.065,
251,release,release_permanently,Weapons,61,3.0,,,0.78,
252,release,prison,Burglary,62,1.0,0.08,0.1,0.09,
253,release,prison,Burglary,62,2.0,0.04,0.11,0.075,
254,release,prison,Burglary,62,3.0,0.04,0.08,0.06,
255,release,release_permanently,Burglary,62,3.0,,,0.775,
256,release,prison,Drug offenses,62,1.0,0.08,0.05,0.065,
257,release,prison,Drug offenses,62,2.0,0.04,0.07,0.055,
258,release,prison,Drug offenses,62,3.0,0.04,0.07,0.055,
259,release,release_permanently,Drug offenses,62,3.0,,,0.825,
260,release,prison,murder/manslaughter,62,1.0,0.08,0.07,0.075,
261,release,prison,murder/manslaughter,62,2.0,0.04,0.06,0.05,
262,release,prison,murder/manslaughter,62,3.0,0.04,0.05,0.045,
263,release,release_permanently,murder/manslaughter,62,3.0,,,0.83,
264,release,prison,Other,62,1.0,0.08,0.08,0.08,
265,release,prison,Other,62,2.0,0.04,0.11,0.075,
266,release,prison,Other,62,3.0,0.04,0.09,0.065,
267,release,release_permanently,Other,62,3.0,,,0.78,
268,release,prison,Robbery,62,1.0,0.08,0.1,0.09,
269,release,prison,Robbery,62,2.0,0.04,0.1,0.07,
270,release,prison,Robbery,62,3.0,0.04,0.08,0.06,
271,release,release_permanently,Robbery,62,3.0,,,0.78,
272,release,prison,Sexual offenses,62,1.0,0.08,0.13,0.105,
273,release,prison,Sexual offenses,62,2.0,0.04,0.09,0.065,
274,release,prison,Sexual offenses,62,3.0,0.04,0.06,0.05,
275,release,release_permanently,Sexual offenses,62,3.0,,,0.78,
276,release,prison,Theft/forgery/fraud,62,1.0,0.08,0.08,0.08,
277,release,prison,Theft/forgery/fraud,62,2.0,0.04,0.11,0.075,
278,release,prison,Theft/forgery/fraud,62,3.0,0.04,0.08,0.06,
279,release,release_permanently,Theft/forgery/fraud,62,3.0,,,0.785,
280,release,prison,Violent personal,62,1.0,0.08,0.11,0.095,
281,release,prison,Violent personal,62,2.0,0.04,0.08,0.06,
282,release,prison,Violent personal,62,3.0,0.04,0.07,0.055,
283,release,release_permanently,Violent personal,62,3.0,,,0.79,
284,release,prison,Weapons,62,1.0,0.08,0.08,0.08,
285,release,prison,Weapons,62,2.0,0.04,0.11,0.075,
286,release,prison,Weapons,62,3.0,0.04,0.09,0.065,
287,release,release_permanently,Weapons,62,3.0,,,0.78,
288,release,prison,Burglary,63,1.0,0.08,0.1,0.09,
289,release,prison,Burglary,63,2.0,0.04,0.11,0.075,
290,release,prison,Burglary,63,3.0,0.04,0.08,0.06,
291,release,release_permanently,Burglary,63,3.0,,,0.775,
292,release,prison,Drug offenses,63,1.0,0.08,0.05,0.065,
293,release,prison,Drug offenses,63,2.0,0.04,0.07,0.055,
294,release,prison,Drug offenses,63,3.0,0.04,0.07,0.055,
295,release,release_permanently,Drug offenses,63,3.0,,,0.825,
296,release,prison,murder/manslaughter,63,1.0,0.08,0.07,0.075,
297,release,prison,murder/manslaughter,63,2.0,0.04,0.06,0.05,
298,release,prison,murder/manslaughter,63,3.0,0.04,0.05,0.045,
299,release,release_permanently,murder/manslaughter,63,3.0,,,0.83,
300,release,prison,Other,63,1.0,0.08,0.08,0.08,
301,release,prison,Other,63,2.0,0.04,0.11,0.075,
302,release,prison,Other,63,3.0,0.04,0.09,0.065,
303,release,release_permanently,Other,63,3.0,,,0.78,
304,release,prison,Robbery,63,1.0,0.08,0.1,0.09,
305,release,prison,Robbery,63,2.0,0.04,0.1,0.07,
306,release,prison,Robbery,63,3.0,0.04,0.08,0.06,
307,release,release_permanently,Robbery,63,3.0,,,0.78,
308,release,prison,Sexual offenses,63,1.0,0.08,0.13,0.105,
309,release,prison,Sexual offenses,63,2.0,0.04,0.09,0.065,
310,release,prison,Sexual offenses,63,3.0,0.04,0.06,0.05,
311,release,release_permanently,Sexual offenses,63,3.0,,,0.78,
312,release,prison,Theft/forgery/fraud,63,1.0,0.08,0.08,0.08,
313,release,prison,Theft/forgery/fraud,63,2.0,0.04,0.11,0.075,
314,release,prison,Theft/forgery/fraud,63,3.0,0.04,0.08,0.06,
315,release,release_permanently,Theft/forgery/fraud,63,3.0,,,0.785,
316,release,prison,Violent personal,63,1.0,0.08,0.11,0.095,
317,release,prison,Violent personal,63,2.0,0.04,0.08,0.06,
318,release,prison,Violent personal,63,3.0,0.04,0.07,0.055,
319,release,release_permanently,Violent personal,63,3.0,,,0.79,
320,release,prison,Weapons,63,1.0,0.08,0.08,0.08,
321,release,prison,Weapons,63,2.0,0.04,0.11,0.075,
322,release,prison,Weapons,63,3.0,0.04,0.09,0.065,
323,release,release_permanently,Weapons,63,3.0,,,0.78,
324,release,prison,Burglary,64,1.0,0.08,0.1,0.09,
325,release,prison,Burglary,64,2.0,0.04,0.11,0.075,
326,release,prison,Burglary,64,3.0,0.04,0.08,0.06,
327,release,release_permanently,Burglary,64,3.0,,,0.775,
328,release,prison,Drug offenses,64,1.0,0.08,0.05,0.065,
329,release,prison,Drug offenses,64,2.0,0.04,0.07,0.055,
330,release,prison,Drug offenses,64,3.0,0.04,0.07,0.055,
331,release,release_permanently,Drug offenses,64,3.0,,,0.825,
332,release,prison,murder/manslaughter,64,1.0,0.08,0.07,0.075,
333,release,prison,murder/manslaughter,64,2.0,0.04,0.06,0.05,
334,release,prison,murder/manslaughter,64,3.0,0.04,0.05,0.045,
335,release,release_permanently,murder/manslaughter,64,3.0,,,0.83,
336,release,prison,Other,64,1.0,0.08,0.08,0.08,
337,release,prison,Other,64,2.0,0.04,0.11,0.075,
338,release,prison,Other,64,3.0,0.04,0.09,0.065,
339,release,release_permanently,Other,64,3.0,,,0.78,
340,release,prison,Robbery,64,1.0,0.08,0.1,0.09,
341,release,prison,Robbery,64,2.0,0.04,0.1,0.07,
342,release,prison,Robbery,64,3.0,0.04,0.08,0.06,
343,release,release_permanently,Robbery,64,3.0,,,0.78,
344,release,prison,Sexual offenses,64,1.0,0.08,0.13,0.105,
345,release,prison,Sexual offenses,64,2.0,0.04,0.09,0.065,
346,release,prison,Sexual offenses,64,3.0,0.04,0.06,0.05,
347,release,release_permanently,Sexual offenses,64,3.0,,,0.78,
348,release,prison,Theft/forgery/fraud,64,1.0,0.08,0.08,0.08,
349,release,prison,Theft/forgery/fraud,64,2.0,0.04,0.11,0.075,
350,release,prison,Theft/forgery/fraud,64,3.0,0.04,0.08,0.06,
351,release,release_permanently,Theft/forgery/fraud,64,3.0,,,0.785,
352,release,prison,Violent personal,64,1.0,0.08,0.11,0.095,
353,release,prison,Violent personal,64,2.0,0.04,0.08,0.06,
354,release,prison,Violent personal,64,3.0,0.04,0.07,0.055,
355,release,release_permanently,Violent personal,64,3.0,,,0.79,
356,release,prison,Weapons,64,1.0,0.08,0.08,0.08,
357,release,prison,Weapons,64,2.0,0.04,0.11,0.075,
358,release,prison,Weapons,64,3.0,0.04,0.09,0.065,
359,release,release_permanently,Weapons,64,3.0,,,0.78,
360,release,prison,Burglary,65,1.0,0.08,0.1,0.09,
361,release,prison,Burglary,65,2.0,0.04,0.11,0.075,
362,release,prison,Burglary,65,3.0,0.04,0.08,0.06,
363,release,release_permanently,Burglary,65,3.0,,,0.775,
364,release,prison,Drug offenses,65,1.0,0.08,0.05,0.065,
365,release,prison,Drug offenses,65,2.0,0.04,0.07,0.055,
366,release,prison,Drug offenses,65,3.0,0.04,0.07,0.055,
367,release,release_permanently,Drug offenses,65,3.0,,,0.825,
368,release,prison,murder/manslaughter,65,1.0,0.08,0.07,0.075,
369,release,prison,murder/manslaughter,65,2.0,0.04,0.06,0.05,
370,release,prison,murder/manslaughter,65,3.0,0.04,0.05,0.045,
371,release,release_permanently,murder/manslaughter,65,3.0,,,0.83,
372,release,prison,Other,65,1.0,0.08,0.08,0.08,
373,release,prison,Other,65,2.0,0.04,0.11,0.075,
374,release,prison,Other,65,3.0,0.04,0.09,0.065,
375,release,release_permanently,Other,65,3.0,,,0.78,
376,release,prison,Robbery,65,1.0,0.08,0.1,0.09,
377,release,prison,Robbery,65,2.0,0.04,0.1,0.07,
378,release,prison,Robbery,65,3.0,0.04,0.08,0.06,
379,release,release_permanently,Robbery,65,3.0,,,0.78,
380,release,prison,Sexual offenses,65,1.0,0.08,0.13,0.105,
381,release,prison,Sexual offenses,65,2.0,0.04,0.09,0.065,
382,release,prison,Sexual offenses,65,3.0,0.04,0.06,0.05,
383,release,release_permanently,Sexual offenses,65,3.0,,,0.78,
384,release,prison,Theft/forgery/fraud,65,1.0,0.08,0.08,0.08,
385,release,prison,Theft/forgery/fraud,65,2.0,0.04,0.11,0.075,
386,release,prison,Theft/forgery/fraud,65,3.0,0.04,0.08,0.06,
387,release,release_permanently,Theft/forgery/fraud,65,3.0,,,0.785,
388,release,prison,Violent personal,65,1.0,0.08,0.11,0.095,
389,release,prison,Violent personal,65,2.0,0.04,0.08,0.06,
390,release,prison,Violent personal,65,3.0,0.04,0.07,0.055,
391,release,release_permanently,Violent personal,65,3.0,,,0.79,
392,release,prison,Weapons,65,1.0,0.08,0.08,0.08,
393,release,prison,Weapons,65,2.0,0.04,0.11,0.075,
394,release,prison,Weapons,65,3.0,0.04,0.09,0.065,
395,release,release_permanently,Weapons,65,3.0,,,0.78,
396,release,prison,Burglary,66,1.0,0.08,0.1,0.09,
397,release,prison,Burglary,66,2.0,0.04,0.11,0.075,
398,release,prison,Burglary,66,3.0,0.04,0.08,0.06,
399,release,release_permanently,Burglary,66,3.0,,,0.775,
400,release,prison,Drug offenses,66,1.0,0.08,0.05,0.065,
401,release,prison,Drug offenses,66,2.0,0.04,0.07,0.055,
402,release,prison,Drug offenses,66,3.0,0.04,0.07,0.055,
403,release,release_permanently,Drug offenses,66,3.0,,,0.825,
404,release,prison,murder/manslaughter,66,1.0,0.08,0.07,0.075,
405,release,prison,murder/manslaughter,66,2.0,0.04,0.06,0.05,
406,release,prison,murder/manslaughter,66,3.0,0.04,0.05,0.045,
407,release,release_permanently,murder/manslaughter,66,3.0,,,0.83,
408,release,prison,Other,66,1.0,0.08,0.08,0.08,
409,release,prison,Other,66,2.0,0.04,0.11,0.075,
410,release,prison,Other,66,3.0,0.04,0.09,0.065,
411,release,release_permanently,Other,66,3.0,,,0.78,
412,release,prison,Robbery,66,1.0,0.08,0.1,0.09,
413,release,prison,Robbery,66,2.0,0.04,0.1,0.07,
414,release,prison,Robbery,66,3.0,0.04,0.08,0.06,
415,release,release_permanently,Robbery,66,3.0,,,0.78,
416,release,prison,Sexual offenses,66,1.0,0.08,0.13,0.105,
417,release,prison,Sexual offenses,66,2.0,0.04,0.09,0.065,
418,release,prison,Sexual offenses,66,3.0,0.04,0.06,0.05,
419,release,release_permanently,Sexual offenses,66,3.0,,,0.78,
420,release,prison,Theft/forgery/fraud,66,1.0,0.08,0.08,0.08,
421,release,prison,Theft/forgery/fraud,66,2.0,0.04,0.11,0.075,
422,release,prison,Theft/forgery/fraud,66,3.0,0.04,0.08,0.06,
423,release,release_permanently,Theft/forgery/fraud,66,3.0,,,0.785,
424,release,prison,Violent personal,66,1.0,0.08,0.11,0.095,
425,release,prison,Violent personal,66,2.0,0.04,0.08,0.06,
426,release,prison,Violent personal,66,3.0,0.04,0.07,0.055,
427,release,release_permanently,Violent personal,66,3.0,,,0.79,
428,release,prison,Weapons,66,1.0,0.08,0.08,0.08,
429,release,prison,Weapons,66,2.0,0.04,0.11,0.075,
430,release,prison,Weapons,66,3.0,0.04,0.09,0.065,
431,release,release_permanently,Weapons,66,3.0,,,0.78,
432,release,prison,Burglary,67,1.0,0.08,0.1,0.09,
433,release,prison,Burglary,67,2.0,0.04,0.11,0.075,
434,release,prison,Burglary,67,3.0,0.04,0.08,0.06,
435,release,release_permanently,Burglary,67,3.0,,,0.775,
436,release,prison,Drug offenses,67,1.0,0.08,0.05,0.065,
437,release,prison,Drug offenses,67,2.0,0.04,0.07,0.055,
438,release,prison,Drug offenses,67,3.0,0.04,0.07,0.055,
439,release,release_permanently,Drug offenses,67,3.0,,,0.825,
440,release,prison,murder/manslaughter,67,1.0,0.08,0.07,0.075,
441,release,prison,murder/manslaughter,67,2.0,0.04,0.06,0.05,
442,release,prison,murder/manslaughter,67,3.0,0.04,0.05,0.045,
443,release,release_permanently,murder/manslaughter,67,3.0,,,0.83,
444,release,prison,Other,67,1.0,0.08,0.08,0.08,
445,release,prison,Other,67,2.0,0.04,0.11,0.075,
446,release,prison,Other,67,3.0,0.04,0.09,0.065,
447,release,release_permanently,Other,67,3.0,,,0.78,
448,release,prison,Robbery,67,1.0,0.08,0.1,0.09,
449,release,prison,Robbery,67,2.0,0.04,0.1,0.07,
450,release,prison,Robbery,67,3.0,0.04,0.08,0.06,
451,release,release_permanently,Robbery,67,3.0,,,0.78,
452,release,prison,Sexual offenses,67,1.0,0.08,0.13,0.105,
453,release,prison,Sexual offenses,67,2.0,0.04,0.09,0.065,
454,release,prison,Sexual offenses,67,3.0,0.04,0.06,0.05,
455,release,release_permanently,Sexual offenses,67,3.0,,,0.78,
456,release,prison,Theft/forgery/fraud,67,1.0,0.08,0.08,0.08,
457,release,prison,Theft/forgery/fraud,67,2.0,0.04,0.11,0.075,
458,release,prison,Theft/forgery/fraud,67,3.0,0.04,0.08,0.06,
459,release,release_permanently,Theft/forgery/fraud,67,3.0,,,0.785,
460,release,prison,Violent personal,67,1.0,0.08,0.11,0.095,
461,release,prison,Violent personal,67,2.0,0.04,0.08,0.06,
462,release,prison,Violent personal,67,3.0,0.04,0.07,0.055,
463,release,release_permanently,Violent personal,67,3.0,,,0.79,
464,release,prison,Weapons,67,1.0,0.08,0.08,0.08,
465,release,prison,Weapons,67,2.0,0.04,0.11,0.075,
466,release,prison,Weapons,67,3.0,0.04,0.09,0.065,
467,release,release_permanently,Weapons,67,3.0,,,0.78,
468,release,prison,Burglary,68,1.0,0.08,0.1,0.09,
469,release,prison,Burglary,68,2.0,0.04,0.11,0.075,
470,release,prison,Burglary,68,3.0,0.04,0.08,0.06,
471,release,release_permanently,Burglary,68,3.0,,,0.775,
472,release,prison,Drug offenses,68,1.0,0.08,0.05,0.065,
473,release,prison,Drug offenses,68,2.0,0.04,0.07,0.055,
474,release,prison,Drug offenses,68,3.0,0.04,0.07,0.055,
475,release,release_permanently,Drug offenses,68,3.0,,,0.825,
476,release,prison,murder/manslaughter,68,1.0,0.08,0.07,0.075,
477,release,prison,murder/manslaughter,68,2.0,0.04,0.06,0.05,
478,release,prison,murder/manslaughter,68,3.0,0.04,0.05,0.045,
479,release,release_permanently,murder/manslaughter,68,3.0,,,0.83,
480,release,prison,Other,68,1.0,0.08,0.08,0.08,
481,release,prison,Other,68,2.0,0.04,0.11,0.075,
482,release,prison,Other,68,3.0,0.04,0.09,0.065,
483,release,release_permanently,Other,68,3.0,,,0.78,
484,release,prison,Robbery,68,1.0,0.08,0.1,0.09,
485,release,prison,Robbery,68,2.0,0.04,0.1,0.07,
486,release,prison,Robbery,68,3.0,0.04,0.08,0.06,
487,release,release_permanently,Robbery,68,3.0,,,0.78,
488,release,prison,Sexual offenses,68,1.0,0.08,0.13,0.105,
489,release,prison,Sexual offenses,68,2.0,0.04,0.09,0.065,
490,release,prison,Sexual offenses,68,3.0,0.04,0.06,0.05,
491,release,release_permanently,Sexual offenses,68,3.0,,,0.78,
492,release,prison,Theft/forgery/fraud,68,1.0,0.08,0.08,0.08,
493,release,prison,Theft/forgery/fraud,68,2.0,0.04,0.11,0.075,
494,release,prison,Theft/forgery/fraud,68,3.0,0.04,0.08,0.06,
495,release,release_permanently,Theft/forgery/fraud,68,3.0,,,0.785,
496,release,prison,Violent personal,68,1.0,0.08,0.11,0.095,
497,release,prison,Violent personal,68,2.0,0.04,0.08,0.06,
498,release,prison,Violent personal,68,3.0,0.04,0.07,0.055,
499,release,release_permanently,Violent personal,68,3.0,,,0.79,
500,release,prison,Weapons,68,1.0,0.08,0.08,0.08,
501,release,prison,Weapons,68,2.0,0.04,0.11,0.075,
502,release,prison,Weapons,68,3.0,0.04,0.09,0.065,
503,release,release_permanently,Weapons,68,3.0,,,0.78,
504,release,prison,Burglary,69,1.0,0.08,0.1,0.09,
505,release,prison,Burglary,69,2.0,0.04,0.11,0.075,
506,release,prison,Burglary,69,3.0,0.04,0.08,0.06,
507,release,release_permanently,Burglary,69,3.0,,,0.775,
508,release,prison,Drug offenses,69,1.0,0.08,0.05,0.065,
509,release,prison,Drug offenses,69,2.0,0.04,0.07,0.055,
510,release,prison,Drug offenses,69,3.0,0.04,0.07,0.055,
511,release,release_permanently,Drug offenses,69,3.0,,,0.825,
512,release,prison,murder/manslaughter,69,1.0,0.08,0.07,0.075,
513,release,prison,murder/manslaughter,69,2.0,0.04,0.06,0.05,
514,release,prison,murder/manslaughter,69,3.0,0.04,0.05,0.045,
515,release,release_permanently,murder/manslaughter,69,3.0,,,0.83,
516,release,prison,Other,69,1.0,0.08,0.08,0.08,
517,release,prison,Other,69,2.0,0.04,0.11,0.075,
518,release,prison,Other,69,3.0,0.04,0.09,0.065,
519,release,release_permanently,Other,69,3.0,,,0.78,
520,release,prison,Robbery,69,1.0,0.08,0.1,0.09,
521,release,prison,Robbery,69,2.0,0.04,0.1,0.07,
522,release,prison,Robbery,69,3.0,0.04,0.08,0.06,
523,release,release_permanently,Robbery,69,3.0,,,0.78,
524,release,prison,Sexual offenses,69,1.0,0.08,0.13,0.105,
525,release,prison,Sexual offenses,69,2.0,0.04,0.09,0.065,
526,release,prison,Sexual offenses,69,3.0,0.04,0.06,0.05,
527,release,release_permanently,Sexual offenses,69,3.0,,,0.78,
528,release,prison,Theft/forgery/fraud,69,1.0,0.08,0.08,0.08,
529,release,prison,Theft/forgery/fraud,69,2.0,0.04,0.11,0.075,
530,release,prison,Theft/forgery/fraud,69,3.0,0.04,0.08,0.06,
531,release,release_permanently,Theft/forgery/fraud,69,3.0,,,0.785,
532,release,prison,Violent personal,69,1.0,0.08,0.11,0.095,
533,release,prison,Violent personal,69,2.0,0.04,0.08,0.06,
534,release,prison,Violent personal,69,3.0,0.04,0.07,0.055,
535,release,release_permanently,Violent personal,69,3.0,,,0.79,
536,release,prison,Weapons,69,1.0,0.08,0.08,0.08,
537,release,prison,Weapons,69,2.0,0.04,0.11,0.075,
538,release,prison,Weapons,69,3.0,0.04,0.09,0.065,
539,release,release_permanently,Weapons,69,3.0,,,0.78,
540,release,prison,Burglary,70,1.0,0.08,0.1,0.09,
541,release,prison,Burglary,70,2.0,0.04,0.11,0.075,
542,release,prison,Burglary,70,3.0,0.04,0.08,0.06,
543,release,release_permanently,Burglary,70,3.0,,,0.775,
544,release,prison,Drug offenses,70,1.0,0.08,0.05,0.065,
545,release,prison,Drug offenses,70,2.0,0.04,0.07,0.055,
546,release,prison,Drug offenses,70,3.0,0.04,0.07,0.055,
547,release,release_permanently,Drug offenses,70,3.0,,,0.825,
548,release,prison,murder/manslaughter,70,1.0,0.08,0.07,0.075,
549,release,prison,murder/manslaughter,70,2.0,0.04,0.06,0.05,
550,release,prison,murder/manslaughter,70,3.0,0.04,0.05,0.045,
551,release,release_permanently,murder/manslaughter,70,3.0,,,0.83,
552,release,prison,Other,70,1.0,0.08,0.08,0.08,
553,release,prison,Other,70,2.0,0.04,0.11,0.075,
554,release,prison,Other,70,3.0,0.04,0.09,0.065,
555,release,release_permanently,Other,70,3.0,,,0.78,
556,release,prison,Robbery,70,1.0,0.08,0.1,0.09,
557,release,prison,Robbery,70,2.0,0.04,0.1,0.07,
558,release,prison,Robbery,70,3.0,0.04,0.08,0.06,
559,release,release_permanently,Robbery,70,3.0,,,0.78,
560,release,prison,Sexual offenses,70,1.0,0.08,0.13,0.105,
561,release,prison,Sexual offenses,70,2.0,0.04,0.09,0.065,
562,release,prison,Sexual offenses,70,3.0,0.04,0.06,0.05,
563,release,release_permanently,Sexual offenses,70,3.0,,,0.78,
564,release,prison,Theft/forgery/fraud,70,1.0,0.08,0.08,0.08,
565,release,prison,Theft/forgery/fraud,70,2.0,0.04,0.11,0.075,
566,release,prison,Theft/forgery/fraud,70,3.0,0.04,0.08,0.06,
567,release,release_permanently,Theft/forgery/fraud,70,3.0,,,0.785,
568,release,prison,Violent personal,70,1.0,0.08,0.11,0.095,
569,release,prison,Violent personal,70,2.0,0.04,0.08,0.06,
570,release,prison,Violent personal,70,3.0,0.04,0.07,0.055,
571,release,release_permanently,Violent personal,70,3.0,,,0.79,
572,release,prison,Weapons,70,1.0,0.08,0.08,0.08,
573,release,prison,Weapons,70,2.0,0.04,0.11,0.075,
574,release,prison,Weapons,70,3.0,0.04,0.09,0.065,
575,release,release_permanently,Weapons,70,3.0,,,0.78,
576,release,prison,Burglary,71,1.0,0.08,0.1,0.09,
577,release,prison,Burglary,71,2.0,0.04,0.11,0.075,
578,release,prison,Burglary,71,3.0,0.04,0.08,0.06,
579,release,release_permanently,Burglary,71,3.0,,,0.775,
580,release,prison,Drug offenses,71,1.0,0.08,0.05,0.065,
581,release,prison,Drug offenses,71,2.0,0.04,0.07,0.055,
582,release,prison,Drug offenses,71,3.0,0.04,0.07,0.055,
583,release,release_permanently,Drug offenses,71,3.0,,,0.825,
584,release,prison,murder/manslaughter,71,1.0,0.08,0.07,0.075,
