,compartment,outflow_to,offense,age,compartment_duration,rate_by_age,rate_by_offense,total_population,time_step
77,prison,release,Drug offenses,92,7.7,,,,
78,prison,release,Drug offenses,93,7.7,,,,
79,prison,release,Drug offenses,94,7.7,,,,
80,prison,release,murder/manslaughter,55,36.5,,,,
81,prison,release,murder/manslaughter,56,36.5,,,,
82,prison,release,murder/manslaughter,57,36.5,,,,
83,prison,release,murder/manslaughter,58,36.5,,,,
84,prison,release,murder/manslaughter,59,36.5,,,,
85,prison,release,murder/manslaughter,60,36.5,,,,
86,prison,release,murder/manslaughter,61,36.5,,,,
87,prison,release,murder/manslaughter,62,36.5,,,,
88,prison,release,murder/manslaughter,63,36.5,,,,
89,prison,release,murder/manslaughter,64,36.5,,,,
90,prison,release,murder/manslaughter,65,36.5,,,,
91,prison,release,murder/manslaughter,66,36.5,,,,
92,prison,release,murder/manslaughter,67,36.5,,,,
93,prison,release,murder/manslaughter,68,36.5,,,,
94,prison,release,murder/manslaughter,69,36.5,,,,
95,prison,release,murder/manslaughter,70,36.5,,,,
96,prison,release,murder/manslaughter,71,36.5,,,,
97,prison,release,murder/manslaughter,72,36.5,,,,
98,prison,release,murder/manslaughter,73,36.5,,,,
99,prison,release,murder/manslaughter,74,36.5,,,,
100,prison,release,murder/manslaughter,75,36.5,,,,
101,prison,release,murder/manslaughter,76,36.5,,,,
102,prison,release,murder/manslaughter,77,36.5,,,,
103,prison,release,murder/manslaughter,78,36.5,,,,
104,prison,release,murder/manslaughter,79,36.5,,,,
105,prison,release,murder/manslaughter,80,36.5,,,,
106,prison,release,murder/manslaughter,81,36.5,,,,
107,prison,release,murder/manslaughter,82,36.5,,,,
108,prison,release,murder/manslaughter,83,36.5,,,,
109,prison,release,murder/manslaughter,84,36.5,,,,
110,prison,release,murder/manslaughter,85,36.5,,,,
111,prison,release,murder/manslaughter,86,36.5,,,,
112,prison,release,murder/manslaughter,87,36.5,,,,
113,prison,release,murder/manslaughter,88,36.5,,,,
114,prison,release,murder/manslaughter,89,36.5,,,,
115,prison,release,murder/manslaughter,90,36.5,,,,
116,prison,release,murder/manslaughter,91,36.5,,,,
117,prison,release,murder/manslaughter,92,36.5,,,,
118,prison,release,murder/manslaughter,93,36.5,,,,
119,prison,release,murder/manslaughter,94,36.5,,,,
120,prison,release,Other,55,6.8,,,,
121,prison,release,Other,56,6.8,,,,
122,prison,release,Other,57,6.8,,,,
123,prison,release,Other,58,6.8,,,,
124,prison,release,Other,59,6.8,,,,
125,prison,release,Other,60,6.8,,,,
126,prison,release,Other,61,6.8,,,,
127,prison,release,Other,62,6.8,,,,
128,prison,release,Other,63,6.8,,,,
129,prison,release,Other,64,6.8,,,,
130,prison,release,Other,65,6.8,,,,
131,prison,release,Other,66,6.8,,,,
132,prison,release,Other,67,6.8,,,,
133,prison,release,Other,68,6.8,,,,
134,prison,release,Other,69,6.8,,,,
135,prison,release,Other,70,6.8,,,,
136,prison,release,Other,71,6.8,,,,
137,prison,release,Other,72,6.8,,,,
138,prison,release,Other,73,6.8,,,,
139,prison,release,Other,74,6.8,,,,
140,prison,release,Other,75,6.8,,,,
141,prison,release,Other,76,6.8,,,,
142,prison,release,Other,77,6.8,,,,
143,prison,release,Other,78,6.8,,,,
144,prison,release,Other,79,6.8,,,,
145,prison,release,Other,80,6.8,,,,
146,prison,release,Other,81,6.8,,,,
147,prison,release,Other,82,6.8,,,,
148,prison,release,Other,83,6.8,,,,
149,prison,release,Other,84,6.8,,,,
150,prison,release,Other,85,6.8,,,,
151,prison,release,Other,86,6.8,,,,
152,prison,release,Other,87,6.8,,,,
153,prison,release,Other,88,6.8,,,,
154,prison,release,Other,89,6.8,,,,
155,prison,release,Other,90,6.8,,,,
156,prison,release,Other,91,6.8,,,,
157,prison,release,Other,92,6.8,,,,
158,prison,release,Other,93,6.8,,,,
159,prison,release,Other,94,6.8,,,,
160,prison,release,Robbery,55,21.5,,,,
161,prison,release,Robbery,56,21.5,,,,
162,prison,release,Robbery,57,21.5,,,,
163,prison,release,Robbery,58,21.5,,,,
164,prison,release,Robbery,59,21.5,,,,
165,prison,release,Robbery,60,21.5,,,,
166,prison,release,Robbery,61,21.5,,,,
167,prison,release,Robbery,62,21.5,,,,
168,prison,release,Robbery,63,21.5,,,,
169,prison,release,Robbery,64,21.5,,,,
170,prison,release,Robbery,65,21.5,,,,
171,prison,release,Robbery,66,21.5,,,,
172,prison,release,Robbery,67,21.5,,,,
173,prison,release,Robbery,68,21.5,,,,
174,prison,release,Robbery,69,21.5,,,,
175,prison,release,Robbery,70,21.5,,,,
176,prison,release,Robbery,71,21.5,,,,
177,prison,release,Robbery,72,21.5,,,,
178,prison,release,Robbery,73,21.5,,,,
179,prison,release,Robbery,74,21.5,,,,
180,prison,release,Robbery,75,21.5,,,,
181,prison,release,Robbery,76,21.5,,,,
182,prison,release,Robbery,77,21.5,,,,
183,prison,release,Robbery,78,21.5,,,,
184,prison,release,Robbery,79,21.5,,,,
185,prison,release,Robbery,80,21.5,,,,
186,prison,release,Robbery,81,21.5,,,,
187,prison,release,Robbery,82,21.5,,,,
188,prison,release,Robbery,83,21.5,,,,
189,prison,release,Robbery,84,21.5,,,,
190,prison,release,Robbery,85,21.5,,,,
191,prison,release,Robbery,86,21.5,,,,
192,prison,release,Robbery,87,21.5,,,,
193,prison,release,Robbery,88,21.5,,,,
194,prison,release,Robbery,89,21.5,,,,
195,prison,release,Robbery,90,21.5,,,,
196,prison,release,Robbery,91,21.5,,,,
197,prison,release,Robbery,92,21.5,,,,
198,prison,release,Robbery,93,21.5,,,,
199,prison,release,Robbery,94,21.5,,,,
200,prison,release,Sexual offenses,55,24.9,,,,
201,prison,release,Sexual offenses,56,24.9,,,,
202,prison,release,Sexual offenses,57,24.9,,,,
203,prison,release,Sexual offenses,58,24.9,,,,
204,prison,release,Sexual offenses,59,24.9,,,,
205,prison,release,Sexual offenses,60,24.9,,,,
206,prison,release,Sexual offenses,61,24.9,,,,
207,prison,release,Sexual offenses,62,24.9,,,,
208,prison,release,Sexual offenses,63,24.9,,,,
209,prison,release,Sexual offenses,64,24.9,,,,
210,prison,release,Sexual offenses,65,24.9,,,,
211,prison,release,Sexual offenses,66,24.9,,,,
212,prison,release,Sexual offenses,67,24.9,,,,
213,prison,release,Sexual offenses,68,24.9,,,,
214,prison,release,Sexual offenses,69,24.9,,,,
215,prison,release,Sexual offenses,70,24.9,,,,
216,prison,release,Sexual offenses,71,24.9,,,,
217,prison,release,Sexual offenses,72,24.9,,,,
218,prison,release,Sexual offenses,73,24.9,,,,
219,prison,release,Sexual offenses,74,24.9,,,,
220,prison,release,Sexual offenses,75,24.9,,,,
221,prison,release,Sexual offenses,76,24.9,,,,
222,prison,release,Sexual offenses,77,24.9,,,,
223,prison,release,Sexual offenses,78,24.9,,,,
224,prison,release,Sexual offenses,79,24.9,,,,
225,prison,release,Sexual offenses,80,24.9,,,,
226,prison,release,Sexual offenses,81,24.9,,,,
227,prison,release,Sexual offenses,82,24.9,,,,
228,prison,release,Sexual offenses,83,24.9,,,,
229,prison,release,Sexual offenses,84,24.9,,,,
230,prison,release,Sexual offenses,85,24.9,,,,
231,prison,release,Sexual offenses,86,24.9,,,,
232,prison,release,Sexual offenses,87,24.9,,,,
233,prison,release,Sexual offenses,88,24.9,,,,
234,prison,release,Sexual offenses,89,24.9,,,,
235,prison,release,Sexual offenses,90,24.9,,,,
236,prison,release,Sexual offenses,91,24.9,,,,
237,prison,release,Sexual offenses,92,24.9,,,,
238,prison,release,Sexual offenses,93,24.9,,,,
239,prison,release,Sexual offenses,94,24.9,,,,
240,prison,release,Theft/forgery/fraud,55,5.4,,,,
241,prison,release,Theft/forgery/fraud,56,5.4,,,,
242,prison,release,Theft/forgery/fraud,57,5.4,,,,
243,prison,release,Theft/forgery/fraud,58,5.4,,,,
244,prison,release,Theft/forgery/fraud,59,5.4,,,,
245,prison,release,Theft/forgery/fraud,60,5.4,,,,
246,prison,release,Theft/forgery/fraud,61,5.4,,,,
247,prison,release,Theft/forgery/fraud,62,5.4,,,,
248,prison,release,Theft/forgery/fraud,63,5.4,,,,
249,prison,release,Theft/forgery/fraud,64,5.4,,,,
250,prison,release,Theft/forgery/fraud,65,5.4,,,,
251,prison,release,Theft/forgery/fraud,66,5.4,,,,
252,prison,release,Theft/forgery/fraud,67,5.4,,,,
253,prison,release,Theft/forgery/fraud,68,5.4,,,,
254,prison,release,Theft/forgery/fraud,69,5.4,,,,
255,prison,release,Theft/forgery/fraud,70,5.4,,,,
256,prison,release,Theft/forgery/fraud,71,5.4,,,,
257,prison,release,Theft/forgery/fraud,72,5.4,,,,
258,prison,release,Theft/forgery/fraud,73,5.4,,,,
259,prison,release,Theft/forgery/fraud,74,5.4,,,,
260,prison,release,Theft/forgery/fraud,75,5.4,,,,
261,prison,release,Theft/forgery/fraud,76,5.4,,,,
262,prison,release,Theft/forgery/fraud,77,5.4,,,,
263,prison,release,Theft/forgery/fraud,78,5.4,,,,
264,prison,release,Theft/forgery/fraud,79,5.4,,,,
265,prison,release,Theft/forgery/fraud,80,5.4,,,,
266,prison,release,Theft/forgery/fraud,81,5.4,,,,
267,prison,release,Theft/forgery/fraud,82,5.4,,,,
268,prison,release,Theft/forgery/fraud,83,5.4,,,,
269,prison,release,Theft/forgery/fraud,84,5.4,,,,
270,prison,release,Theft/forgery/fraud,85,5.4,,,,
271,prison,release,Theft/forgery/fraud,86,5.4,,,,
272,prison,release,Theft/forgery/fraud,87,5.4,,,,
273,prison,release,Theft/forgery/fraud,88,5.4,,,,
274,prison,release,Theft/forgery/fraud,89,5.4,,,,
275,prison,release,Theft/forgery/fraud,90,5.4,,,,
276,prison,release,Theft/forgery/fraud,91,5.4,,,,
277,prison,release,Theft/forgery/fraud,92,5.4,,,,
278,prison,release,Theft/forgery/fraud,93,5.4,,,,
279,prison,release,Theft/forgery/fraud,94,5.4,,,,
280,prison,release,Violent personal,55,13.4,,,,
281,prison,release,Violent personal,56,13.4,,,,
282,prison,release,Violent personal,57,13.4,,,,
283,prison,release,Violent personal,58,13.4,,,,
284,prison,release,Violent personal,59,13.4,,,,
285,prison,release,Violent personal,60,13.4,,,,
286,prison,release,Violent personal,61,13.4,,,,
287,prison,release,Violent personal,62,13.4,,,,
288,prison,release,Violent personal,63,13.4,,,,
289,prison,release,Violent personal,64,13.4,,,,
290,prison,release,Violent personal,65,13.4,,,,
291,prison,release,Violent personal,66,13.4,,,,
292,prison,release,Violent personal,67,13.4,,,,
293,prison,release,Violent personal,68,13.4,,,,
294,prison,release,Violent personal,69,13.4,,,,
295,prison,release,Violent personal,70,13.4,,,,
296,prison,release,Violent personal,71,13.4,,,,
297,prison,release,Violent personal,72,13.4,,,,
298,prison,release,Violent personal,73,13.4,,,,
299,prison,release,Violent personal,74,13.4,,,,
300,prison,release,Violent personal,75,13.4,,,,
301,prison,release,Violent personal,76,13.4,,,,
302,prison,release,Violent personal,77,13.4,,,,
303,prison,release,Violent personal,78,13.4,,,,
304,prison,release,Violent personal,79,13.4,,,,
305,prison,release,Violent personal,80,13.4,,,,
306,prison,release,Violent personal,81,13.4,,,,
307,prison,release,Violent personal,82,13.4,,,,
308,prison,release,Violent personal,83,13.4,,,,
309,prison,release,Violent personal,84,13.4,,,,
310,prison,release,Violent personal,85,13.4,,,,
311,prison,release,Violent personal,86,13.4,,,,
312,prison,release,Violent personal,87,13.4,,,,
313,prison,release,Violent personal,88,13.4,,,,
314,prison,release,Violent personal,89,13.4,,,,
315,prison,release,Violent personal,90,13.4,,,,
316,prison,release,Violent personal,91,13.4,,,,
317,prison,release,Violent personal,92,13.4,,,,
318,prison,release,Violent personal,93,13.4,,,,
319,prison,release,Violent personal,94,13.4,,,,
320,prison,release,Weapons,55,7.2,,,,
321,prison,release,Weapons,56,7.2,,,,
322,prison,release,Weapons,57,7.2,,,,
323,prison,release,Weapons,58,7.2,,,,
324,prison,release,Weapons,59,7.2,,,,
325,prison,release,Weapons,60,7.2,,,,
326,prison,release,Weapons,61,7.2,,,,
327,prison,release,Weapons,62,7.2,,,,
328,prison,release,Weapons,63,7.2,,,,
329,prison,release,Weapons,64,7.2,,,,
330,prison,release,Weapons,65,7.2,,,,
331,prison,release,Weapons,66,7.2,,,,
332,prison,release,Weapons,67,7.2,,,,
333,prison,release,Weapons,68,7.2,,,,
334,prison,release,Weapons,69,7.2,,,,
335,prison,release,Weapons,70,7.2,,,,
336,prison,release,Weapons,71,7.2,,,,
337,prison,release,Weapons,72,7.2,,,,
338,prison,release,Weapons,73,7.2,,,,
339,prison,release,Weapons,74,7.2,,,,
340,prison,release,Weapons,75,7.2,,,,
341,prison,release,Weapons,76,7.2,,,,
342,prison,release,Weapons,77,7.2,,,,
343,prison,release,Weapons,78,7.2,,,,
344,prison,release,Weapons,79,7.2,,,,
345,prison,release,Weapons,80,7.2,,,,
346,prison,release,Weapons,81,7.2,,,,
347,prison,release,Weapons,82,7.2,,,,
348,prison,release,Weapons,83,7.2,,,,
349,prison,release,Weapons,84,7.2,,,,
350,prison,release,Weapons,85,7.2,,,,
351,prison,release,Weapons,86,7.2,,,,
352,prison,release,Weapons,87,7.2,,,,
353,prison,release,Weapons,88,7.2,,,,
354,prison,release,Weapons,89,7.2,,,,
355,prison,release,Weapons,90,7.2,,,,
356,prison,release,Weapons,91,7.2,,,,
357,prison,release,Weapons,92,7.2,,,,
358,prison,release,Weapons,93,7.2,,,,
359,prison,release,Weapons,94,7.2,,,,
0,release,prison,Burglary,55,1.0,0.1,0.1,0.1,
1,release,prison,Burglary,55,2.0,0.07,0.11,0.09,
2,release,prison,Burglary,55,3.0,0.06,0.08,0.07,
3,release,release_permanently,Burglary,55,3.0,,,0.74,
4,release,prison,Drug offenses,55,1.0,0.1,0.05,0.075,
5,release,prison,Drug offenses,55,2.0,0.07,0.07,0.07,
6,release,prison,Drug offenses,55,3.0,0.06,0.07,0.065,
7,release,release_permanently,Drug offenses,55,3.0,,,0.79,
8,release,prison,murder/manslaughter,55,1.0,0.1,0.07,0.085,
9,release,prison,murder/manslaughter,55,2.0,0.07,0.06,0.065,
10,release,prison,murder/manslaughter,55,3.0,0.06,0.05,0.055,
11,release,release_permanently,murder/manslaughter,55,3.0,,,0.795,
12,release,prison,Other,55,1.0,0.1,0.08,0.09,
13,release,prison,Other,55,2.0,0.07,0.11,0.09,
14,release,prison,Other,55,3.0,0.06,0.09,0.075,
15,release,release_permanently,Other,55,3.0,,,0.745,
16,release,prison,Robbery,55,1.0,0.1,0.1,0.1,
17,release,prison,Robbery,55,2.0,0.07,0.1,0.085,
18,release,prison,Robbery,55,3.0,0.06,0.08,0.07,
19,release,release_permanently,Robbery,55,3.0,,,0.745,
20,release,prison,Sexual offenses,55,1.0,0.1,0.13,0.115,
21,release,prison,Sexual offenses,55,2.0,0.07,0.09,0.08,
22,release,prison,Sexual offenses,55,3.0,0.06,0.06,0.06,
23,release,release_permanently,Sexual offenses,55,3.0,,,0.745,
24,release,prison,Theft/forgery/fraud,55,1.0,0.1,0.08,0.09,
25,release,prison,Theft/forgery/fraud,55,2.0,0.07,0.11,0.09,
26,release,prison,Theft/forgery/fraud,55,3.0,0.06,0.08,0.07,
27,release,release_permanently,Theft/forgery/fraud,55,3.0,,,0.75,
28,release,prison,Violent personal,55,1.0,0.1,0.11,0.105,
29,release,prison,Violent personal,55,2.0,0.07,0.08,0.075,
30,release,prison,Violent personal,55,3.0,0.06,0.07,0.065,
31,release,release_permanently,Violent personal,55,3.0,,,0.755,
32,release,prison,Weapons,55,1.0,0.1,0.08,0.09,
33,release,prison,Weapons,55,2.0,0.07,0.11,0.09,
34,release,prison,Weapons,55,3.0,0.06,0.09,0.075,
35,release,release_permanently,Weapons,55,3.0,,,0.745,
36,release,prison,Burglary,56,1.0,0.1,0.1,0.1,
37,release,prison,Burglary,56,2.0,0.07,0.11,0.09,
38,release,prison,Burglary,56,3.0,0.06,0.08,0.07,
39,release,release_permanently,Burglary,56,3.0,,,0.74,
40,release,prison,Drug offenses,56,1.0,0.1,0.05,0.075,
41,release,prison,Drug offenses,56,2.0,0.07,0.07,0.07,
42,release,prison,Drug offenses,56,3.0,0.06,0.07,0.065,
43,release,release_permanently,Drug offenses,56,3.0,,,0.79,
44,release,prison,murder/manslaughter,56,1.0,0.1,0.07,0.085,
45,release,prison,murder/manslaughter,56,2.0,0.07,0.06,0.065,
46,release,prison,murder/manslaughter,56,3.0,0.06,0.05,0.055,
47,release,release_permanently,murder/manslaughter,56,3.0,,,0.795,
48,release,prison,Other,56,1.0,0.1,0.08,0.09,
49,release,prison,Other,56,2.0,0.07,0.11,0.09,
50,release,prison,Other,56,3.0,0.06,0.09,0.075,
51,release,release_permanently,Other,56,3.0,,,0.745,
52,release,prison,Robbery,56,1.0,0.1,0.1,0.1,
53,release,prison,Robbery,56,2.0,0.07,0.1,0.085,
54,release,prison,Robbery,56,3.0,0.06,0.08,0.07,
55,release,release_permanently,Robbery,56,3.0,,,0.745,
56,release,prison,Sexual offenses,56,1.0,0.1,0.13,0.115,
57,release,prison,Sexual offenses,56,2.0,0.07,0.09,0.08,
58,release,prison,Sexual offenses,56,3.0,0.06,0.06,0.06,
59,release,release_permanently,Sexual offenses,56,3.0,,,0.745,
60,release,prison,Theft/forgery/fraud,56,1.0,0.1,0.08,0.09,
61,release,prison,Theft/forgery/fraud,56,2.0,0.07,0.11,0.09,
62,release,prison,Theft/forgery/fraud,56,3.0,0.06,0.08,0.07,
63,release,release_permanently,Theft/forgery/fraud,56,3.0,,,0.75,
64,release,prison,Violent personal,56,1.0,0.1,0.11,0.105,
65,release,prison,Violent personal,56,2.0,0.07,0.08,0.075,
66,release,prison,Violent personal,56,3.0,0.06,0.07,0.065,
67,release,release_permanently,Violent personal,56,3.0,,,0.755,
68,release,prison,Weapons,56,1.0,0.1,0.08,0.09,
69,release,prison,Weapons,56,2.0,0.07,0.11,0.09,
70,release,prison,Weapons,56,3.0,0.06,0.09,0.075,
71,release,release_permanently,Weapons,56,3.0,,,0.745,
72,release,prison,Burglary,57,1.0,0.1,0.1,0.1,
73,release,prison,Burglary,57,2.0,0.07,0.11,0.09,
74,release,prison,Burglary,57,3.0,0.06,0.08,0.07,
75,release,release_permanently,Burglary,57,3.0,,,0.74,
76,release,prison,Drug offenses,57,1.0,0.1,0.05,0.075,
77,release,prison,Drug offenses,57,2.0,0.07,0.07,0.07,
78,release,prison,Drug offenses,57,3.0,0.06,0.07,0.065,
79,release,release_permanently,Drug offenses,57,3.0,,,0.79,
80,release,prison,murder/manslaughter,57,1.0,0.1,0.07,0.085,
81,release,prison,murder/manslaughter,57,2.0,0.07,0.06,0.065,
82,release,prison,murder/manslaughter,57,3.0,0.06,0.05,0.055,
83,release,release_permanently,murder/manslaughter,57,3.0,,,0.795,
84,release,prison,Other,57,1.0,0.1,0.08,0.09,
85,release,prison,Other,57,2.0,0.07,0.11,0.09,
86,release,prison,Other,57,3.0,0.06,0.09,0.075,
87,release,release_permanently,Other,57,3.0,,,0.745,
88,release,prison,Robbery,57,1.0,0.1,0.1,0.1,
89,release,prison,Robbery,57,2.0,0.07,0.1,0.085,
90,release,prison,Robbery,57,3.0,0.06,0.08,0.07,
91,release,release_permanently,Robbery,57,3.0,,,0.745,
92,release,prison,Sexual offenses,57,1.0,0.1,0.13,0.115,
93,release,prison,Sexual offenses,57,2.0,0.07,0.09,0.08,
94,release,prison,Sexual offenses,57,3.0,0.06,0.06,0.06,
95,release,release_permanently,Sexual offenses,57,3.0,,,0.745,
96,release,prison,Theft/forgery/fraud,57,1.0,0.1,0.08,0.09,
97,release,prison,Theft/forgery/fraud,57,2.0,0.07,0.11,0.09,
98,release,prison,Theft/forgery/fraud,57,3.0,0.06,0.08,0.07,
99,release,release_permanently,Theft/forgery/fraud,57,3.0,,,0.75,
100,release,prison,Violent personal,57,1.0,0.1,0.11,0.105,
101,release,prison,Violent personal,57,2.0,0.07,0.08,0.075,
102,release,prison,Violent personal,57,3.0,0.06,0.07,0.065,
103,release,release_permanently,Violent personal,57,3.0,,,0.755,
104,release,prison,Weapons,57,1.0,0.1,0.08,0.09,
105,release,prison,Weapons,57,2.0,0.07,0.11,0.09,
106,release,prison,Weapons,57,3.0,0.06,0.09,0.075,
107,release,release_permanently,Weapons,57,3.0,,,0.745,
108,release,prison,Burglary,58,1.0,0.1,0.1,0.1,
109,release,prison,Burglary,58,2.0,0.07,0.11,0.09,
110,release,prison,Burglary,58,3.0,0.06,0.08,0.07,
111,release,release_permanently,Burglary,58,3.0,,,0.74,
112,release,prison,Drug offenses,58,1.0,0.1,0.05,0.075,
113,release,prison,Drug offenses,58,2.0,0.07,0.07,0.07,
114,release,prison,Drug offenses,58,3.0,0.06,0.07,0.065,
115,release,release_permanently,Drug offenses,58,3.0,,,0.79,
116,release,prison,murder/manslaughter,58,1.0,0.1,0.07,0.085,
117,release,prison,murder/manslaughter,58,2.0,0.07,0.06,0.065,
118,release,prison,murder/manslaughter,58,3.0,0.06,0.05,0.055,
119,release,release_permanently,murder/manslaughter,58,3.0,,,0.795,
120,release,prison,Other,58,1.0,0.1,0.08,0.09,
121,release,prison,Other,58,2.0,0.07,0.11,0.09,
122,release,prison,Other,58,3.0,0.06,0.09,0.075,
123,release,release_permanently,Other,58,3.0,,,0.745,
124,release,prison,Robbery,58,1.0,0.1,0.1,0.1,
125,release,prison,Robbery,58,2.0,0.07,0.1,0.085,
126,release,prison,Robbery,58,3.0,0.06,0.08,0.07,
127,release,release_permanently,Robbery,58,3.0,,,0.745,
128,release,prison,Sexual offenses,58,1.0,0.1,0.13,0.115,
129,release,prison,Sexual offenses,58,2.0,0.07,0.09,0.08,
130,release,prison,Sexual offenses,58,3.0,0.06,0.06,0.06,
131,release,release_permanently,Sexual offenses,58,3.0,,,0.745,
132,release,prison,Theft/forgery/fraud,58,1.0,0.1,0.08,0.09,
133,release,prison,Theft/forgery/fraud,58,2.0,0.07,0.11,0.09,
134,release,prison,Theft/forgery/fraud,58,3.0,0.06,0.08,0.07,
135,release,release_permanently,Theft/forgery/fraud,58,3.0,,,0.75,
136,release,prison,Violent personal,58,1.0,0.1,0.11,0.105,
137,release,prison,Violent personal,58,2.0,0.07,0.08,0.075,
138,release,prison,Violent personal,58,3.0,0.06,0.07,0.065,
139,release,release_permanently,Violent personal,58,3.0,,,0.755,
140,release,prison,Weapons,58,1.0,0.1,0.08,0.09,
141,release,prison,Weapons,58,2.0,0.07,0.11,0.09,
142,release,prison,Weapons,58,3.0,0.06,0.09,0.075,
143,release,release_permanently,Weapons,58,3.0,,,0.745,
144,release,prison,Burglary,59,1.0,0.1,0.1,0.1,
145,release,prison,Burglary,59,2.0,0.07,0.11,0.09,
146,release,prison,Burglary,59,3.0,0.06,0.08,0.07,
147,release,release_permanently,Burglary,59,3.0,,,0.74,
148,release,prison,Drug offenses,59,1.0,0.1,0.05,0.075,
149,release,prison,Drug offenses,59,2.0,0.07,0.07,0.07,
150,release,prison,Drug offenses,59,3.0,0.06,0.07,0.065,
151,release,release_permanently,Drug offenses,59,3.0,,,0.79,
152,release,prison,murder/manslaughter,59,1.0,0.1,0.07,0.085,
153,release,prison,murder/manslaughter,59,2.0,0.07,0.06,0.065,
154,release,prison,murder/manslaughter,59,3.0,0.06,0.05,0.055,
155,release,release_permanently,murder/manslaughter,59,3.0,,,0.795,
156,release,prison,Other,59,1.0,0.1,0.08,0.09,
157,release,prison,Other,59,2.0,0.07,0.11,0.09,
158,release,prison,Other,59,3.0,0.06,0.09,0.075,
159,release,release_permanently,Other,59,3.0,,,0.745,
160,release,prison,Robbery,59,1.0,0.1,0.1,0.1,
161,release,prison,Robbery,59,2.0,0.07,0.1,0.085,
162,release,prison,Robbery,59,3.0,0.06,0.08,0.07,
163,release,release_permanently,Robbery,59,3.0,,,0.745,
164,release,prison,Sexual offenses,59,1.0,0.1,0.13,0.115,
165,release,prison,Sexual offenses,59,2.0,0.07,0.09,0.08,
166,release,prison,Sexual offenses,59,3.0,0.06,0.06,0.06,
167,release,release_permanently,Sexual offenses,59,3.0,,,0.745,
168,release,prison,Theft/forgery/fraud,59,1.0,0.1,0.08,0.09,
169,release,prison,Theft/forgery/fraud,59,2.0,0.07,0.11,0.09,
170,release,prison,Theft/forgery/fraud,59,3.0,0.06,0.08,0.07,
171,release,release_permanently,Theft/forgery/fraud,59,3.0,,,0.75,
172,release,prison,Violent personal,59,1.0,0.1,0.11,0.105,
173,release,prison,Violent personal,59,2.0,0.07,0.08,0.075,
174,release,prison,Violent personal,59,3.0,0.06,0.07,0.065,
175,release,release_permanently,Violent personal,59,3.0,,,0.755,
176,release,prison,Weapons,59,1.0,0.1,0.08,0.09,
177,release,prison,Weapons,59,2.0,0.07,0.11,0.09,
178,release,prison,Weapons,59,3.0,0.06,0.09,0.075,
179,release,release_permanently,Weapons,59,3.0,,,0.745,
180,release,prison,Burglary,60,1.0,0.08,0.1,0.09,
181,release,prison,Burglary,60,2.0,0.04,0.11,0.075,
182,release,prison,Burglary,60,3.0,0.04,0.08,0.06,
183,release,release_permanently,Burglary,60,3.0,,,0.775,
184,release,prison,Drug offenses,60,1.0,0.08,0.05,0.065,
185,release,prison,Drug offenses,60,2.0,0.04,0.07,0.055,
186,release,prison,Drug offenses,60,3.0,0.04,0.07,0.055,
187,release,release_permanently,Drug offenses,60,3.0,,,0.825,
188,release,prison,murder/manslaughter,60,1.0,0.08,0.07,0.075,
189,release,prison,murder/manslaughter,60,2.0,0.04,0.06,0.05,
190,release,prison,murder/manslaughter,60,3.0,0.04,0.05,0.045,
191,release,release_permanently,murder/manslaughter,60,3.0,,,0.83,
192,release,prison,Other,60,1.0,0.08,0.08,0.08,
193,release,prison,Other,60,2.0,0.04,0.11,0.075,
194,release,prison,Other,60,3.0,0.04,0.09,0.065,
195,release,release_permanently,Other,60,3.0,,,0.78,
196,release,prison,Robbery,60,1.0,0.08,0.1,0.09,
197,release,prison,Robbery,60,2.0,0.04,0.1,0.07,
198,release,prison,Robbery,60,3.0,0.04,0.08,0.06,
199,release,release_permanently,Robbery,60,3.0,,,0.78,
200,release,prison,Sexual offenses,60,1.0,0.08,0.13,0.105,
201,release,prison,Sexual offenses,60,2.0,0.04,0.09,0.065,
202,release,prison,Sexual offenses,60,3.0,0.04,0.06,0.05,
203,release,release_permanently,Sexual offenses,60,3.0,,,0.78,
204,release,prison,Theft/forgery/fraud,60,1.0,0.08,0.08,0.08,
205,release,prison,Theft/forgery/fraud,60,2.0,0.04,0.11,0.075,
206,release,prison,Theft/forgery/fraud,60,3.0,0.04,0.08,0.06,
207,release,release_permanently,Theft/forgery/fraud,60,3.0,,,0.785,
208,release,prison,Violent personal,60,1.0,0.08,0.11,0.095,
209,release,prison,Violent personal,60,2.0,0.04,0.08,0.06,
210,release,prison,Violent personal,60,3.0,0.04,0.07,0.055,
211,release,release_permanently,Violent personal,60,3.0,,,0.79,
212,release,prison,Weapons,60,1.0,0.08,0.08,0.08,
213,release,prison,Weapons,60,2.0,0.04,0.11,0.075,
214,release,prison,Weapons,60,3.0,0.04,0.09,0.065,
215,release,release_permanently,Weapons,60,3.0,,,0.78,
216,release,prison,Burglary,61,1.0,0.08,0.1,0.09,
217,release,prison,Burglary,61,2.0,0.04,0.11,0.075,
218,release,prison,Burglary,61,3.0,0.04,0.08,0.06,
219,release,release_permanently,Burglary,61,3.0,,,0.775,
220,release,prison,Drug offenses,61,1.0,0.08,0.05,0.065,
221,release,prison,Drug offenses,61,2.0,0.04,0.07,0.055,
222,release,prison,Drug offenses,61,3.0,0.04,0.07,0.055,
223,release,release_permanently,Drug offenses,61,3.0,,,0.825,
224,release,prison,murder/manslaughter,61,1.0,0.08,0.07,0.075,
