year,state_name,state_abbr,state_fips,sex,n,geoid
2013,Hawaii,HI,15,Female,551124,0400000US15
2014,Hawaii,HI,15,Female,554193,0400000US15
2015,Hawaii,HI,15,Female,557441,0400000US15
2016,Hawaii,HI,15,Female,560711,0400000US15
2017,Hawaii,HI,15,Female,561546,0400000US15
2018,Hawaii,HI,15,Female,561982,0400000US15
2019,Hawaii,HI,15,Female,561951,0400000US15
2020,Hawaii,HI,15,Female,571242,0400000US15
2021,Hawaii,HI,15,Female,572670,0400000US15
2022,Hawaii,HI,15,Female,572586,0400000US15
2023,Hawaii,HI,15,Female,572908,0400000US15
2000,Hawaii,HI,15,Male,457487,0400000US15
2001,Hawaii,HI,15,Male,463780,0400000US15
2002,Hawaii,HI,15,Male,469721,0400000US15
2003,Hawaii,HI,15,Male,472997,0400000US15
2004,Hawaii,HI,15,Male,477830,0400000US15
2005,Hawaii,HI,15,Male,488260,0400000US15
2006,Hawaii,HI,15,Male,494564,0400000US15
2007,Hawaii,HI,15,Male,493198,0400000US15
2008,Hawaii,HI,15,Male,500010,0400000US15
2009,Hawaii,HI,15,Male,503708,0400000US15
2010,Hawaii,HI,15,Male,527217,0400000US15
2011,Hawaii,HI,15,Male,533923,0400000US15
2012,Hawaii,HI,15,Male,541632,0400000US15
2013,Hawaii,HI,15,Male,548372,0400000US15
2014,Hawaii,HI,15,Male,552439,0400000US15
2015,Hawaii,HI,15,Male,556439,0400000US15
2016,Hawaii,HI,15,Male,559682,0400000US15
2017,Hawaii,HI,15,Male,557686,0400000US15
2018,Hawaii,HI,15,Male,555869,0400000US15
2019,Hawaii,HI,15,Male,554053,0400000US15
2020,Hawaii,HI,15,Male,573628,0400000US15
2021,Hawaii,HI,15,Male,572757,0400000US15
2022,Hawaii,HI,15,Male,569688,0400000US15
2023,Hawaii,HI,15,Male,568617,0400000US15
2000,Idaho,ID,16,Female,468117,0400000US16
2001,Idaho,ID,16,Female,476806,0400000US16
2002,Idaho,ID,16,Female,486064,0400000US16
2003,Idaho,ID,16,Female,495500,0400000US16
2004,Idaho,ID,16,Female,506020,0400000US16
2005,Idaho,ID,16,Female,519373,0400000US16
2006,Idaho,ID,16,Female,533884,0400000US16
2007,Idaho,ID,16,Female,546379,0400000US16
2008,Idaho,ID,16,Female,557552,0400000US16
2009,Idaho,ID,16,Female,565423,0400000US16
2010,Idaho,ID,16,Female,574976,0400000US16
2011,Idaho,ID,16,Female,581685,0400000US16
2012,Idaho,ID,16,Female,587803,0400000US16
2013,Idaho,ID,16,Female,594861,0400000US16
2014,Idaho,ID,16,Female,603425,0400000US16
2015,Idaho,ID,16,Female,611863,0400000US16
2016,Idaho,ID,16,Female,625116,0400000US16
2017,Idaho,ID,16,Female,640184,0400000US16
2018,Idaho,ID,16,Female,655320,0400000US16
2019,Idaho,ID,16,Female,671880,0400000US16
2020,Idaho,ID,16,Female,696766,0400000US16
2021,Idaho,ID,16,Female,720280,0400000US16
2022,Idaho,ID,16,Female,735634,0400000US16
2023,Idaho,ID,16,Female,748559,0400000US16
2000,Idaho,ID,16,Male,461236,0400000US16
2001,Idaho,ID,16,Male,471807,0400000US16
2002,Idaho,ID,16,Male,481195,0400000US16
2003,Idaho,ID,16,Male,491400,0400000US16
2004,Idaho,ID,16,Male,503816,0400000US16
2005,Idaho,ID,16,Male,515666,0400000US16
2006,Idaho,ID,16,Male,530452,0400000US16
2007,Idaho,ID,16,Male,543304,0400000US16
2008,Idaho,ID,16,Male,554131,0400000US16
2009,Idaho,ID,16,Male,561188,0400000US16
2010,Idaho,ID,16,Male,566539,0400000US16
2011,Idaho,ID,16,Male,573420,0400000US16
2012,Idaho,ID,16,Male,579691,0400000US16
2013,Idaho,ID,16,Male,587593,0400000US16
2014,Idaho,ID,16,Male,596685,0400000US16
2015,Idaho,ID,16,Male,605645,0400000US16
2016,Idaho,ID,16,Male,619534,0400000US16
2017,Idaho,ID,16,Male,635041,0400000US16
2018,Idaho,ID,16,Male,650377,0400000US16
2019,Idaho,ID,16,Male,666984,0400000US16
2020,Idaho,ID,16,Male,694306,0400000US16
2021,Idaho,ID,16,Male,718513,0400000US16
2022,Idaho,ID,16,Male,735217,0400000US16
2023,Idaho,ID,16,Male,748825,0400000US16
2000,Illinois,IL,17,Female,4763068,0400000US17
2001,Illinois,IL,17,Female,4791492,0400000US17
2002,Illinois,IL,17,Female,4813406,0400000US17
2003,Illinois,IL,17,Female,4836083,0400000US17
2004,Illinois,IL,17,Female,4856004,0400000US17
2005,Illinois,IL,17,Female,4872740,0400000US17
2006,Illinois,IL,17,Female,4896837,0400000US17
2007,Illinois,IL,17,Female,4928909,0400000US17
2008,Illinois,IL,17,Female,4963016,0400000US17
2009,Illinois,IL,17,Female,4997100,0400000US17
2010,Illinois,IL,17,Female,5015250,0400000US17
2011,Illinois,IL,17,Female,5041778,0400000US17
2012,Illinois,IL,17,Female,5063991,0400000US17
2013,Illinois,IL,17,Female,5084428,0400000US17
2014,Illinois,IL,17,Female,5094457,0400000US17
2015,Illinois,IL,17,Female,5095000,0400000US17
2016,Illinois,IL,17,Female,5088756,0400000US17
2017,Illinois,IL,17,Female,5082600,0400000US17
2018,Illinois,IL,17,Female,5074175,0400000US17
2019,Illinois,IL,17,Female,5066226,0400000US17
2020,Illinois,IL,17,Female,5064820,0400000US17
2021,Illinois,IL,17,Female,5042449,0400000US17
2022,Illinois,IL,17,Female,5018374,0400000US17
2023,Illinois,IL,17,Female,5025312,0400000US17
2000,Illinois,IL,17,Male,4428436,0400000US17
2001,Illinois,IL,17,Male,4467742,0400000US17
2002,Illinois,IL,17,Male,4497059,0400000US17
2003,Illinois,IL,17,Male,4523885,0400000US17
2004,Illinois,IL,17,Male,4561077,0400000US17
2005,Illinois,IL,17,Male,4585005,0400000US17
2006,Illinois,IL,17,Male,4617568,0400000US17
2007,Illinois,IL,17,Male,4655983,0400000US17
2008,Illinois,IL,17,Male,4696986,0400000US17
2009,Illinois,IL,17,Male,4735932,0400000US17
2010,Illinois,IL,17,Male,4702020,0400000US17
2011,Illinois,IL,17,Male,4733264,0400000US17
2012,Illinois,IL,17,Male,4759148,0400000US17
2013,Illinois,IL,17,Male,4785942,0400000US17
2014,Illinois,IL,17,Male,4797679,0400000US17
2015,Illinois,IL,17,Male,4802024,0400000US17
2016,Illinois,IL,17,Male,4801944,0400000US17
2017,Illinois,IL,17,Male,4800246,0400000US17
2018,Illinois,IL,17,Male,4793846,0400000US17
2019,Illinois,IL,17,Male,4787720,0400000US17
2020,Illinois,IL,17,Male,4856295,0400000US17
2021,Illinois,IL,17,Male,4836245,0400000US17
2022,Illinois,IL,17,Male,4812106,0400000US17
2023,Illinois,IL,17,Male,4818855,0400000US17
2000,Indiana,IN,18,Female,2336169,0400000US18
2001,Indiana,IN,18,Female,2349794,0400000US18
2002,Indiana,IN,18,Female,2361231,0400000US18
2003,Indiana,IN,18,Female,2376293,0400000US18
2004,Indiana,IN,18,Female,2390349,0400000US18
2005,Indiana,IN,18,Female,2405720,0400000US18
2006,Indiana,IN,18,Female,2425570,0400000US18
2007,Indiana,IN,18,Female,2444020,0400000US18
2008,Indiana,IN,18,Female,2463603,0400000US18
2009,Indiana,IN,18,Female,2481826,0400000US18
2010,Indiana,IN,18,Female,2513087,0400000US18
2011,Indiana,IN,18,Female,2528985,0400000US18
2012,Indiana,IN,18,Female,2541938,0400000US18
2013,Indiana,IN,18,Female,2558127,0400000US18
2014,Indiana,IN,18,Female,2572062,0400000US18
2015,Indiana,IN,18,Female,2580403,0400000US18
2016,Indiana,IN,18,Female,2594750,0400000US18
2017,Indiana,IN,18,Female,2608342,0400000US18
2018,Indiana,IN,18,Female,2627719,0400000US18
2019,Indiana,IN,18,Female,2646634,0400000US18
2020,Indiana,IN,18,Female,2640133,0400000US18
2021,Indiana,IN,18,Female,2655698,0400000US18
2022,Indiana,IN,18,Female,2667516,0400000US18
2023,Indiana,IN,18,Female,2684499,0400000US18
2000,Indiana,IN,18,Male,2180555,0400000US18
2001,Indiana,IN,18,Male,2197474,0400000US18
2002,Indiana,IN,18,Male,2211548,0400000US18
2003,Indiana,IN,18,Male,2231266,0400000US18
2004,Indiana,IN,18,Male,2248287,0400000US18
2005,Indiana,IN,18,Male,2267021,0400000US18
2006,Indiana,IN,18,Male,2288950,0400000US18
2007,Indiana,IN,18,Male,2310445,0400000US18
2008,Indiana,IN,18,Male,2332873,0400000US18
2009,Indiana,IN,18,Male,2351922,0400000US18
2010,Indiana,IN,18,Male,2371183,0400000US18
2011,Indiana,IN,18,Male,2389114,0400000US18
2012,Indiana,IN,18,Male,2405998,0400000US18
2013,Indiana,IN,18,Male,2424563,0400000US18
2014,Indiana,IN,18,Male,2439535,0400000US18
2015,Indiana,IN,18,Male,2449831,0400000US18
2016,Indiana,IN,18,Male,2463660,0400000US18
2017,Indiana,IN,18,Male,2476836,0400000US18
2018,Indiana,IN,18,Male,2497156,0400000US18
2019,Indiana,IN,18,Male,2517611,0400000US18
2020,Indiana,IN,18,Male,2545331,0400000US18
2021,Indiana,IN,18,Male,2561737,0400000US18
2022,Indiana,IN,18,Male,2572710,0400000US18
2023,Indiana,IN,18,Male,2590446,0400000US18
2000,Iowa,IA,19,Female,1134797,0400000US19
2001,Iowa,IA,19,Female,1137228,0400000US19
2002,Iowa,IA,19,Female,1138665,0400000US19
2003,Iowa,IA,19,Female,1141720,0400000US19
2004,Iowa,IA,19,Female,1146617,0400000US19
2005,Iowa,IA,19,Female,1150234,0400000US19
2006,Iowa,IA,19,Female,1156225,0400000US19
2007,Iowa,IA,19,Female,1162151,0400000US19
2008,Iowa,IA,19,Female,1168436,0400000US19
2009,Iowa,IA,19,Female,1174098,0400000US19
2010,Iowa,IA,19,Female,1185015,0400000US19
2011,Iowa,IA,19,Female,1192081,0400000US19
2012,Iowa,IA,19,Female,1196862,0400000US19
2013,Iowa,IA,19,Female,1203408,0400000US19
2014,Iowa,IA,19,Female,1209187,0400000US19
2015,Iowa,IA,19,Female,1213124,0400000US19
2016,Iowa,IA,19,Female,1217425,0400000US19
2017,Iowa,IA,19,Female,1221480,0400000US19
2018,Iowa,IA,19,Female,1225498,0400000US19
2019,Iowa,IA,19,Female,1229081,0400000US19
2020,Iowa,IA,19,Female,1230489,0400000US19
2021,Iowa,IA,19,Female,1235176,0400000US19
2022,Iowa,IA,19,Female,1237625,0400000US19
2023,Iowa,IA,19,Female,1242628,0400000US19
2000,Iowa,IA,19,Male,1060393,0400000US19
2001,Iowa,IA,19,Male,1065172,0400000US19
2002,Iowa,IA,19,Male,1069994,0400000US19
2003,Iowa,IA,19,Male,1076027,0400000US19
2004,Iowa,IA,19,Male,1082594,0400000US19
2005,Iowa,IA,19,Male,1088829,0400000US19
2006,Iowa,IA,19,Male,1096360,0400000US19
2007,Iowa,IA,19,Male,1104667,0400000US19
2008,Iowa,IA,19,Male,1113035,0400000US19
2009,Iowa,IA,19,Male,1120603,0400000US19
2010,Iowa,IA,19,Male,1137506,0400000US19
2011,Iowa,IA,19,Male,1147970,0400000US19
2012,Iowa,IA,19,Male,1154570,0400000US19
2013,Iowa,IA,19,Male,1163219,0400000US19
2014,Iowa,IA,19,Male,1171457,0400000US19
2015,Iowa,IA,19,Male,1177997,0400000US19
2016,Iowa,IA,19,Male,1183103,0400000US19
2017,Iowa,IA,19,Male,1188459,0400000US19
2018,Iowa,IA,19,Male,1193795,0400000US19
2019,Iowa,IA,19,Male,1199148,0400000US19
2020,Iowa,IA,19,Male,1218441,0400000US19
2021,Iowa,IA,19,Male,1225539,0400000US19
2022,Iowa,IA,19,Male,1228502,0400000US19
2023,Iowa,IA,19,Male,1234254,0400000US19
2000,Kansas,KS,20,Female,1015079,0400000US20
2001,Kansas,KS,20,Female,1020163,0400000US20
2002,Kansas,KS,20,Female,1026902,0400000US20
2003,Kansas,KS,20,Female,1033585,0400000US20
2004,Kansas,KS,20,Female,1038963,0400000US20
2005,Kansas,KS,20,Female,1045438,0400000US20
2006,Kansas,KS,20,Female,1050299,0400000US20
2007,Kansas,KS,20,Female,1059060,0400000US20
2008,Kansas,KS,20,Female,1066610,0400000US20
2009,Kansas,KS,20,Female,1074853,0400000US20
2010,Kansas,KS,20,Female,1085470,0400000US20
2011,Kansas,KS,20,Female,1090954,0400000US20
2012,Kansas,KS,20,Female,1096922,0400000US20
2013,Kansas,KS,20,Female,1100506,0400000US20
2014,Kansas,KS,20,Female,1103739,0400000US20
2015,Kansas,KS,20,Female,1107987,0400000US20
2016,Kansas,KS,20,Female,1110507,0400000US20
2017,Kansas,KS,20,Female,1111918,0400000US20
2018,Kansas,KS,20,Female,1116238,0400000US20
2019,Kansas,KS,20,Female,1119771,0400000US20
2020,Kansas,KS,20,Female,1116556,0400000US20
2021,Kansas,KS,20,Female,1120097,0400000US20
2022,Kansas,KS,20,Female,1122405,0400000US20
2023,Kansas,KS,20,Female,1127283,0400000US20
2000,Kansas,KS,20,Male,964252,0400000US20
2001,Kansas,KS,20,Male,971421,0400000US20
2002,Kansas,KS,20,Male,978414,0400000US20
2003,Kansas,KS,20,Male,983705,0400000US20
2004,Kansas,KS,20,Male,991735,0400000US20
2005,Kansas,KS,20,Male,998577,0400000US20
2006,Kansas,KS,20,Male,1009642,0400000US20
2007,Kansas,KS,20,Male,1016961,0400000US20
2008,Kansas,KS,20,Male,1030188,0400000US20
2009,Kansas,KS,20,Male,1038943,0400000US20
2010,Kansas,KS,20,Male,1045231,0400000US20
2011,Kansas,KS,20,Male,1051714,0400000US20
2012,Kansas,KS,20,Male,1061959,0400000US20
2013,Kansas,KS,20,Male,1068467,0400000US20
2014,Kansas,KS,20,Male,1074389,0400000US20
2015,Kansas,KS,20,Male,1080344,0400000US20
2016,Kansas,KS,20,Male,1083437,0400000US20
2017,Kansas,KS,20,Male,1084943,0400000US20
2018,Kansas,KS,20,Male,1089625,0400000US20
2019,Kansas,KS,20,Male,1093293,0400000US20
2020,Kansas,KS,20,Male,1109146,0400000US20
2021,Kansas,KS,20,Male,1112846,0400000US20
2022,Kansas,KS,20,Male,1114997,0400000US20
2023,Kansas,KS,20,Male,1118926,0400000US20
2000,Kentucky,KY,21,Female,1586258,0400000US21
2001,Kentucky,KY,21,Female,1595222,0400000US21
2002,Kentucky,KY,21,Female,1606020,0400000US21
2003,Kentucky,KY,21,Female,1620215,0400000US21
2004,Kentucky,KY,21,Female,1629879,0400000US21
2005,Kentucky,KY,21,Female,1643864,0400000US21
2006,Kentucky,KY,21,Female,1661043,0400000US21
2007,Kentucky,KY,21,Female,1674156,0400000US21
2008,Kentucky,KY,21,Female,1690515,0400000US21
2009,Kentucky,KY,21,Female,1701265,0400000US21
2010,Kentucky,KY,21,Female,1709731,0400000US21
2011,Kentucky,KY,21,Female,1721902,0400000US21
2012,Kentucky,KY,21,Female,1729889,0400000US21
2013,Kentucky,KY,21,Female,1738600,0400000US21
2014,Kentucky,KY,21,Female,1745204,0400000US21
2015,Kentucky,KY,21,Female,1751573,0400000US21
2016,Kentucky,KY,21,Female,1758564,0400000US21
2017,Kentucky,KY,21,Female,1765922,0400000US21
2018,Kentucky,KY,21,Female,1772499,0400000US21
2019,Kentucky,KY,21,Female,1777705,0400000US21
2020,Kentucky,KY,21,Female,1772668,0400000US21
2021,Kentucky,KY,21,Female,1775503,0400000US21
2022,Kentucky,KY,21,Female,1778588,0400000US21
2023,Kentucky,KY,21,Female,1787536,0400000US21
2000,Kentucky,KY,21,Male,1467674,0400000US21
2001,Kentucky,KY,21,Male,1480182,0400000US21
2002,Kentucky,KY,21,Male,1491089,0400000US21
2003,Kentucky,KY,21,Male,1501954,0400000US21
2004,Kentucky,KY,21,Male,1522885,0400000US21
2005,Kentucky,KY,21,Male,1538687,0400000US21
2006,Kentucky,KY,21,Male,1551538,0400000US21
2007,Kentucky,KY,21,Male,1570740,0400000US21
2008,Kentucky,KY,21,Male,1581467,0400000US21
2009,Kentucky,KY,21,Male,1598525,0400000US21
2010,Kentucky,KY,21,Male,1614917,0400000US21
2011,Kentucky,KY,21,Male,1626121,0400000US21
2012,Kentucky,KY,21,Male,1637984,0400000US21
2013,Kentucky,KY,21,Male,1648987,0400000US21
2014,Kentucky,KY,21,Male,1654544,0400000US21
2015,Kentucky,KY,21,Male,1661731,0400000US21
2016,Kentucky,KY,21,Male,1667926,0400000US21
2017,Kentucky,KY,21,Male,1675926,0400000US21
2018,Kentucky,KY,21,Male,1681451,0400000US21
2019,Kentucky,KY,21,Male,1687097,0400000US21
2020,Kentucky,KY,21,Male,1709217,0400000US21
2021,Kentucky,KY,21,Male,1709864,0400000US21
2022,Kentucky,KY,21,Male,1713769,0400000US21
2023,Kentucky,KY,21,Male,1721723,0400000US21
2000,Louisiana,LA,22,Female,1710257,0400000US22
2001,Louisiana,LA,22,Female,1712894,0400000US22
2002,Louisiana,LA,22,Female,1720425,0400000US22
2003,Louisiana,LA,22,Female,1730605,0400000US22
2004,Louisiana,LA,22,Female,1739178,0400000US22
2005,Louisiana,LA,22,Female,1746318,0400000US22
2006,Louisiana,LA,22,Female,1656942,0400000US22
2007,Louisiana,LA,22,Female,1708024,0400000US22
2008,Louisiana,LA,22,Female,1740709,0400000US22
2009,Louisiana,LA,22,Female,1757956,0400000US22
2010,Louisiana,LA,22,Female,1772608,0400000US22
2011,Louisiana,LA,22,Female,1789543,0400000US22
2012,Louisiana,LA,22,Female,1804094,0400000US22
2013,Louisiana,LA,22,Female,1816415,0400000US22
2014,Louisiana,LA,22,Female,1825387,0400000US22
2015,Louisiana,LA,22,Female,1835555,0400000US22
2016,Louisiana,LA,22,Female,1844089,0400000US22
2017,Louisiana,LA,22,Female,1845720,0400000US22
2018,Louisiana,LA,22,Female,1847405,0400000US22
2019,Louisiana,LA,22,Female,1848125,0400000US22
2020,Louisiana,LA,22,Female,1831352,0400000US22
2021,Louisiana,LA,22,Female,1826610,0400000US22
2022,Louisiana,LA,22,Female,1816962,0400000US22
2023,Louisiana,LA,22,Female,1816360,0400000US22
2000,Louisiana,LA,22,Male,1541566,0400000US22
2001,Louisiana,LA,22,Male,1547199,0400000US22
2002,Louisiana,LA,22,Male,1556932,0400000US22
2003,Louisiana,LA,22,Male,1564780,0400000US22
2004,Louisiana,LA,22,Male,1579455,0400000US22
2005,Louisiana,LA,22,Male,1588191,0400000US22
2006,Louisiana,LA,22,Male,1517924,0400000US22
2007,Louisiana,LA,22,Male,1564552,0400000US22
2008,Louisiana,LA,22,Male,1590062,0400000US22
2009,Louisiana,LA,22,Male,1610734,0400000US22
2010,Louisiana,LA,22,Male,1654093,0400000US22
2011,Louisiana,LA,22,Male,1669925,0400000US22
2012,Louisiana,LA,22,Male,1682994,0400000US22
2013,Louisiana,LA,22,Male,1695682,0400000US22
2014,Louisiana,LA,22,Male,1704870,0400000US22
2015,Louisiana,LA,22,Male,1714104,0400000US22
2016,Louisiana,LA,22,Male,1719925,0400000US22
2017,Louisiana,LA,22,Male,1717508,0400000US22
2018,Louisiana,LA,22,Male,1715531,0400000US22
2019,Louisiana,LA,22,Male,1713039,0400000US22
2020,Louisiana,LA,22,Male,1716375,0400000US22
2021,Louisiana,LA,22,Male,1708500,0400000US22
2022,Louisiana,LA,22,Male,1693843,0400000US22
2023,Louisiana,LA,22,Male,1690240,0400000US22
2000,Maine,ME,23,Female,509003,0400000US23
2001,Maine,ME,23,Female,513723,0400000US23
2002,Maine,ME,23,Female,519181,0400000US23
2003,Maine,ME,23,Female,524340,0400000US23
2004,Maine,ME,23,Female,528031,0400000US23
2005,Maine,ME,23,Female,531158,0400000US23
2006,Maine,ME,23,Female,534418,0400000US23
2007,Maine,ME,23,Female,537261,0400000US23
2008,Maine,ME,23,Female,540736,0400000US23
2009,Maine,ME,23,Female,542332,0400000US23
2010,Maine,ME,23,Female,545073,0400000US23
2011,Maine,ME,23,Female,547167,0400000US23
2012,Maine,ME,23,Female,548745,0400000US23
2013,Maine,ME,23,Female,550057,0400000US23
2014,Maine,ME,23,Female,552680,0400000US23
2015,Maine,ME,23,Female,553158,0400000US23
2016,Maine,ME,23,Female,555560,0400000US23
2017,Maine,ME,23,Female,558138,0400000US23
2018,Maine,ME,23,Female,561547,0400000US23
2019,Maine,ME,23,Female,564843,0400000US23
2020,Maine,ME,23,Female,568429,0400000US23
2021,Maine,ME,23,Female,576702,0400000US23
2022,Maine,ME,23,Female,582848,0400000US23
2023,Maine,ME,23,Female,587361,0400000US23
2000,Maine,ME,23,Male,466955,0400000US23
2001,Maine,ME,23,Male,472116,0400000US23
2002,Maine,ME,23,Male,478176,0400000US23
2003,Maine,ME,23,Male,484766,0400000US23
2004,Maine,ME,23,Male,488915,0400000US23
2005,Maine,ME,23,Male,492630,0400000US23
2006,Maine,ME,23,Male,496586,0400000US23
2007,Maine,ME,23,Male,499440,0400000US23
2008,Maine,ME,23,Male,503214,0400000US23
2009,Maine,ME,23,Male,504793,0400000US23
2010,Maine,ME,23,Male,509157,0400000US23
2011,Maine,ME,23,Male,512007,0400000US23
2012,Maine,ME,23,Male,513886,0400000US23
2013,Maine,ME,23,Male,515942,0400000US23
2014,Maine,ME,23,Male,518189,0400000US23
2015,Maine,ME,23,Male,518764,0400000US23
2016,Maine,ME,23,Male,521260,0400000US23
2017,Maine,ME,23,Male,523852,0400000US23
2018,Maine,ME,23,Male,527207,0400000US23
2019,Maine,ME,23,Male,530527,0400000US23
2020,Maine,ME,23,Male,542076,0400000US23
2021,Maine,ME,23,Male,549649,0400000US23
2022,Maine,ME,23,Male,555437,0400000US23
2023,Maine,ME,23,Male,559309,0400000US23
2000,Maryland,MD,24,Female,2082425,0400000US24
2001,Maryland,MD,24,Female,2110516,0400000US24
2002,Maryland,MD,24,Female,2139376,0400000US24
2003,Maryland,MD,24,Female,2164868,0400000US24
2004,Maryland,MD,24,Female,2186664,0400000US24
2005,Maryland,MD,24,Female,2206025,0400000US24
2006,Maryland,MD,24,Female,2222294,0400000US24
2007,Maryland,MD,24,Female,2235221,0400000US24
2008,Maryland,MD,24,Female,2251332,0400000US24
2009,Maryland,MD,24,Female,2273871,0400000US24
2010,Maryland,MD,24,Female,2326043,0400000US24
2011,Maryland,MD,24,Female,2351897,0400000US24
2012,Maryland,MD,24,Female,2375338,0400000US24
2013,Maryland,MD,24,Female,2394533,0400000US24
2014,Maryland,MD,24,Female,2410868,0400000US24
2015,Maryland,MD,24,Female,2425333,0400000US24
2016,Maryland,MD,24,Female,2434071,0400000US24
2017,Maryland,MD,24,Female,2445644,0400000US24
2018,Maryland,MD,24,Female,2454655,0400000US24
2019,Maryland,MD,24,Female,2462501,0400000US24
2020,Maryland,MD,24,Female,2488679,0400000US24
2021,Maryland,MD,24,Female,2496916,0400000US24
2022,Maryland,MD,24,Female,2497542,0400000US24
2023,Maryland,MD,24,Female,2509575,0400000US24
2000,Maryland,MD,24,Male,1871077,0400000US24
2001,Maryland,MD,24,Male,1898079,0400000US24
2002,Maryland,MD,24,Male,1924682,0400000US24
2003,Maryland,MD,24,Male,1950521,0400000US24
2004,Maryland,MD,24,Male,1971069,0400000US24
2005,Maryland,MD,24,Male,1993426,0400000US24
2006,Maryland,MD,24,Male,2013265,0400000US24
2007,Maryland,MD,24,Male,2031347,0400000US24
2008,Maryland,MD,24,Male,2051125,0400000US24
2009,Maryland,MD,24,Male,2073672,0400000US24
2010,Maryland,MD,24,Male,2109975,0400000US24
2011,Maryland,MD,24,Male,2137924,0400000US24
2012,Maryland,MD,24,Male,2164451,0400000US24
2013,Maryland,MD,24,Male,2184570,0400000US24
2014,Maryland,MD,24,Male,2199751,0400000US24
2015,Maryland,MD,24,Male,2214116,0400000US24
2016,Maryland,MD,24,Male,2223702,0400000US24
2017,Maryland,MD,24,Male,2234294,0400000US24
2018,Maryland,MD,24,Male,2241709,0400000US24
2019,Maryland,MD,24,Male,2248492,0400000US24
2020,Maryland,MD,24,Male,2296781,0400000US24
2021,Maryland,MD,24,Male,2302884,0400000US24
2022,Maryland,MD,24,Male,2300103,0400000US24
2023,Maryland,MD,24,Male,2308762,0400000US24
2000,Massachusetts,MA,25,Female,2565058,0400000US25
2001,Massachusetts,MA,25,Female,2583038,0400000US25
2002,Massachusetts,MA,25,Female,2593702,0400000US25
2003,Massachusetts,MA,25,Female,2600469,0400000US25
2004,Massachusetts,MA,25,Female,2603848,0400000US25
2005,Massachusetts,MA,25,Female,2608845,0400000US25
2006,Massachusetts,MA,25,Female,2618657,0400000US25
2007,Massachusetts,MA,25,Female,2637433,0400000US25
2008,Massachusetts,MA,25,Female,2662196,0400000US25
2009,Massachusetts,MA,25,Female,2687702,0400000US25
2010,Massachusetts,MA,25,Female,2697273,0400000US25
2011,Massachusetts,MA,25,Female,2722998,0400000US25
2012,Massachusetts,MA,25,Female,2748148,0400000US25
2013,Massachusetts,MA,25,Female,2775757,0400000US25
2014,Massachusetts,MA,25,Female,2801724,0400000US25
2015,Massachusetts,MA,25,Female,2820973,0400000US25
2016,Massachusetts,MA,25,Female,2838490,0400000US25
2017,Massachusetts,MA,25,Female,2858494,0400000US25
2018,Massachusetts,MA,25,Female,2874740,0400000US25
2019,Massachusetts,MA,25,Female,2884705,0400000US25
2020,Massachusetts,MA,25,Female,2899008,0400000US25
2021,Massachusetts,MA,25,Female,2907826,0400000US25
2022,Massachusetts,MA,25,Female,2911926,0400000US25
2023,Massachusetts,MA,25,Female,2926329,0400000US25
2000,Massachusetts,MA,25,Male,2296162,0400000US25
2001,Massachusetts,MA,25,Male,2320580,0400000US25
2002,Massachusetts,MA,25,Male,2340312,0400000US25
2003,Massachusetts,MA,25,Male,2353241,0400000US25
2004,Massachusetts,MA,25,Male,2362430,0400000US25
2005,Massachusetts,MA,25,Male,2373346,0400000US25
2006,Massachusetts,MA,25,Male,2390210,0400000US25
2007,Massachusetts,MA,25,Male,2413824,0400000US25
2008,Massachusetts,MA,25,Male,2442728,0400000US25
2009,Massachusetts,MA,25,Male,2472883,0400000US25
2010,Massachusetts,MA,25,Male,2451532,0400000US25
2011,Massachusetts,MA,25,Male,2480550,0400000US25
2012,Massachusetts,MA,25,Male,2511425,0400000US25
2013,Massachusetts,MA,25,Male,2539489,0400000US25
2014,Massachusetts,MA,25,Male,2568105,0400000US25
2015,Massachusetts,MA,25,Male,2587555,0400000US25
2016,Massachusetts,MA,25,Male,2606819,0400000US25
2017,Massachusetts,MA,25,Male,2628022,0400000US25
2018,Massachusetts,MA,25,Male,2643110,0400000US25
2019,Massachusetts,MA,25,Male,2654998,0400000US25
2020,Massachusetts,MA,25,Male,2710052,0400000US25
2021,Massachusetts,MA,25,Male,2718219,0400000US25
2022,Massachusetts,MA,25,Male,2720655,0400000US25
2023,Massachusetts,MA,25,Male,2733269,0400000US25
2000,Michigan,MI,26,Female,3808936,0400000US26
2001,Michigan,MI,26,Female,3832655,0400000US26
2002,Michigan,MI,26,Female,3851390,0400000US26
2003,Michigan,MI,26,Female,3871236,0400000US26
2004,Michigan,MI,26,Female,3890241,0400000US26
2005,Michigan,MI,26,Female,3900306,0400000US26
2006,Michigan,MI,26,Female,3909415,0400000US26
2007,Michigan,MI,26,Female,3912702,0400000US26
2008,Michigan,MI,26,Female,3914803,0400000US26
2009,Michigan,MI,26,Female,3919527,0400000US26
2010,Michigan,MI,26,Female,3893262,0400000US26
2011,Michigan,MI,26,Female,3911171,0400000US26
2012,Michigan,MI,26,Female,3928906,0400000US26
2013,Michigan,MI,26,Female,3945481,0400000US26
2014,Michigan,MI,26,Female,3960142,0400000US26
2015,Michigan,MI,26,Female,3967842,0400000US26
2016,Michigan,MI,26,Female,3981837,0400000US26
2017,Michigan,MI,26,Female,3997547,0400000US26
2018,Michigan,MI,26,Female,4011303,0400000US26
2019,Michigan,MI,26,Female,4021076,0400000US26
