fips,year,population
51171,2012,26749
51173,2012,20461
51175,2012,12444
51177,2012,84600
51179,2012,92691
51181,2012,4579
51183,2012,8499
51185,2012,29074
51187,2012,25427
51191,2012,36056
51193,2012,10825
51195,2012,27887
51197,2012,18913
51199,2012,43971
51510,2012,110206
51520,2012,11232
51530,2012,4417
51540,2012,34642
51550,2012,156332
51570,2012,10720
51580,2012,3683
51590,2012,26687
51595,2012,3556
51600,2012,15792
51610,2012,8992
51620,2012,5216
51630,2012,19712
51640,2012,4162
51650,2012,93929
51660,2012,40313
51670,2012,14159
51678,2012,5341
51680,2012,54040
51683,2012,27970
51685,2012,10776
51690,2012,8384
51700,2012,123600
51710,2012,179004
51720,2012,2765
51730,2012,21510
51735,2012,7875
51740,2012,64264
51750,2012,13512
51760,2012,153646
51770,2012,65505
51775,2012,16805
51790,2012,15315
51800,2012,56708
51810,2012,307882
51820,2012,13195
51830,2012,11140
51840,2012,17994
53001,2012,11284
53003,2012,13595
53005,2012,119022
53007,2012,46423
53009,2012,43095
53011,2012,288495
53013,2012,2393
53015,2012,65038
53017,2012,24706
53019,2012,4995
53021,2012,54488
53023,2012,1376
53025,2012,56700
53027,2012,46541
53029,2012,50043
53031,2012,17756
53033,2012,1421906
53035,2012,172399
53037,2012,29677
53039,2012,13065
53041,2012,47813
53043,2012,6243
53045,2012,38819
53047,2012,25407
53049,2012,12219
53051,2012,8072
53053,2012,554860
53055,2012,9797
53057,2012,74916
53059,2012,7459
53061,2012,506951
53063,2012,320246
53065,2012,27309
53067,2012,174474
53069,2012,2281
53071,2012,39136
53073,2012,140909
53075,2012,36410
53077,2012,153750
54001,2012,11055
54003,2012,71971
54005,2012,16079
54007,2012,9319
54009,2012,15475
54011,2012,64809
54013,2012,4913
54015,2012,5861
54017,2012,5616
54019,2012,29943
54021,2012,6462
54023,2012,7460
54025,2012,22897
54027,2012,15378
54029,2012,19527
54031,2012,8989
54033,2012,44987
54035,2012,18668
54037,2012,36939
54039,2012,126302
54041,2012,10561
54043,2012,14110
54045,2012,24439
54047,2012,14142
54049,2012,37484
54051,2012,21293
54053,2012,17557
54055,2012,40165
54057,2012,18097
54059,2012,17516
54061,2012,76956
54063,2012,8316
54065,2012,11265
54067,2012,17002
54069,2012,28811
54071,2012,4630
54073,2012,5077
54075,2012,5618
54077,2012,22869
54079,2012,36978
54081,2012,51898
54083,2012,19175
54085,2012,6547
54087,2012,9324
54089,2012,9065
54091,2012,11184
54093,2012,4462
54095,2012,5809
54097,2012,16080
54099,2012,26999
54101,2012,5746
54103,2012,10299
54105,2012,3803
54107,2012,56091
54109,2012,15377
55001,2012,12735
55003,2012,10244
55005,2012,28773
55007,2012,9440
55009,2012,169893
55011,2012,8480
55013,2012,9216
55015,2012,32719
55017,2012,41196
55019,2012,20565
55021,2012,37236
55023,2012,10428
55025,2012,356695
55027,2012,59318
55029,2012,16994
55031,2012,29494
55033,2012,30761
55035,2012,70059
55037,2012,2824
55039,2012,67281
55041,2012,5662
55043,2012,33937
55045,2012,23888
55047,2012,11612
55049,2012,15317
55051,2012,3550
55053,2012,13176
55055,2012,56653
55057,2012,17305
55059,2012,113331
55061,2012,13076
55063,2012,80299
55065,2012,10622
55067,2012,12314
55069,2012,18404
55071,2012,52290
55073,2012,87869
55075,2012,26136
55077,2012,9416
55078,2012,2644
55079,2012,644293
55081,2012,28661
55083,2012,24490
55085,2012,22509
55087,2012,120337
55089,2012,56966
55091,2012,4594
55093,2012,28644
55095,2012,28022
55097,2012,49262
55099,2012,8739
55101,2012,128516
55103,2012,11081
55105,2012,104868
55107,2012,8752
55109,2012,56722
55111,2012,40443
55113,2012,10134
55115,2012,26091
55117,2012,75315
55119,2012,12803
55121,2012,18581
55123,2012,18316
55125,2012,12446
55127,2012,69037
55129,2012,9647
55131,2012,87638
55133,2012,259415
55135,2012,33128
55137,2012,15471
55139,2012,115461
55141,2012,47630
56001,2012,28742
56003,2012,7148
56005,2012,33408
56007,2012,10489
56009,2012,9214
56011,2012,4537
56013,2012,25984
56015,2012,8797
56017,2012,2915
56019,2012,5362
56021,2012,63134
56023,2012,11388
56025,2012,52936
56027,2012,1609
56029,2012,18455
56031,2012,5451
56033,2012,19215
56035,2012,7094
56037,2012,30754
56039,2012,15634
56041,2012,13679
56043,2012,5109
56045,2012,4587
01001,2013,36145
01003,2013,123572
01005,2013,17835
01007,2013,15367
01009,2013,36830
01011,2013,7197
01013,2013,12826
01015,2013,76954
01017,2013,22046
01019,2013,16360
01021,2013,28374
01023,2013,8412
01025,2013,16063
01027,2013,8576
01029,2013,9447
01031,2013,33002
01033,2013,34934
01035,2013,8001
01037,2013,7454
01039,2013,23515
01041,2013,8816
01043,2013,51750
01045,2013,32464
01047,2013,26703
01049,2013,45464
01051,2013,54469
01053,2013,24635
01055,2013,67425
01057,2013,10680
01059,2013,20162
01061,2013,16814
01063,2013,5540
01065,2013,9767
01067,2013,10740
01069,2013,66804
01071,2013,33919
01073,2013,439613
01075,2013,8782
01077,2013,60362
01079,2013,21980
01081,2013,109139
01083,2013,59606
01085,2013,6859
01087,2013,13804
01089,2013,236220
01091,2013,12716
01093,2013,18963
01095,2013,59937
01097,2013,272491
01099,2013,14058
01101,2013,153097
01103,2013,78156
01105,2013,6362
01107,2013,12366
01109,2013,23700
01111,2013,14268
01113,2013,39555
01115,2013,56633
01117,2013,137141
01119,2013,9173
01121,2013,53940
01123,2013,25990
01125,2013,142571
01127,2013,42266
01129,2013,10954
01131,2013,6996
01133,2013,15248
02013,2013,2816
02016,2013,4886
02020,2013,211988
02050,2013,11250
02060,2013,694
02068,2013,1454
02070,2013,3257
02090,2013,72001
02100,2013,1747
02105,2013,1426
02110,2013,23256
02122,2013,38541
02130,2013,9514
02150,2013,9807
02158,2013,4765
02164,2013,1107
02170,2013,65228
02180,2013,6275
02185,2013,7144
02188,2013,4844
02195,2013,2227
02198,2013,4370
02220,2013,6100
02230,2013,788
02240,2013,4704
02261,2013,6792
02275,2013,1587
02282,2013,456
02290,2013,3643
04001,2013,45546
04003,2013,80769
04005,2013,97473
04007,2013,30309
04009,2013,23989
04011,2013,5810
04012,2013,10261
04013,2013,2631718
04015,2013,118214
04017,2013,65858
04019,2013,644471
04021,2013,238609
04023,2013,28784
04025,2013,125082
04027,2013,123674
05001,2013,11999
05003,2013,13365
05005,2013,22756
05007,2013,153818
05009,2013,23170
05011,2013,6895
05013,2013,3439
05015,2013,16962
05017,2013,7013
05019,2013,15482
05021,2013,9519
05023,2013,15161
05025,2013,5288
05027,2013,16067
05029,2013,13250
05031,2013,67535
05033,2013,39746
05035,2013,32261
05037,2013,10989
05039,2013,4908
05041,2013,7699
05043,2013,12260
05045,2013,82187
05047,2013,11262
05049,2013,7150
05051,2013,59658
05053,2013,11640
05055,2013,27864
05057,2013,13831
05059,2013,21927
05061,2013,8377
05063,2013,23443
05065,2013,8066
05067,2013,11760
05069,2013,48273
05071,2013,16610
05073,2013,4521
05075,2013,10618
05077,2013,6686
05079,2013,10097
05081,2013,8004
05083,2013,13899
05085,2013,46592
05087,2013,10000
05089,2013,9799
05091,2013,28201
05093,2013,28862
05095,2013,4782
05097,2013,5489
05099,2013,5454
05101,2013,4891
05103,2013,15744
05105,2013,6592
05107,2013,12641
05109,2013,7047
05111,2013,15461
05113,2013,12156
05115,2013,41980
05117,2013,5127
05119,2013,262252
05121,2013,10899
05123,2013,18584
05125,2013,72442
05127,2013,6700
05129,2013,4808
05131,2013,83165
05133,2013,10809
05135,2013,9888
05137,2013,7293
05139,2013,25997
05141,2013,10083
05143,2013,147152
05145,2013,51420
05147,2013,4348
05149,2013,13704
06001,2013,1100290
06003,2013,720
06005,2013,23180
06007,2013,147740
06009,2013,27506
06011,2013,13511
06013,2013,728282
06015,2013,18783
06017,2013,119130
06019,2013,616805
06021,2013,17580
06023,2013,92630
06025,2013,114034
06027,2013,11457
06029,2013,563762
06031,2013,102139
06033,2013,40294
06035,2013,23721
06037,2013,6907805
06039,2013,96968
06041,2013,164863
06043,2013,11122
06045,2013,55441
06047,2013,169104
06049,2013,5546
06051,2013,10119
06053,2013,281355
06055,2013,91213
06057,2013,61771
06059,2013,2114596
06061,2013,233420
06063,2013,11649
06065,2013,1490561
06067,2013,979334
06069,2013,38110
06071,2013,1401134
06073,2013,2210752
06075,2013,623537
06077,2013,457840
06079,2013,187636
06081,2013,504322
06083,2013,293535
06085,2013,1274869
06087,2013,188758
06089,2013,113404
06091,2013,1870
06093,2013,26692
06095,2013,287256
06097,2013,329819
06099,2013,342488
06101,2013,60449
06103,2013,39388
06105,2013,8455
06107,2013,285713
06109,2013,34285
06111,2013,558937
06113,2013,146502
06115,2013,47612
08001,2013,314624
08003,2013,10553
08005,2013,413734
08007,2013,7699
08009,2013,2131
08011,2013,4079
08013,2013,220738
08014,2013,40529
08015,2013,11830
08017,2013,1152
08019,2013,6384
08021,2013,4995
08023,2013,2101
08025,2013,4051
08027,2013,2609
08029,2013,18187
08031,2013,460779
08033,2013,1234
08035,2013,204558
08037,2013,38146
08039,2013,16327
08041,2013,444239
08043,2013,31048
08045,2013,38493
08047,2013,4013
08049,2013,10169
08051,2013,11456
08053,2013,493
08055,2013,3760
08057,2013,876
08059,2013,377171
08061,2013,840
08063,2013,5411
08065,2013,5044
08067,2013,37458
08069,2013,219647
08071,2013,9050
08073,2013,3592
08075,2013,15205
08077,2013,95238
08079,2013,466
08081,2013,8613
08083,2013,15941
08085,2013,24699
08087,2013,17757
08089,2013,11210
08091,2013,2907
08093,2013,11484
08095,2013,2561
08097,2013,12481
08099,2013,7684
08101,2013,103012
08103,2013,4413
08105,2013,7244
08107,2013,17189
08109,2013,3921
08111,2013,485
08113,2013,5628
08115,2013,1394
08117,2013,21702
08119,2013,15907
08121,2013,2950
08123,2013,179303
08125,2013,6164
09001,2013,622381
09003,2013,598157
09005,2013,123590
09007,2013,110716
09009,2013,579899
09011,2013,184649
09013,2013,108274
09015,2013,80652
10001,2013,110063
10003,2013,373437
10005,2013,123475
11001,2013,479060
12001,2013,184006
12003,2013,17975
12005,2013,115566
12007,2013,17721
12009,2013,344584
12011,2013,1233356
12013,2013,9596
12015,2013,86035
12017,2013,73932
12019,2013,130219
12021,2013,189216
12023,2013,43791
12027,2013,21987
12029,2013,9969
12031,2013,605444
12033,2013,206086
12035,2013,57454
12037,2013,7637
12039,2013,30431
12041,2013,10955
12043,2013,7868
12045,2013,11013
12047,2013,9896
12049,2013,17237
12051,2013,24078
12053,2013,99885
12055,2013,50590
12057,2013,887490
12059,2013,12703
12061,2013,79706
12063,2013,32770
12065,2013,9285
12067,2013,6081
12069,2013,177738
12071,2013,386815
12073,2013,206651
12075,2013,24197
12077,2013,6004
12079,2013,12338
12081,2013,200322
12083,2013,191342
12085,2013,86649
12086,2013,1770479
12087,2013,51660
12089,2013,48381
12091,2013,128706
12093,2013,24807
12095,2013,863994
12097,2013,200847
12099,2013,843098
12101,2013,289580
12103,2013,588125
12105,2013,384491
12107,2013,44284
12109,2013,134922
12111,2013,173096
12113,2013,107904
12115,2013,211560
12117,2013,299203
12119,2013,46017
12121,2013,27370
12123,2013,15228
12125,2013,10909
12127,2013,312469
12129,2013,21589
12131,2013,38400
12133,2013,16367
13001,2013,11691
13003,2013,5342
13005,2013,7218
13007,2013,2153
13009,2013,32269
13011,2013,11942
13013,2013,46982
13015,2013,67205
13017,2013,10995
13019,2013,12206
13021,2013,101146
13023,2013,8420
13025,2013,11967
13027,2013,9964
13029,2013,21873
13031,2013,52454
13033,2013,14694
13035,2013,15780
13037,2013,4680
13039,2013,34790
13043,2013,6825
13045,2013,75671
13047,2013,42293
13049,2013,9269
13051,2013,187970
13053,2013,8906
13055,2013,16393
13057,2013,149337
13059,2013,91363
13061,2013,1758
13063,2013,180141
13065,2013,4313
13067,2013,494842
13069,2013,28882
13071,2013,29305
13073,2013,91283
13075,2013,10821
13077,2013,88333
13079,2013,8276
13081,2013,14881
13083,2013,11083
13085,2013,14662
13087,2013,17658
13089,2013,499683
13091,2013,14393
13093,2013,9728
13095,2013,61306
13097,2013,92065
13099,2013,6458
13101,2013,2624
13103,2013,36565
13105,2013,12282
13107,2013,14456
13109,2013,6731
13111,2013,14365
13113,2013,71219
13115,2013,62306
13117,2013,125817
13119,2013,14041
13121,2013,690620
13123,2013,17727
13125,2013,1947
13127,2013,51842
13129,2013,36577
13131,2013,15808
13133,2013,9431
13135,2013,585191
13137,2013,27487
13139,2013,120136
13141,2013,6087
13143,2013,18236
13145,2013,21527
13147,2013,15799
13149,2013,7582
13151,2013,142758
13153,2013,99050
13155,2013,5985
13157,2013,39765
13159,2013,8813
13161,2013,9467
13163,2013,10376
13165,2013,6158
13167,2013,6687
13169,2013,18611
13171,2013,11974
13173,2013,6904
13175,2013,30374
13177,2013,19718
13179,2013,41377
13181,2013,4975
13183,2013,11151
13185,2013,78158
13187,2013,21331
13189,2013,13507
13191,2013,8864
13193,2013,9636
13195,2013,18543
13197,2013,5547
13199,2013,13413
13201,2013,3608
13205,2013,15069
13207,2013,17713
13209,2013,6029
13211,2013,11196
13213,2013,25890
13215,2013,137754
13217,2013,67240
13219,2013,22329
13221,2013,9439
13223,2013,99378
13225,2013,18486
13227,2013,18623
13229,2013,12033
13231,2013,11634
13233,2013,25914
13235,2013,7523
13237,2013,13024
13239,2013,1402
13241,2013,9851
13243,2013,4430
13245,2013,136159
13247,2013,57643
13249,2013,3160
13251,2013,9238
13253,2013,5403
13255,2013,40538
13257,2013,16224
13259,2013,3970
13261,2013,20620
13263,2013,4251
13265,2013,1072
13267,2013,17876
13269,2013,5422
13271,2013,11680
13273,2013,5806
13275,2013,28465
13277,2013,26160
13279,2013,16840
13281,2013,6088
13283,2013,4327
13285,2013,45105
13287,2013,4998
13289,2013,5505
13291,2013,12036
13293,2013,16938
13295,2013,44413
13297,2013,55832
13299,2013,23009
13301,2013,3436
13303,2013,13635
13305,2013,19545
13307,2013,1706
13309,2013,5812
13311,2013,17385
13313,2013,66465
13315,2013,6202
13317,2013,6047
13319,2013,5924
13321,2013,13558
15001,2013,123585
15003,2013,651201
15005,2013,63
15007,2013,44960
15009,2013,106873
16001,2013,277727
16003,2013,2371
16005,2013,54259
16007,2013,3457
16009,2013,5507
16011,2013,27533
16013,2013,13914
16015,2013,4348
16017,2013,25605
16019,2013,65991
16021,2013,6646
16023,2013,1558
16025,2013,640
16027,2013,124050
16029,2013,4007
16031,2013,13848
16033,2013,541
16035,2013,5353
16037,2013,2662
16039,2013,17415
16041,2013,7464
16043,2013,7891
16045,2013,9938
16047,2013,9107
16049,2013,9777
16051,2013,16127
16053,2013,14016
16055,2013,92183
16057,2013,28011
16059,2013,4558
16061,2013,2180
16063,2013,3259
16065,2013,26570
16067,2013,12417
16069,2013,25254
16071,2013,2485
16073,2013,7058
16075,2013,13701
16077,2013,4716
16079,2013,7992
16081,2013,6998
16083,2013,49697
16085,2013,6145
16087,2013,5870
17001,2013,42037
17003,2013,4357
17005,2013,11655
17007,2013,34858
17009,2013,5119
17011,2013,21225
17013,2013,3049
17015,2013,9144
17017,2013,8420
17019,2013,151267
17021,2013,21883
17023,2013,10126
17025,2013,8430
17027,2013,25251
17029,2013,37220
17031,2013,3581979
17033,2013,12789
17035,2013,6933
17037,2013,73739
17039,2013,10478
17041,2013,12350
17043,2013,630054
17045,2013,11243
17047,2013,4146
17049,2013,21968
17051,2013,14488
17053,2013,8508
17055,2013,24742
17057,2013,23463
17059,2013,3290
17061,2013,8759
17063,2013,33056
17065,2013,5093
17067,2013,11404
17069,2013,2532
17071,2013,4288
17073,2013,31373
17075,2013,17947
17077,2013,43299
17079,2013,6039
17081,2013,24944
17083,2013,14767
17085,2013,13472
17087,2013,8531
17089,2013,345082
17091,2013,73875
17093,2013,78993
17095,2013,33584
17097,2013,472711
17099,2013,72972
17101,2013,11307
17103,2013,23197
17105,2013,24354
17107,2013,20147
17109,2013,22842
17111,2013,208097
17113,2013,123370
17115,2013,69971
17117,2013,29846
17119,2013,176866
17121,2013,24271
17123,2013,7513
17125,2013,8834
17127,2013,9252
17129,2013,8114
17131,2013,10004
17133,2013,22030
17135,2013,18944
17137,2013,23035
17139,2013,9093
17141,2013,33497
17143,2013,123090
17145,2013,14459
17147,2013,10542
17149,2013,9956
17151,2013,2909
17153,2013,3637
17155,2013,3729
17157,2013,22228
17159,2013,9942
17161,2013,94683
17163,2013,177093
17165,2013,15737
17167,2013,131101
17169,2013,4766
17171,2013,3319
17173,2013,13741
17175,2013,3485
17177,2013,28980
17179,2013,87459
17181,2013,11098
17183,2013,50639
17185,2013,7370
17187,2013,11259
17189,2013,9281
17191,2013,10199
17193,2013,8713
17195,2013,36095
17197,2013,458416
17199,2013,43434
17201,2013,188621
17203,2013,24925
18001,2013,20511
18003,2013,236829
18005,2013,51781
18007,2013,5556
18009,2013,7745
18011,2013,39465
18013,2013,9605
18015,2013,12763
18017,2013,24766
18019,2013,75201
18021,2013,17256
18023,2013,20559
18025,2013,6845
18027,2013,19698
18029,2013,32698
18031,2013,16796
18033,2013,27560
18035,2013,80200
18037,2013,27266
18039,2013,126881
18041,2013,15102
18043,2013,50897
18045,2013,10577
18047,2013,14773
18049,2013,12855
18051,2013,21552
18053,2013,44989
18055,2013,20887
18057,2013,195824
18059,2013,46536
18061,2013,25598
18063,2013,102237
18065,2013,32009
18067,2013,52492
18069,2013,24242
18071,2013,28067
18073,2013,21447
18075,2013,13246
18077,2013,21776
18079,2013,18586
18081,2013,95293
18083,2013,25152
18085,2013,50379
18087,2013,22566
18089,2013,321412
18091,2013,74040
18093,2013,29252
18095,2013,84690
18097,2013,629788
18099,2013,29582
18101,2013,6574
18103,2013,24110
18105,2013,107431
18107,2013,24516
18109,2013,45755
18111,2013,9084
18113,2013,30681
18115,2013,3877
18117,2013,12590
18119,2013,13859
18121,2013,11245
18123,2013,12866
18125,2013,7943
18127,2013,111932
18129,2013,16744
18131,2013,8252
18133,2013,25804
18135,2013,15975
18137,2013,18080
18139,2013,10877
18141,2013,176072
18143,2013,15715
18145,2013,29134
18147,2013,13358
18149,2013,14926
18151,2013,22539
18153,2013,14237
18155,2013,6687
18157,2013,131757
18159,2013,9904
18161,2013,4734
18163,2013,120775
18165,2013,10023
18167,2013,74024
18169,2013,20469
18171,2013,5319
18173,2013,39229
18175,2013,18216
18177,2013,43243
18179,2013,17580
18181,2013,15173
18183,2013,21659
19001,2013,4474
19003,2013,2374
19005,2013,8521
19007,2013,7614
19009,2013,3489
19011,2013,16362
19013,2013,89619
19015,2013,17135
19017,2013,15763
19019,2013,12948
19021,2013,13241
19023,2013,8975
19025,2013,5998
19027,2013,12580
19029,2013,8081
19031,2013,11566
19033,2013,27690
19035,2013,7214
19037,2013,7531
19039,2013,5738
19041,2013,10159
19043,2013,10902
19045,2013,30484
19047,2013,10729
19049,2013,48552
19051,2013,5167
19053,2013,5280
19055,2013,10987
19057,2013,25245
19059,2013,10258
19061,2013,62377
19063,2013,6279
19065,2013,12875
19067,2013,9725
19069,2013,6461
19071,2013,4302
19073,2013,5497
19075,2013,7527
19077,2013,6474
19079,2013,9492
19081,2013,6841
19083,2013,10742
19085,2013,9044
19087,2013,12900
19089,2013,5605
19091,2013,5857
19093,2013,4207
19095,2013,10280
19097,2013,12181
19099,2013,23410
19101,2013,12200
19103,2013,102718
19105,2013,13050
19107,2013,6286
19109,2013,9146
19111,2013,22675
19113,2013,142854
19115,2013,7346
19117,2013,5238
19119,2013,6977
19121,2013,9717
19123,2013,14195
19125,2013,21041
19127,2013,25409
19129,2013,9673
19131,2013,6278
19133,2013,5294
19135,2013,4915
19137,2013,6349
19139,2013,27557
19141,2013,8446
19143,2013,3770
19145,2013,9864
19147,2013,5541
19149,2013,15483
19151,2013,4236
19153,2013,303723
19155,2013,60165
19157,2013,11967
19159,2013,2784
19161,2013,5958
19163,2013,111973
19165,2013,7076
19167,2013,21711
19169,2013,70546
19171,2013,10727
19173,2013,3749
19175,2013,7823
19177,2013,4481
19179,2013,22805
19181,2013,30712
19183,2013,13474
19185,2013,3675
19187,2013,24334
19189,2013,6531
19191,2013,13917
19193,2013,65962
19195,2013,4753
19197,2013,7699
20001,2013,8143
20003,2013,4569
20005,2013,10759
20007,2013,2987
20009,2013,17098
20011,2013,9018
20013,2013,5929
20015,2013,42692
20017,2013,1623
20019,2013,2042
20021,2013,13115
20023,2013,1513
20025,2013,1250
20027,2013,5003
20029,2013,5648
20031,2013,5289
20033,2013,1052
20035,2013,22940
20037,2013,26415
20039,2013,1646
20041,2013,11990
20043,2013,5100
20045,2013,84939
20047,2013,1809
20049,2013,1491
20051,2013,19745
20053,2013,4180
20055,2013,23871
20057,2013,22192
20059,2013,16471
20061,2013,23914
20063,2013,1566
20065,2013,1485
20067,2013,4894
20069,2013,3678
20071,2013,760
20073,2013,3801
20075,2013,1619
20077,2013,3408
20079,2013,21342
20081,2013,2643
20083,2013,1153
20085,2013,8223
20087,2013,12036
20089,2013,1747
20091,2013,375960
20093,2013,2417
20095,2013,4760
20097,2013,1606
20099,2013,13091
20101,2013,1007
20103,2013,52575
20105,2013,1865
20107,2013,5777
20109,2013,1699
20111,2013,22562
20113,2013,18307
20115,2013,7357
20117,2013,5962
20119,2013,2615
20121,2013,20975
20123,2013,3825
20125,2013,21315
20127,2013,3414
20129,2013,1876
20131,2013,5933
20133,2013,10031
20135,2013,1785
20137,2013,3644
20139,2013,10041
20141,2013,2221
20143,2013,3772
20145,2013,4569
20147,2013,3292
20149,2013,14107
20151,2013,6038
20153,2013,1480
20155,2013,40258
20157,2013,2704
20159,2013,6242
20161,2013,59543
20163,2013,3117
20165,2013,1886
20167,2013,4123
20169,2013,35870
20171,2013,2991
20173,2013,329910
20175,2013,14968
20177,2013,114260
20179,2013,1455
20181,2013,3727
20183,2013,2129
20185,2013,2605
20187,2013,1310
20189,2013,3543
20191,2013,14790
20193,2013,5222
20195,2013,1795
20197,2013,4403
20199,2013,905
20201,2013,3283
20203,2013,1307
20205,2013,5464
20207,2013,1904
20209,2013,104077
21001,2013,12755
21003,2013,12994
21005,2013,14461
21007,2013,5220
21009,2013,27500
21011,2013,7624
21013,2013,18261
21015,2013,82357
21017,2013,12894
21019,2013,31783
21021,2013,19609
21023,2013,5493
21025,2013,9215
21027,2013,12820
21029,2013,52054
21031,2013,8125
21033,2013,8028
21035,2013,26676
21037,2013,62222
21039,2013,3044
21041,2013,7023
21043,2013,17969
21045,2013,10117
21047,2013,47516
21049,2013,23116
21051,2013,14749
21053,2013,6452
21055,2013,5735
21057,2013,4164
21059,2013,62752
21061,2013,7901
21063,2013,5133
21065,2013,9378
21067,2013,218747
21069,2013,9304
21071,2013,25575
21073,2013,33076
21075,2013,4069
21077,2013,5659
21079,2013,11058
21081,2013,15986
21083,2013,23480
21085,2013,16739
21087,2013,7110
21089,2013,23046
21091,2013,5481
21093,2013,73399
21095,2013,18637
21097,2013,12028
21099,2013,11820
21101,2013,30219
21103,2013,9975
21105,2013,2876
21107,2013,29949
21109,2013,8856
21111,2013,507068
21113,2013,33341
21115,2013,15431
21117,2013,109424
21119,2013,10874
21121,2013,20320
21123,2013,9118
21125,2013,39433
21127,2013,10344
21129,2013,4571
21131,2013,7294
21133,2013,15556
21135,2013,8948
21137,2013,15672
21139,2013,5945
21141,2013,17043
21143,2013,5453
21145,2013,41769
21147,2013,12176
21149,2013,5897
21151,2013,60074
21153,2013,8614
21155,2013,13194
21157,2013,19562
21159,2013,8844
21161,2013,11067
21163,2013,19764
21165,2013,4135
21167,2013,13684
21169,2013,6263
21171,2013,6802
21173,2013,17862
21175,2013,9354
21177,2013,20409
21179,2013,29402
21181,2013,4524
21183,2013,15140
21185,2013,42754
21187,2013,6882
21189,2013,3025
21191,2013,9799
21193,2013,18794
21195,2013,42889
21197,2013,8272
21199,2013,40691
21201,2013,1377
21203,2013,10946
21205,2013,17303
21207,2013,11167
21209,2013,33889
21211,2013,29530
21213,2013,11384
21215,2013,12036
21217,2013,16313
21219,2013,7760
21221,2013,8798
21223,2013,5746
21225,2013,10367
21227,2013,83088
21229,2013,7709
21231,2013,13358
21233,2013,8688
21235,2013,23373
21237,2013,4577
21239,2013,16824
22001,2013,40056
22003,2013,17349
22005,2013,76607
22007,2013,15376
22009,2013,26678
22011,2013,23579
22013,2013,8627
22015,2013,81993
22017,2013,166043
22019,2013,128253
22021,2013,6458
22023,2013,4470
22025,2013,6771
22027,2013,11245
22029,2013,13174
22031,2013,17276
22033,2013,305490
22035,2013,4965
22037,2013,13591
22039,2013,21706
22041,2013,12644
22043,2013,15313
22045,2013,47876
22047,2013,22843
22049,2013,10178
22051,2013,289938
22053,2013,19873
22055,2013,159413
22057,2013,64801
22059,2013,9677
22061,2013,33519
22063,2013,88880
22065,2013,7948
22067,2013,17035
22069,2013,25574
22071,2013,267641
22073,2013,102337
22075,2013,15543
22077,2013,14166
22079,2013,85286
22081,2013,5614
22083,2013,13365
22085,2013,14922
22087,2013,29504
22089,2013,35802
22091,2013,6952
22093,2013,14223
22095,2013,29245
22097,2013,52574
22099,2013,34992
22101,2013,35114
22103,2013,157938
22105,2013,83789
22107,2013,2908
22109,2013,74647
22111,2013,14084
22113,2013,37990
22115,2013,35149
22117,2013,29564
22119,2013,25631
22121,2013,16727
22123,2013,7166
22125,2013,11457
22127,2013,9748
23001,2013,70929
23003,2013,44824
23005,2013,194043
23007,2013,20116
23009,2013,35228
23011,2013,80535
23013,2013,25054
23015,2013,20898
23017,2013,37481
23019,2013,105291
23021,2013,10793
23023,2013,22698
23025,2013,33884
23027,2013,25388
23029,2013,20316
23031,2013,132128
24001,2013,48977
24003,2013,377005
24005,2013,547788
24009,2013,61336
24011,2013,21255
24013,2013,111937
24015,2013,68364
24017,2013,105396
24019,2013,20531
24021,2013,163255
24023,2013,19345
24025,2013,166901
24027,2013,206808
24029,2013,12283
24031,2013,681200
24033,2013,625393
24035,2013,31442
24037,2013,74013
24039,2013,18456
24041,2013,22184
24043,2013,98698
24045,2013,68109
24047,2013,31028
24510,2013,434419
25001,2013,128465
25003,2013,84409
25005,2013,371077
25007,2013,11264
25009,2013,509306
25011,2013,48115
25013,2013,310745
25015,2013,117861
25017,2013,1077577
25019,2013,7257
25021,2013,459138
25023,2013,330803
25025,2013,569094
25027,2013,551571
26001,2013,5835
26003,2013,6110
26005,2013,72757
26007,2013,18289
26009,2013,13843
26011,2013,9738
26013,2013,5727
26015,2013,38229
26017,2013,69309
26019,2013,10563
26021,2013,99725
26023,2013,27859
26025,2013,87410
26027,2013,33215
26029,2013,16385
26031,2013,15746
26033,2013,26476
26035,2013,19070
26037,2013,51076
26039,2013,8604
26041,2013,23051
26043,2013,16596
26045,2013,71790
26047,2013,21198
26049,2013,271453
26051,2013,15308
26053,2013,10252
26055,2013,59548
26057,2013,28286
26059,2013,29714
26061,2013,24742
26063,2013,19789
26065,2013,203583
26067,2013,43545
26069,2013,14860
26071,2013,6761
26073,2013,52481
26075,2013,105698
26077,2013,176174
26079,2013,10948
26081,2013,417702
26083,2013,1220
26085,2013,6861
26087,2013,59046
26089,2013,12751
26091,2013,65008
26093,2013,123839
26095,2013,4339
26097,2013,6814
26099,2013,572250
26101,2013,15428
26103,2013,46750
26105,2013,17805
26107,2013,29298
26109,2013,14988
26111,2013,55279
26113,2013,9381
26115,2013,99729
26117,2013,41076
26119,2013,5486
26121,2013,112914
26123,2013,30583
26125,2013,830057
26127,2013,16127
26129,2013,12930
26131,2013,3699
26133,2013,14476
26135,2013,4930
26137,2013,15268
26139,2013,182201
26141,2013,7663
26143,2013,13901
26145,2013,128167
26147,2013,105541
26149,2013,38381
26151,2013,26267
26153,2013,5120
26155,2013,45487
26157,2013,35188
26159,2013,48743
26161,2013,256757
26163,2013,1181479
