file_id,region_code,file_tag,update_datetime,raw_data_instance,is_invalidated,file_processed_time
90742,US_CO,eomis_sentencecomponent,2022-04-26T16:40:27.000359,PRIMARY,False,2022-04-27T21:58:52.182810
90754,US_CO,eomis_sentencecomponent,2022-04-27T14:29:14.782910,PRIMARY,False,2022-04-27T22:12:25.967637
92250,US_CO,eomis_sentencecomponent,2022-04-29T14:54:55.087841,PRIMARY,False,2022-04-29T20:49:46.773374
92901,US_CO,eomis_sentencecomponent,2022-05-02T05:34:45.584905,PRIMARY,False,2022-05-02T14:56:12.105820
93598,US_CO,eomis_sentencecomponent,2022-05-03T05:32:24.476661,PRIMARY,False,2022-05-03T14:25:11.191336
93900,US_CO,eomis_sentencecomponent,2022-05-04T05:32:41.485244,PRIMARY,False,2022-05-04T14:45:41.089186
115511,US_CO,eomis_sentencecomponent,2022-05-10T05:48:03.413264,PRIMARY,False,2022-05-10T18:42:37.236781
116314,US_CO,eomis_sentencecomponent,2022-05-13T05:34:54.099168,PRIMARY,False,2022-05-13T17:54:06.898153
119187,US_CO,eomis_sentencecomponent,2022-05-18T05:45:45.425766,PRIMARY,False,2022-05-18T19:29:08.487465
119425,US_CO,eomis_sentencecomponent,2022-05-19T05:54:38.216210,PRIMARY,False,2022-05-19T15:07:50.545762
122049,US_CO,eomis_sentencecomponent,2022-05-27T05:54:52.993792,PRIMARY,False,2022-05-27T14:18:24.808684
128202,US_CO,eomis_sentencecomponent,2022-06-13T06:55:44.344450,PRIMARY,False,2022-06-13T16:21:35.108627
130380,US_CO,eomis_sentencecomponent,2022-06-22T06:48:21.837512,PRIMARY,False,2022-06-22T15:58:29.940080
115512,US_CO,eomis_sentencecompute,2022-05-10T05:48:05.735653,PRIMARY,False,2022-05-10T18:42:37.252097
116315,US_CO,eomis_sentencecompute,2022-05-13T05:34:54.168759,PRIMARY,False,2022-05-13T17:54:06.913447
119188,US_CO,eomis_sentencecompute,2022-05-18T05:45:46.538078,PRIMARY,False,2022-05-18T19:29:08.501160
119426,US_CO,eomis_sentencecompute,2022-05-19T05:54:39.203427,PRIMARY,False,2022-05-19T15:07:50.564040
