file_id,region_code,file_tag,normalized_file_name,discovery_time,processed_time,update_datetime,datetimes_contained_upper_bound_inclusive,raw_data_instance,is_invalidated,file_processed_time,file_discovery_time
90748,US_CO,eomis_externalmovement,unprocessed_2022-04-27T14:28:48:636395_raw_eomis_externalmovement.csv,2022-04-27T22:12:24.321618,2022-04-27T22:20:19.552105,2022-04-27T14:28:48.636395,2022-04-27T14:28:48.636395,PRIMARY,False,2022-04-27T22:20:19.552105,2022-04-27T22:12:24.321618
92244,US_CO,eomis_externalmovement,unprocessed_2022-04-29T14:54:31:117245_raw_eomis_externalmovement.csv,2022-04-29T20:49:46.672552,2022-04-29T20:57:23.608049,2022-04-29T14:54:31.117245,2022-04-29T14:54:31.117245,PRIMARY,False,2022-04-29T20:57:23.608049,2022-04-29T20:49:46.672552
92895,US_CO,eomis_externalmovement,unprocessed_2022-05-02T05:34:03:296725_raw_eomis_externalmovement.csv,2022-05-02T14:56:12.009845,2022-05-02T15:04:10.089163,2022-05-02T05:34:03.296725,2022-05-02T05:34:03.296725,PRIMARY,False,2022-05-02T15:04:10.089163,2022-05-02T14:56:12.009845
93591,US_CO,eomis_externalmovement,unprocessed_2022-05-03T05:32:03:418968_raw_eomis_externalmovement.csv,2022-05-03T14:25:11.081374,2022-05-03T14:32:43.681944,2022-05-03T05:32:03.418968,2022-05-03T05:32:03.418968,PRIMARY,False,2022-05-03T14:32:43.681944,2022-05-03T14:25:11.081374
93893,US_CO,eomis_externalmovement,unprocessed_2022-05-04T05:32:22:985491_raw_eomis_externalmovement.csv,2022-05-04T14:45:40.969106,2022-05-04T14:52:39.976917,2022-05-04T05:32:22.985491,2022-05-04T05:32:22.985491,PRIMARY,False,2022-05-04T14:52:39.976917,2022-05-04T14:45:40.969106
115501,US_CO,eomis_externalmovement,unprocessed_2022-05-10T05:46:26:993545_raw_eomis_externalmovement.csv,2022-05-10T18:42:37.064029,2022-05-10T18:49:40.152341,2022-05-10T05:46:26.993545,2022-05-10T05:46:26.993545,PRIMARY,False,2022-05-10T18:49:40.152341,2022-05-10T18:42:37.064029
116302,US_CO,eomis_externalmovement,unprocessed_2022-05-13T05:34:05:018078_raw_eomis_externalmovement.csv,2022-05-13T17:54:06.715591,2022-05-13T17:59:13.613396,2022-05-13T05:34:05.018078,2022-05-13T05:34:05.018078,PRIMARY,False,2022-05-13T17:59:13.613396,2022-05-13T17:54:06.715591
119175,US_CO,eomis_externalmovement,unprocessed_2022-05-18T05:43:59:130658_raw_eomis_externalmovement.csv,2022-05-18T19:29:08.311051,2022-05-18T19:34:20.166063,2022-05-18T05:43:59.130658,2022-05-18T05:43:59.130658,PRIMARY,False,2022-05-18T19:34:20.166063,2022-05-18T19:29:08.311051
119413,US_CO,eomis_externalmovement,unprocessed_2022-05-19T05:52:53:133917_raw_eomis_externalmovement.csv,2022-05-19T15:07:48.922790,2022-05-19T15:13:05.153457,2022-05-19T05:52:53.133917,2022-05-19T05:52:53.133917,PRIMARY,False,2022-05-19T15:13:05.153457,2022-05-19T15:07:48.922790
122037,US_CO,eomis_externalmovement,unprocessed_2022-05-27T05:53:02:301251_raw_eomis_externalmovement.csv,2022-05-27T14:18:24.642477,2022-05-27T14:23:10.961408,2022-05-27T05:53:02.301251,2022-05-27T05:53:02.301251,PRIMARY,False,2022-05-27T14:23:10.961408,2022-05-27T14:18:24.642477
128190,US_CO,eomis_externalmovement,unprocessed_2022-06-13T06:53:54:745010_raw_eomis_externalmovement.csv,2022-06-13T16:21:34.931924,2022-06-13T16:27:35.929412,2022-06-13T06:53:54.745010,2022-06-13T06:53:54.745010,PRIMARY,False,2022-06-13T16:27:35.929412,2022-06-13T16:21:34.931924
130368,US_CO,eomis_externalmovement,unprocessed_2022-06-22T06:46:39:190207_raw_eomis_externalmovement.csv,2022-06-22T15:58:29.722940,2022-06-22T16:04:35.861285,2022-06-22T06:46:39.190207,2022-06-22T06:46:39.190207,PRIMARY,False,2022-06-22T16:04:35.861285,2022-06-22T15:58:29.722940
116303,US_CO,eomis_facilitybed,unprocessed_2022-05-13T05:34:06:124010_raw_eomis_facilitybed.csv,2022-05-13T17:54:06.729810,2022-05-17T21:15:18.840562,2022-05-13T05:34:06.124010,2022-05-13T05:34:06.124010,PRIMARY,False,2022-05-17T21:15:18.840562,2022-05-13T17:54:06.729810
119176,US_CO,eomis_facilitybed,unprocessed_2022-05-18T05:44:00:931397_raw_eomis_facilitybed.csv,2022-05-18T19:29:08.328402,2022-05-18T19:29:55.211143,2022-05-18T05:44:00.931397,2022-05-18T05:44:00.931397,PRIMARY,False,2022-05-18T19:29:55.211143,2022-05-18T19:29:08.328402
119414,US_CO,eomis_facilitybed,unprocessed_2022-05-19T05:52:55:588152_raw_eomis_facilitybed.csv,2022-05-19T15:07:48.937877,2022-05-19T15:08:23.067244,2022-05-19T05:52:55.588152,2022-05-19T05:52:55.588152,PRIMARY,False,2022-05-19T15:08:23.067244,2022-05-19T15:07:48.937877
122038,US_CO,eomis_facilitybed,unprocessed_2022-05-27T05:53:03:990312_raw_eomis_facilitybed.csv,2022-05-27T14:18:24.655890,2022-05-27T14:18:57.771217,2022-05-27T05:53:03.990312,2022-05-27T05:53:03.990312,PRIMARY,False,2022-05-27T14:18:57.771217,2022-05-27T14:18:24.655890
128191,US_CO,eomis_facilitybed,unprocessed_2022-06-13T06:53:56:934690_raw_eomis_facilitybed.csv,2022-06-13T16:21:34.946171,2022-06-13T16:22:45.706975,2022-06-13T06:53:56.934690,2022-06-13T06:53:56.934690,PRIMARY,False,2022-06-13T16:22:45.706975,2022-06-13T16:21:34.946171
130369,US_CO,eomis_facilitybed,unprocessed_2022-06-22T06:46:39:513941_raw_eomis_facilitybed.csv,2022-06-22T15:58:29.740542,2022-06-22T15:59:37.257242,2022-06-22T06:46:39.513941,2022-06-22T06:46:39.513941,PRIMARY,False,2022-06-22T15:59:37.257242,2022-06-22T15:58:29.740542
116304,US_CO,eomis_gatepass,unprocessed_2022-05-13T05:34:07:907372_raw_eomis_gatepass.csv,2022-05-13T17:54:06.743268,2022-05-17T21:15:22.138010,2022-05-13T05:34:07.907372,2022-05-13T05:34:07.907372,PRIMARY,False,2022-05-17T21:15:22.138010,2022-05-13T17:54:06.743268
119177,US_CO,eomis_gatepass,unprocessed_2022-05-18T05:44:01:846961_raw_eomis_gatepass.csv,2022-05-18T19:29:08.343696,2022-05-18T19:30:00.527172,2022-05-18T05:44:01.846961,2022-05-18T05:44:01.846961,PRIMARY,False,2022-05-18T19:30:00.527172,2022-05-18T19:29:08.343696
119415,US_CO,eomis_gatepass,unprocessed_2022-05-19T05:52:56:804261_raw_eomis_gatepass.csv,2022-05-19T15:07:48.951919,2022-05-19T15:08:32.665623,2022-05-19T05:52:56.804261,2022-05-19T05:52:56.804261,PRIMARY,False,2022-05-19T15:08:32.665623,2022-05-19T15:07:48.951919
122039,US_CO,eomis_gatepass,unprocessed_2022-05-27T05:53:04:591142_raw_eomis_gatepass.csv,2022-05-27T14:18:24.668883,2022-05-27T14:19:07.943717,2022-05-27T05:53:04.591142,2022-05-27T05:53:04.591142,PRIMARY,False,2022-05-27T14:19:07.943717,2022-05-27T14:18:24.668883
128192,US_CO,eomis_gatepass,unprocessed_2022-06-13T06:53:57:730633_raw_eomis_gatepass.csv,2022-06-13T16:21:34.960666,2022-06-13T16:22:49.374073,2022-06-13T06:53:57.730633,2022-06-13T06:53:57.730633,PRIMARY,False,2022-06-13T16:22:49.374073,2022-06-13T16:21:34.960666
130370,US_CO,eomis_gatepass,unprocessed_2022-06-22T06:46:41:303226_raw_eomis_gatepass.csv,2022-06-22T15:58:29.757203,2022-06-22T15:59:19.957915,2022-06-22T06:46:41.303226,2022-06-22T06:46:41.303226,PRIMARY,False,2022-06-22T15:59:19.957915,2022-06-22T15:58:29.757203
90737,US_CO,eomis_inmateprofile,unprocessed_2022-04-26T16:40:02:914772_raw_eomis_inmateprofile.csv,2022-04-27T21:58:52.093195,2022-04-27T22:08:15.948024,2022-04-26T16:40:02.914772,2022-04-26T16:40:02.914772,PRIMARY,False,2022-04-27T22:08:15.948024,2022-04-27T21:58:52.093195
90749,US_CO,eomis_inmateprofile,unprocessed_2022-04-27T14:28:55:695708_raw_eomis_inmateprofile.csv,2022-04-27T22:12:24.336982,2022-04-27T22:21:36.646869,2022-04-27T14:28:55.695708,2022-04-27T14:28:55.695708,PRIMARY,False,2022-04-27T22:21:36.646869,2022-04-27T22:12:24.336982
92245,US_CO,eomis_inmateprofile,unprocessed_2022-04-29T14:54:37:286164_raw_eomis_inmateprofile.csv,2022-04-29T20:49:46.688128,2022-04-29T20:58:29.950874,2022-04-29T14:54:37.286164,2022-04-29T14:54:37.286164,PRIMARY,False,2022-04-29T20:58:29.950874,2022-04-29T20:49:46.688128
92896,US_CO,eomis_inmateprofile,unprocessed_2022-05-02T05:34:14:172277_raw_eomis_inmateprofile.csv,2022-05-02T14:56:12.025831,2022-05-02T15:05:23.434334,2022-05-02T05:34:14.172277,2022-05-02T05:34:14.172277,PRIMARY,False,2022-05-02T15:05:23.434334,2022-05-02T14:56:12.025831
93592,US_CO,eomis_inmateprofile,unprocessed_2022-05-03T05:32:07:290573_raw_eomis_inmateprofile.csv,2022-05-03T14:25:11.097189,2022-05-03T14:33:48.586959,2022-05-03T05:32:07.290573,2022-05-03T05:32:07.290573,PRIMARY,False,2022-05-03T14:33:48.586959,2022-05-03T14:25:11.097189
93894,US_CO,eomis_inmateprofile,unprocessed_2022-05-04T05:32:27:114575_raw_eomis_inmateprofile.csv,2022-05-04T14:45:40.986941,2022-05-04T14:53:41.816607,2022-05-04T05:32:27.114575,2022-05-04T05:32:27.114575,PRIMARY,False,2022-05-04T14:53:41.816607,2022-05-04T14:45:40.986941
115502,US_CO,eomis_inmateprofile,unprocessed_2022-05-10T05:46:30:437318_raw_eomis_inmateprofile.csv,2022-05-10T18:42:37.081365,2022-05-10T18:50:42.425099,2022-05-10T05:46:30.437318,2022-05-10T05:46:30.437318,PRIMARY,False,2022-05-10T18:50:42.425099,2022-05-10T18:42:37.081365
116305,US_CO,eomis_inmateprofile,unprocessed_2022-05-13T05:34:11:398939_raw_eomis_inmateprofile.csv,2022-05-13T17:54:06.758343,2022-05-13T17:55:30.119276,2022-05-13T05:34:11.398939,2022-05-13T05:34:11.398939,PRIMARY,False,2022-05-13T17:55:30.119276,2022-05-13T17:54:06.758343
119178,US_CO,eomis_inmateprofile,unprocessed_2022-05-18T05:44:05:325921_raw_eomis_inmateprofile.csv,2022-05-18T19:29:08.357863,2022-05-18T19:30:46.189212,2022-05-18T05:44:05.325921,2022-05-18T05:44:05.325921,PRIMARY,False,2022-05-18T19:30:46.189212,2022-05-18T19:29:08.357863
119416,US_CO,eomis_inmateprofile,unprocessed_2022-05-19T05:52:59:204840_raw_eomis_inmateprofile.csv,2022-05-19T15:07:48.966665,2022-05-19T15:09:11.995001,2022-05-19T05:52:59.204840,2022-05-19T05:52:59.204840,PRIMARY,False,2022-05-19T15:09:11.995001,2022-05-19T15:07:48.966665
122040,US_CO,eomis_inmateprofile,unprocessed_2022-05-27T05:53:09:271730_raw_eomis_inmateprofile.csv,2022-05-27T14:18:24.686230,2022-05-27T14:20:06.536142,2022-05-27T05:53:09.271730,2022-05-27T05:53:09.271730,PRIMARY,False,2022-05-27T14:20:06.536142,2022-05-27T14:18:24.686230
128193,US_CO,eomis_inmateprofile,unprocessed_2022-06-13T06:54:02:635048_raw_eomis_inmateprofile.csv,2022-06-13T16:21:34.975120,2022-06-13T16:23:31.410460,2022-06-13T06:54:02.635048,2022-06-13T06:54:02.635048,PRIMARY,False,2022-06-13T16:23:31.410460,2022-06-13T16:21:34.975120
130371,US_CO,eomis_inmateprofile,unprocessed_2022-06-22T06:46:44:605469_raw_eomis_inmateprofile.csv,2022-06-22T15:58:29.781371,2022-06-22T16:00:05.885047,2022-06-22T06:46:44.605469,2022-06-22T06:46:44.605469,PRIMARY,False,2022-06-22T16:00:05.885047,2022-06-22T15:58:29.781371
90738,US_CO,eomis_offendernamealias,unprocessed_2022-04-26T16:40:07:902542_raw_eomis_offendernamealias.csv,2022-04-27T21:58:52.109562,2022-04-27T22:08:52.695852,2022-04-26T16:40:07.902542,2022-04-26T16:40:07.902542,PRIMARY,False,2022-04-27T22:08:52.695852,2022-04-27T21:58:52.109562
90750,US_CO,eomis_offendernamealias,unprocessed_2022-04-27T14:28:59:443638_raw_eomis_offendernamealias.csv,2022-04-27T22:12:24.351619,2022-04-27T22:22:09.894903,2022-04-27T14:28:59.443638,2022-04-27T14:28:59.443638,PRIMARY,False,2022-04-27T22:22:09.894903,2022-04-27T22:12:24.351619
92246,US_CO,eomis_offendernamealias,unprocessed_2022-04-29T14:54:40:082296_raw_eomis_offendernamealias.csv,2022-04-29T20:49:46.703854,2022-04-29T20:59:04.974591,2022-04-29T14:54:40.082296,2022-04-29T14:54:40.082296,PRIMARY,False,2022-04-29T20:59:04.974591,2022-04-29T20:49:46.703854
92897,US_CO,eomis_offendernamealias,unprocessed_2022-05-02T05:34:17:981666_raw_eomis_offendernamealias.csv,2022-05-02T14:56:12.041429,2022-05-02T15:06:19.493330,2022-05-02T05:34:17.981666,2022-05-02T05:34:17.981666,PRIMARY,False,2022-05-02T15:06:19.493330,2022-05-02T14:56:12.041429
93593,US_CO,eomis_offendernamealias,unprocessed_2022-05-03T05:32:09:079165_raw_eomis_offendernamealias.csv,2022-05-03T14:25:11.113670,2022-05-03T14:34:19.401813,2022-05-03T05:32:09.079165,2022-05-03T05:32:09.079165,PRIMARY,False,2022-05-03T14:34:19.401813,2022-05-03T14:25:11.113670
93895,US_CO,eomis_offendernamealias,unprocessed_2022-05-04T05:32:28:985478_raw_eomis_offendernamealias.csv,2022-05-04T14:45:41.003578,2022-05-04T14:54:15.326080,2022-05-04T05:32:28.985478,2022-05-04T05:32:28.985478,PRIMARY,False,2022-05-04T14:54:15.326080,2022-05-04T14:45:41.003578
115503,US_CO,eomis_offendernamealias,unprocessed_2022-05-10T05:46:33:125991_raw_eomis_offendernamealias.csv,2022-05-10T18:42:37.099728,2022-05-10T18:51:10.714496,2022-05-10T05:46:33.125991,2022-05-10T05:46:33.125991,PRIMARY,False,2022-05-10T18:51:10.714496,2022-05-10T18:42:37.099728
116306,US_CO,eomis_offendernamealias,unprocessed_2022-05-13T05:34:14:804737_raw_eomis_offendernamealias.csv,2022-05-13T17:54:06.773887,2022-05-13T17:55:32.937980,2022-05-13T05:34:14.804737,2022-05-13T05:34:14.804737,PRIMARY,False,2022-05-13T17:55:32.937980,2022-05-13T17:54:06.773887
119179,US_CO,eomis_offendernamealias,unprocessed_2022-05-18T05:44:07:553184_raw_eomis_offendernamealias.csv,2022-05-18T19:29:08.372119,2022-05-18T19:30:44.025816,2022-05-18T05:44:07.553184,2022-05-18T05:44:07.553184,PRIMARY,False,2022-05-18T19:30:44.025816,2022-05-18T19:29:08.372119
119417,US_CO,eomis_offendernamealias,unprocessed_2022-05-19T05:53:01:606596_raw_eomis_offendernamealias.csv,2022-05-19T15:07:49.004381,2022-05-19T15:09:04.962001,2022-05-19T05:53:01.606596,2022-05-19T05:53:01.606596,PRIMARY,False,2022-05-19T15:09:04.962001,2022-05-19T15:07:49.004381
122041,US_CO,eomis_offendernamealias,unprocessed_2022-05-27T05:53:11:782012_raw_eomis_offendernamealias.csv,2022-05-27T14:18:24.699906,2022-05-27T14:19:35.298293,2022-05-27T05:53:11.782012,2022-05-27T05:53:11.782012,PRIMARY,False,2022-05-27T14:19:35.298293,2022-05-27T14:18:24.699906
128195,US_CO,eomis_offendernamealias,unprocessed_2022-06-13T06:54:06:140971_raw_eomis_offendernamealias.csv,2022-06-13T16:21:35.004443,2022-06-13T16:23:48.646287,2022-06-13T06:54:06.140971,2022-06-13T06:54:06.140971,PRIMARY,False,2022-06-13T16:23:48.646287,2022-06-13T16:21:35.004443
130372,US_CO,eomis_offendernamealias,unprocessed_2022-06-22T06:46:48:384296_raw_eomis_offendernamealias.csv,2022-06-22T15:58:29.801942,2022-06-22T16:00:23.605032,2022-06-22T06:46:48.384296,2022-06-22T06:46:48.384296,PRIMARY,False,2022-06-22T16:00:23.605032,2022-06-22T15:58:29.801942
90741,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-04-26T16:40:13:591808_raw_eomis_ofnrelatedaddress.csv,2022-04-27T21:58:52.166873,2022-04-27T22:09:31.470212,2022-04-26T16:40:13.591808,2022-04-26T16:40:13.591808,PRIMARY,False,2022-04-27T22:09:31.470212,2022-04-27T21:58:52.166873
90751,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-04-27T14:29:00:426601_raw_eomis_ofnrelatedaddress.csv,2022-04-27T22:12:24.367879,2022-04-27T22:22:32.379860,2022-04-27T14:29:00.426601,2022-04-27T14:29:00.426601,PRIMARY,False,2022-04-27T22:22:32.379860,2022-04-27T22:12:24.367879
92248,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-04-29T14:54:41:919854_raw_eomis_ofnrelatedaddress.csv,2022-04-29T20:49:46.737049,2022-04-29T20:59:34.553524,2022-04-29T14:54:41.919854,2022-04-29T14:54:41.919854,PRIMARY,False,2022-04-29T20:59:34.553524,2022-04-29T20:49:46.737049
92899,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-02T05:34:21:526527_raw_eomis_ofnrelatedaddress.csv,2022-05-02T14:56:12.073071,2022-05-02T15:06:54.930429,2022-05-02T05:34:21.526527,2022-05-02T05:34:21.526527,PRIMARY,False,2022-05-02T15:06:54.930429,2022-05-02T14:56:12.073071
93594,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-03T05:32:10:609964_raw_eomis_ofnrelatedaddress.csv,2022-05-03T14:25:11.129163,2022-05-03T14:34:48.439149,2022-05-03T05:32:10.609964,2022-05-03T05:32:10.609964,PRIMARY,False,2022-05-03T14:34:48.439149,2022-05-03T14:25:11.129163
93897,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-04T05:32:30:996510_raw_eomis_ofnrelatedaddress.csv,2022-05-04T14:45:41.036863,2022-05-04T14:54:53.590413,2022-05-04T05:32:30.996510,2022-05-04T05:32:30.996510,PRIMARY,False,2022-05-04T14:54:53.590413,2022-05-04T14:45:41.036863
115505,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-10T05:46:35:509137_raw_eomis_ofnrelatedaddress.csv,2022-05-10T18:42:37.135107,2022-05-10T18:51:36.783537,2022-05-10T05:46:35.509137,2022-05-10T05:46:35.509137,PRIMARY,False,2022-05-10T18:51:36.783537,2022-05-10T18:42:37.135107
116308,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-13T05:34:16:491484_raw_eomis_ofnrelatedaddress.csv,2022-05-13T17:54:06.802222,2022-05-13T17:55:40.193992,2022-05-13T05:34:16.491484,2022-05-13T05:34:16.491484,PRIMARY,False,2022-05-13T17:55:40.193992,2022-05-13T17:54:06.802222
119180,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-18T05:44:09:049500_raw_eomis_ofnrelatedaddress.csv,2022-05-18T19:29:08.386918,2022-05-18T19:31:02.179947,2022-05-18T05:44:09.049500,2022-05-18T05:44:09.049500,PRIMARY,False,2022-05-18T19:31:02.179947,2022-05-18T19:29:08.386918
119418,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-19T05:53:03:000507_raw_eomis_ofnrelatedaddress.csv,2022-05-19T15:07:49.032184,2022-05-19T15:09:20.617084,2022-05-19T05:53:03.000507,2022-05-19T05:53:03.000507,PRIMARY,False,2022-05-19T15:09:20.617084,2022-05-19T15:07:49.032184
122042,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-27T05:53:12:979661_raw_eomis_ofnrelatedaddress.csv,2022-05-27T14:18:24.713587,2022-05-27T14:20:10.499165,2022-05-27T05:53:12.979661,2022-05-27T05:53:12.979661,PRIMARY,False,2022-05-27T14:20:10.499165,2022-05-27T14:18:24.713587
128194,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-06-13T06:54:06:129882_raw_eomis_ofnrelatedaddress.csv,2022-06-13T16:21:34.990304,2022-06-13T16:23:27.598597,2022-06-13T06:54:06.129882,2022-06-13T06:54:06.129882,PRIMARY,False,2022-06-13T16:23:27.598597,2022-06-13T16:21:34.990304
130373,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-06-22T06:46:48:685316_raw_eomis_ofnrelatedaddress.csv,2022-06-22T15:58:29.826250,2022-06-22T16:00:17.402282,2022-06-22T06:46:48.685316,2022-06-22T06:46:48.685316,PRIMARY,False,2022-06-22T16:00:17.402282,2022-06-22T15:58:29.826250
90739,US_CO,eomis_organizationprof,unprocessed_2022-04-26T16:40:09:013015_raw_eomis_organizationprof.csv,2022-04-27T21:58:52.125687,2022-04-27T22:09:00.898280,2022-04-26T16:40:09.013015,2022-04-26T16:40:09.013015,PRIMARY,False,2022-04-27T22:09:00.898280,2022-04-27T21:58:52.125687
90752,US_CO,eomis_organizationprof,unprocessed_2022-04-27T14:29:01:823501_raw_eomis_organizationprof.csv,2022-04-27T22:12:25.927994,2022-04-27T22:22:40.458973,2022-04-27T14:29:01.823501,2022-04-27T14:29:01.823501,PRIMARY,False,2022-04-27T22:22:40.458973,2022-04-27T22:12:25.927994
92247,US_CO,eomis_organizationprof,unprocessed_2022-04-29T14:54:41:189617_raw_eomis_organizationprof.csv,2022-04-29T20:49:46.720593,2022-04-29T20:59:13.903641,2022-04-29T14:54:41.189617,2022-04-29T14:54:41.189617,PRIMARY,False,2022-04-29T20:59:13.903641,2022-04-29T20:49:46.720593
92898,US_CO,eomis_organizationprof,unprocessed_2022-05-02T05:34:20:899741_raw_eomis_organizationprof.csv,2022-05-02T14:56:12.057674,2022-05-02T15:06:33.585954,2022-05-02T05:34:20.899741,2022-05-02T05:34:20.899741,PRIMARY,False,2022-05-02T15:06:33.585954,2022-05-02T14:56:12.057674
93595,US_CO,eomis_organizationprof,unprocessed_2022-05-03T05:32:11:978088_raw_eomis_organizationprof.csv,2022-05-03T14:25:11.145195,2022-05-03T14:34:58.428813,2022-05-03T05:32:11.978088,2022-05-03T05:32:11.978088,PRIMARY,False,2022-05-03T14:34:58.428813,2022-05-03T14:25:11.145195
93896,US_CO,eomis_organizationprof,unprocessed_2022-05-04T05:32:30:682955_raw_eomis_organizationprof.csv,2022-05-04T14:45:41.019927,2022-05-04T14:54:25.396661,2022-05-04T05:32:30.682955,2022-05-04T05:32:30.682955,PRIMARY,False,2022-05-04T14:54:25.396661,2022-05-04T14:45:41.019927
115507,US_CO,eomis_organizationprof,unprocessed_2022-05-10T05:46:37:584198_raw_eomis_organizationprof.csv,2022-05-10T18:42:37.172088,2022-05-10T18:52:07.100478,2022-05-10T05:46:37.584198,2022-05-10T05:46:37.584198,PRIMARY,False,2022-05-10T18:52:07.100478,2022-05-10T18:42:37.172088
116307,US_CO,eomis_organizationprof,unprocessed_2022-05-13T05:34:15:161496_raw_eomis_organizationprof.csv,2022-05-13T17:54:06.787674,2022-05-13T17:55:14.324589,2022-05-13T05:34:15.161496,2022-05-13T05:34:15.161496,PRIMARY,False,2022-05-13T17:55:14.324589,2022-05-13T17:54:06.787674
119181,US_CO,eomis_organizationprof,unprocessed_2022-05-18T05:44:09:390410_raw_eomis_organizationprof.csv,2022-05-18T19:29:08.402096,2022-05-18T19:30:56.857529,2022-05-18T05:44:09.390410,2022-05-18T05:44:09.390410,PRIMARY,False,2022-05-18T19:30:56.857529,2022-05-18T19:29:08.402096
119419,US_CO,eomis_organizationprof,unprocessed_2022-05-19T05:53:04:605615_raw_eomis_organizationprof.csv,2022-05-19T15:07:50.422178,2022-05-19T15:09:16.965437,2022-05-19T05:53:04.605615,2022-05-19T05:53:04.605615,PRIMARY,False,2022-05-19T15:09:16.965437,2022-05-19T15:07:50.422178
122043,US_CO,eomis_organizationprof,unprocessed_2022-05-27T05:53:13:302806_raw_eomis_organizationprof.csv,2022-05-27T14:18:24.726738,2022-05-27T14:19:45.550164,2022-05-27T05:53:13.302806,2022-05-27T05:53:13.302806,PRIMARY,False,2022-05-27T14:19:45.550164,2022-05-27T14:18:24.726738
128196,US_CO,eomis_organizationprof,unprocessed_2022-06-13T06:54:07:098433_raw_eomis_organizationprof.csv,2022-06-13T16:21:35.019702,2022-06-13T16:23:43.925533,2022-06-13T06:54:07.098433,2022-06-13T06:54:07.098433,PRIMARY,False,2022-06-13T16:23:43.925533,2022-06-13T16:21:35.019702
130374,US_CO,eomis_organizationprof,unprocessed_2022-06-22T06:46:49:003510_raw_eomis_organizationprof.csv,2022-06-22T15:58:29.844974,2022-06-22T16:00:16.056200,2022-06-22T06:46:49.003510,2022-06-22T06:46:49.003510,PRIMARY,False,2022-06-22T16:00:16.056200,2022-06-22T15:58:29.844974
115504,US_CO,eomis_plannedmovement,unprocessed_2022-05-10T05:46:35:495517_raw_eomis_plannedmovement.csv,2022-05-10T18:42:37.117480,2022-05-17T21:14:43.161778,2022-05-10T05:46:35.495517,2022-05-10T05:46:35.495517,PRIMARY,False,2022-05-17T21:14:43.161778,2022-05-10T18:42:37.117480
116312,US_CO,eomis_plannedmovement,unprocessed_2022-05-13T05:34:17:803517_raw_eomis_plannedmovement.csv,2022-05-13T17:54:06.864610,2022-05-17T21:15:33.864729,2022-05-13T05:34:17.803517,2022-05-13T05:34:17.803517,PRIMARY,False,2022-05-17T21:15:33.864729,2022-05-13T17:54:06.864610
119182,US_CO,eomis_plannedmovement,unprocessed_2022-05-18T05:44:10:804070_raw_eomis_plannedmovement.csv,2022-05-18T19:29:08.416471,2022-05-18T19:31:04.333045,2022-05-18T05:44:10.804070,2022-05-18T05:44:10.804070,PRIMARY,False,2022-05-18T19:31:04.333045,2022-05-18T19:29:08.416471
119422,US_CO,eomis_plannedmovement,unprocessed_2022-05-19T05:53:06:918648_raw_eomis_plannedmovement.csv,2022-05-19T15:07:50.481738,2022-05-19T15:09:31.874025,2022-05-19T05:53:06.918648,2022-05-19T05:53:06.918648,PRIMARY,False,2022-05-19T15:09:31.874025,2022-05-19T15:07:50.481738
122045,US_CO,eomis_plannedmovement,unprocessed_2022-05-27T05:53:15:391386_raw_eomis_plannedmovement.csv,2022-05-27T14:18:24.753815,2022-05-27T14:19:59.335506,2022-05-27T05:53:15.391386,2022-05-27T05:53:15.391386,PRIMARY,False,2022-05-27T14:19:59.335506,2022-05-27T14:18:24.753815
128200,US_CO,eomis_plannedmovement,unprocessed_2022-06-13T06:54:13:421421_raw_eomis_plannedmovement.csv,2022-06-13T16:21:35.079864,2022-06-13T16:24:32.277742,2022-06-13T06:54:13.421421,2022-06-13T06:54:13.421421,PRIMARY,False,2022-06-13T16:24:32.277742,2022-06-13T16:21:35.079864
130375,US_CO,eomis_plannedmovement,unprocessed_2022-06-22T06:46:49:881519_raw_eomis_plannedmovement.csv,2022-06-22T15:58:29.863522,2022-06-22T16:00:27.740560,2022-06-22T06:46:49.881519,2022-06-22T06:46:49.881519,PRIMARY,False,2022-06-22T16:00:27.740560,2022-06-22T15:58:29.863522
90740,US_CO,eomis_ptyotherid,unprocessed_2022-04-26T16:40:10:913733_raw_eomis_ptyotherid.csv,2022-04-27T21:58:52.149010,2022-04-27T22:09:12.695215,2022-04-26T16:40:10.913733,2022-04-26T16:40:10.913733,PRIMARY,False,2022-04-27T22:09:12.695215,2022-04-27T21:58:52.149010
90753,US_CO,eomis_ptyotherid,unprocessed_2022-04-27T14:29:02:401294_raw_eomis_ptyotherid.csv,2022-04-27T22:12:25.947366,2022-04-27T22:22:52.164607,2022-04-27T14:29:02.401294,2022-04-27T14:29:02.401294,PRIMARY,False,2022-04-27T22:22:52.164607,2022-04-27T22:12:25.947366
