gcs_file_id,file_id,region_code,file_tag,normalized_file_name,update_datetime,raw_data_instance,file_discovery_time
93593,93593,US_CO,eomis_offendernamealias,unprocessed_2022-05-03T05:32:09:079165_raw_eomis_offendernamealias.csv,2022-05-03T05:32:09.079165,PRIMARY,2022-05-03T14:25:11.113670
93895,93895,US_CO,eomis_offendernamealias,unprocessed_2022-05-04T05:32:28:985478_raw_eomis_offendernamealias.csv,2022-05-04T05:32:28.985478,PRIMARY,2022-05-04T14:45:41.003578
115503,115503,US_CO,eomis_offendernamealias,unprocessed_2022-05-10T05:46:33:125991_raw_eomis_offendernamealias.csv,2022-05-10T05:46:33.125991,PRIMARY,2022-05-10T18:42:37.099728
116306,116306,US_CO,eomis_offendernamealias,unprocessed_2022-05-13T05:34:14:804737_raw_eomis_offendernamealias.csv,2022-05-13T05:34:14.804737,PRIMARY,2022-05-13T17:54:06.773887
119179,119179,US_CO,eomis_offendernamealias,unprocessed_2022-05-18T05:44:07:553184_raw_eomis_offendernamealias.csv,2022-05-18T05:44:07.553184,PRIMARY,2022-05-18T19:29:08.372119
119417,119417,US_CO,eomis_offendernamealias,unprocessed_2022-05-19T05:53:01:606596_raw_eomis_offendernamealias.csv,2022-05-19T05:53:01.606596,PRIMARY,2022-05-19T15:07:49.004381
122041,122041,US_CO,eomis_offendernamealias,unprocessed_2022-05-27T05:53:11:782012_raw_eomis_offendernamealias.csv,2022-05-27T05:53:11.782012,PRIMARY,2022-05-27T14:18:24.699906
128195,128195,US_CO,eomis_offendernamealias,unprocessed_2022-06-13T06:54:06:140971_raw_eomis_offendernamealias.csv,2022-06-13T06:54:06.140971,PRIMARY,2022-06-13T16:21:35.004443
130372,130372,US_CO,eomis_offendernamealias,unprocessed_2022-06-22T06:46:48:384296_raw_eomis_offendernamealias.csv,2022-06-22T06:46:48.384296,PRIMARY,2022-06-22T15:58:29.801942
90741,90741,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-04-26T16:40:13:591808_raw_eomis_ofnrelatedaddress.csv,2022-04-26T16:40:13.591808,PRIMARY,2022-04-27T21:58:52.166873
90751,90751,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-04-27T14:29:00:426601_raw_eomis_ofnrelatedaddress.csv,2022-04-27T14:29:00.426601,PRIMARY,2022-04-27T22:12:24.367879
92248,92248,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-04-29T14:54:41:919854_raw_eomis_ofnrelatedaddress.csv,2022-04-29T14:54:41.919854,PRIMARY,2022-04-29T20:49:46.737049
92899,92899,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-02T05:34:21:526527_raw_eomis_ofnrelatedaddress.csv,2022-05-02T05:34:21.526527,PRIMARY,2022-05-02T14:56:12.073071
93594,93594,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-03T05:32:10:609964_raw_eomis_ofnrelatedaddress.csv,2022-05-03T05:32:10.609964,PRIMARY,2022-05-03T14:25:11.129163
93897,93897,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-04T05:32:30:996510_raw_eomis_ofnrelatedaddress.csv,2022-05-04T05:32:30.996510,PRIMARY,2022-05-04T14:45:41.036863
115505,115505,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-10T05:46:35:509137_raw_eomis_ofnrelatedaddress.csv,2022-05-10T05:46:35.509137,PRIMARY,2022-05-10T18:42:37.135107
116308,116308,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-13T05:34:16:491484_raw_eomis_ofnrelatedaddress.csv,2022-05-13T05:34:16.491484,PRIMARY,2022-05-13T17:54:06.802222
119180,119180,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-18T05:44:09:049500_raw_eomis_ofnrelatedaddress.csv,2022-05-18T05:44:09.049500,PRIMARY,2022-05-18T19:29:08.386918
119418,119418,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-19T05:53:03:000507_raw_eomis_ofnrelatedaddress.csv,2022-05-19T05:53:03.000507,PRIMARY,2022-05-19T15:07:49.032184
122042,122042,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-05-27T05:53:12:979661_raw_eomis_ofnrelatedaddress.csv,2022-05-27T05:53:12.979661,PRIMARY,2022-05-27T14:18:24.713587
128194,128194,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-06-13T06:54:06:129882_raw_eomis_ofnrelatedaddress.csv,2022-06-13T06:54:06.129882,PRIMARY,2022-06-13T16:21:34.990304
130373,130373,US_CO,eomis_ofnrelatedaddress,unprocessed_2022-06-22T06:46:48:685316_raw_eomis_ofnrelatedaddress.csv,2022-06-22T06:46:48.685316,PRIMARY,2022-06-22T15:58:29.826250
