,offense_code,compartment,compartment_duration,total_population,outflow_to,offense_group,time_step
7687,ASL1342,release,30.0,1,release,,
7732,NAR3087,release,30.0,1,release,,
7750,WPN5297,release,30.0,1,release,,
7772,DWI5450,release,30.0,1,release,,
7788,WPN5296,release,30.0,1,release,,
7848,DWI5449,release,30.0,1,release,,
7852,DWI5406,release,30.0,1,release,,
7877,LIC6860,release,30.0,1,release,,
53,ASL1342,pretrial,,85,jail,ASSAULT,2017.0
54,ASL1342,pretrial,,80,jail,ASSAULT,2018.0
55,ASL1342,pretrial,,86,jail,ASSAULT,2019.0
56,ASL1342,pretrial,,355,prison,ASSAULT,2017.0
57,ASL1342,pretrial,,352,prison,ASSAULT,2018.0
58,ASL1342,pretrial,,366,prison,ASSAULT,2019.0
199,NAR3038,pretrial,,2,jail,DRUG/SCHEDULE I/II,2017.0
200,NAR3038,pretrial,,1,jail,DRUG/SCHEDULE I/II,2018.0
201,NAR3038,pretrial,,245,prison,DRUG/SCHEDULE I/II,2017.0
202,NAR3038,pretrial,,223,prison,DRUG/SCHEDULE I/II,2018.0
203,NAR3038,pretrial,,230,prison,DRUG/SCHEDULE I/II,2019.0
237,NAR3087,pretrial,,1,jail,DRUG/SCHEDULE I/II,2017.0
238,NAR3087,pretrial,,1,jail,DRUG/SCHEDULE I/II,2018.0
239,NAR3087,pretrial,,58,prison,DRUG/SCHEDULE I/II,2017.0
240,NAR3087,pretrial,,63,prison,DRUG/SCHEDULE I/II,2018.0
241,NAR3087,pretrial,,63,prison,DRUG/SCHEDULE I/II,2019.0
878,DWI5406,pretrial,,3,jail,TRAFFIC FELONY,2017.0
879,DWI5406,pretrial,,4,jail,TRAFFIC FELONY,2018.0
880,DWI5406,pretrial,,2,jail,TRAFFIC FELONY,2019.0
881,DWI5406,pretrial,,50,prison,TRAFFIC FELONY,2017.0
882,DWI5406,pretrial,,54,prison,TRAFFIC FELONY,2018.0
883,DWI5406,pretrial,,48,prison,TRAFFIC FELONY,2019.0
885,DWI5449,pretrial,,225,jail,TRAFFIC FELONY,2017.0
886,DWI5449,pretrial,,167,jail,TRAFFIC FELONY,2018.0
887,DWI5449,pretrial,,154,jail,TRAFFIC FELONY,2019.0
888,DWI5449,pretrial,,116,prison,TRAFFIC FELONY,2017.0
889,DWI5449,pretrial,,97,prison,TRAFFIC FELONY,2018.0
890,DWI5449,pretrial,,84,prison,TRAFFIC FELONY,2019.0
891,DWI5450,pretrial,,64,jail,TRAFFIC FELONY,2017.0
892,DWI5450,pretrial,,42,jail,TRAFFIC FELONY,2018.0
893,DWI5450,pretrial,,51,jail,TRAFFIC FELONY,2019.0
894,DWI5450,pretrial,,96,prison,TRAFFIC FELONY,2017.0
895,DWI5450,pretrial,,61,prison,TRAFFIC FELONY,2018.0
896,DWI5450,pretrial,,58,prison,TRAFFIC FELONY,2019.0
940,LIC6834,pretrial,,2,jail,TRAFFIC FELONY,2017.0
941,LIC6834,pretrial,,2,jail,TRAFFIC FELONY,2018.0
942,LIC6834,pretrial,,3,jail,TRAFFIC FELONY,2019.0
943,LIC6834,pretrial,,171,prison,TRAFFIC FELONY,2017.0
944,LIC6834,pretrial,,184,prison,TRAFFIC FELONY,2018.0
945,LIC6834,pretrial,,134,prison,TRAFFIC FELONY,2019.0
952,LIC6860,pretrial,,1,jail,TRAFFIC FELONY,2017.0
953,LIC6860,pretrial,,2,jail,TRAFFIC FELONY,2019.0
954,LIC6860,pretrial,,42,prison,TRAFFIC FELONY,2017.0
955,LIC6860,pretrial,,28,prison,TRAFFIC FELONY,2018.0
956,LIC6860,pretrial,,40,prison,TRAFFIC FELONY,2019.0
1007,WPN5296,pretrial,,1,jail,WEAPONS/FIREARMS,2018.0
1008,WPN5296,pretrial,,1,jail,WEAPONS/FIREARMS,2019.0
1009,WPN5296,pretrial,,41,prison,WEAPONS/FIREARMS,2017.0
1010,WPN5296,pretrial,,83,prison,WEAPONS/FIREARMS,2018.0
1011,WPN5296,pretrial,,78,prison,WEAPONS/FIREARMS,2019.0
1012,WPN5297,pretrial,,6,jail,WEAPONS/FIREARMS,2017.0
1013,WPN5297,pretrial,,6,jail,WEAPONS/FIREARMS,2018.0
1014,WPN5297,pretrial,,2,jail,WEAPONS/FIREARMS,2019.0
1015,WPN5297,pretrial,,179,prison,WEAPONS/FIREARMS,2017.0
1016,WPN5297,pretrial,,229,prison,WEAPONS/FIREARMS,2018.0
1017,WPN5297,pretrial,,238,prison,WEAPONS/FIREARMS,2019.0
