,compartment,outflow_to,crime_classification,race,compartment_duration,total_population,time_step
69,prison,,class_1,non-white,,4194.0,81.0
70,prison,,class_1,non-white,,4194.0,82.0
71,prison,,class_1,non-white,,4194.0,83.0
72,prison,,class_2,white,,3057.0,72.0
73,prison,,class_2,white,,3057.0,73.0
74,prison,,class_2,white,,3057.0,74.0
75,prison,,class_2,white,,3057.0,75.0
76,prison,,class_2,white,,3057.0,76.0
77,prison,,class_2,white,,3057.0,77.0
78,prison,,class_2,white,,3057.0,78.0
79,prison,,class_2,white,,3057.0,79.0
80,prison,,class_2,white,,3057.0,80.0
81,prison,,class_2,white,,3057.0,81.0
82,prison,,class_2,white,,3057.0,82.0
83,prison,,class_2,white,,3057.0,83.0
84,prison,,class_2,non-white,,5045.0,72.0
85,prison,,class_2,non-white,,5045.0,73.0
86,prison,,class_2,non-white,,5045.0,74.0
87,prison,,class_2,non-white,,5045.0,75.0
88,prison,,class_2,non-white,,5045.0,76.0
89,prison,,class_2,non-white,,5045.0,77.0
90,prison,,class_2,non-white,,5045.0,78.0
91,prison,,class_2,non-white,,5045.0,79.0
92,prison,,class_2,non-white,,5045.0,80.0
93,prison,,class_2,non-white,,5045.0,81.0
94,prison,,class_2,non-white,,5045.0,82.0
95,prison,,class_2,non-white,,5045.0,83.0
96,prison,,class_3,white,,1573.0,72.0
97,prison,,class_3,white,,1573.0,73.0
98,prison,,class_3,white,,1573.0,74.0
99,prison,,class_3,white,,1573.0,75.0
100,prison,,class_3,white,,1573.0,76.0
101,prison,,class_3,white,,1573.0,77.0
102,prison,,class_3,white,,1573.0,78.0
103,prison,,class_3,white,,1573.0,79.0
104,prison,,class_3,white,,1573.0,80.0
105,prison,,class_3,white,,1573.0,81.0
106,prison,,class_3,white,,1573.0,82.0
107,prison,,class_3,white,,1573.0,83.0
108,prison,,class_3,non-white,,1923.0,72.0
109,prison,,class_3,non-white,,1923.0,73.0
110,prison,,class_3,non-white,,1923.0,74.0
111,prison,,class_3,non-white,,1923.0,75.0
112,prison,,class_3,non-white,,1923.0,76.0
113,prison,,class_3,non-white,,1923.0,77.0
114,prison,,class_3,non-white,,1923.0,78.0
115,prison,,class_3,non-white,,1923.0,79.0
116,prison,,class_3,non-white,,1923.0,80.0
117,prison,,class_3,non-white,,1923.0,81.0
118,prison,,class_3,non-white,,1923.0,82.0
119,prison,,class_3,non-white,,1923.0,83.0
0,prison,,murder,white,,953.0,84.0
1,prison,,murder,white,,953.0,85.0
2,prison,,murder,white,,953.0,86.0
3,prison,,murder,white,,953.0,87.0
4,prison,,murder,white,,953.0,88.0
5,prison,,murder,white,,953.0,89.0
6,prison,,murder,white,,953.0,90.0
7,prison,,murder,white,,953.0,91.0
8,prison,,murder,white,,953.0,92.0
9,prison,,murder,white,,953.0,93.0
10,prison,,murder,white,,953.0,94.0
11,prison,,murder,white,,953.0,95.0
12,prison,,murder,non-white,,4567.0,84.0
13,prison,,murder,non-white,,4567.0,85.0
14,prison,,murder,non-white,,4567.0,86.0
15,prison,,murder,non-white,,4567.0,87.0
16,prison,,murder,non-white,,4567.0,88.0
17,prison,,murder,non-white,,4567.0,89.0
18,prison,,murder,non-white,,4567.0,90.0
19,prison,,murder,non-white,,4567.0,91.0
20,prison,,murder,non-white,,4567.0,92.0
21,prison,,murder,non-white,,4567.0,93.0
22,prison,,murder,non-white,,4567.0,94.0
23,prison,,murder,non-white,,4567.0,95.0
24,prison,,class_x,white,,2930.0,84.0
25,prison,,class_x,white,,2930.0,85.0
26,prison,,class_x,white,,2930.0,86.0
27,prison,,class_x,white,,2930.0,87.0
28,prison,,class_x,white,,2930.0,88.0
29,prison,,class_x,white,,2930.0,89.0
30,prison,,class_x,white,,2930.0,90.0
31,prison,,class_x,white,,2930.0,91.0
32,prison,,class_x,white,,2930.0,92.0
33,prison,,class_x,white,,2930.0,93.0
34,prison,,class_x,white,,2930.0,94.0
35,prison,,class_x,white,,2930.0,95.0
36,prison,,class_x,non-white,,9009.0,84.0
37,prison,,class_x,non-white,,9009.0,85.0
38,prison,,class_x,non-white,,9009.0,86.0
39,prison,,class_x,non-white,,9009.0,87.0
40,prison,,class_x,non-white,,9009.0,88.0
41,prison,,class_x,non-white,,9009.0,89.0
42,prison,,class_x,non-white,,9009.0,90.0
43,prison,,class_x,non-white,,9009.0,91.0
44,prison,,class_x,non-white,,9009.0,92.0
45,prison,,class_x,non-white,,9009.0,93.0
46,prison,,class_x,non-white,,9009.0,94.0
47,prison,,class_x,non-white,,9009.0,95.0
48,prison,,class_1,white,,2002.0,84.0
49,prison,,class_1,white,,2002.0,85.0
50,prison,,class_1,white,,2002.0,86.0
51,prison,,class_1,white,,2002.0,87.0
52,prison,,class_1,white,,2002.0,88.0
53,prison,,class_1,white,,2002.0,89.0
54,prison,,class_1,white,,2002.0,90.0
55,prison,,class_1,white,,2002.0,91.0
56,prison,,class_1,white,,2002.0,92.0
57,prison,,class_1,white,,2002.0,93.0
58,prison,,class_1,white,,2002.0,94.0
59,prison,,class_1,white,,2002.0,95.0
60,prison,,class_1,non-white,,3859.0,84.0
61,prison,,class_1,non-white,,3859.0,85.0
62,prison,,class_1,non-white,,3859.0,86.0
63,prison,,class_1,non-white,,3859.0,87.0
64,prison,,class_1,non-white,,3859.0,88.0
65,prison,,class_1,non-white,,3859.0,89.0
66,prison,,class_1,non-white,,3859.0,90.0
67,prison,,class_1,non-white,,3859.0,91.0
68,prison,,class_1,non-white,,3859.0,92.0
69,prison,,class_1,non-white,,3859.0,93.0
70,prison,,class_1,non-white,,3859.0,94.0
71,prison,,class_1,non-white,,3859.0,95.0
72,prison,,class_2,white,,2964.0,84.0
73,prison,,class_2,white,,2964.0,85.0
74,prison,,class_2,white,,2964.0,86.0
75,prison,,class_2,white,,2964.0,87.0
76,prison,,class_2,white,,2964.0,88.0
77,prison,,class_2,white,,2964.0,89.0
78,prison,,class_2,white,,2964.0,90.0
79,prison,,class_2,white,,2964.0,91.0
80,prison,,class_2,white,,2964.0,92.0
81,prison,,class_2,white,,2964.0,93.0
82,prison,,class_2,white,,2964.0,94.0
83,prison,,class_2,white,,2964.0,95.0
84,prison,,class_2,non-white,,4674.0,84.0
85,prison,,class_2,non-white,,4674.0,85.0
86,prison,,class_2,non-white,,4674.0,86.0
87,prison,,class_2,non-white,,4674.0,87.0
88,prison,,class_2,non-white,,4674.0,88.0
89,prison,,class_2,non-white,,4674.0,89.0
90,prison,,class_2,non-white,,4674.0,90.0
91,prison,,class_2,non-white,,4674.0,91.0
92,prison,,class_2,non-white,,4674.0,92.0
93,prison,,class_2,non-white,,4674.0,93.0
94,prison,,class_2,non-white,,4674.0,94.0
95,prison,,class_2,non-white,,4674.0,95.0
96,prison,,class_3,white,,1655.0,84.0
97,prison,,class_3,white,,1655.0,85.0
98,prison,,class_3,white,,1655.0,86.0
99,prison,,class_3,white,,1655.0,87.0
100,prison,,class_3,white,,1655.0,88.0
101,prison,,class_3,white,,1655.0,89.0
102,prison,,class_3,white,,1655.0,90.0
103,prison,,class_3,white,,1655.0,91.0
104,prison,,class_3,white,,1655.0,92.0
105,prison,,class_3,white,,1655.0,93.0
106,prison,,class_3,white,,1655.0,94.0
107,prison,,class_3,white,,1655.0,95.0
108,prison,,class_3,non-white,,1894.0,84.0
109,prison,,class_3,non-white,,1894.0,85.0
110,prison,,class_3,non-white,,1894.0,86.0
111,prison,,class_3,non-white,,1894.0,87.0
112,prison,,class_3,non-white,,1894.0,88.0
113,prison,,class_3,non-white,,1894.0,89.0
114,prison,,class_3,non-white,,1894.0,90.0
115,prison,,class_3,non-white,,1894.0,91.0
116,prison,,class_3,non-white,,1894.0,92.0
117,prison,,class_3,non-white,,1894.0,93.0
118,prison,,class_3,non-white,,1894.0,94.0
119,prison,,class_3,non-white,,1894.0,95.0
0,prison,,murder,white,,948.0,96.0
1,prison,,murder,white,,948.0,97.0
2,prison,,murder,white,,948.0,98.0
3,prison,,murder,white,,948.0,99.0
4,prison,,murder,white,,948.0,100.0
5,prison,,murder,white,,948.0,101.0
6,prison,,murder,white,,948.0,102.0
7,prison,,murder,white,,948.0,103.0
8,prison,,murder,white,,948.0,104.0
9,prison,,murder,white,,948.0,105.0
10,prison,,murder,white,,948.0,106.0
11,prison,,murder,white,,948.0,107.0
12,prison,,murder,non-white,,4461.0,96.0
13,prison,,murder,non-white,,4461.0,97.0
14,prison,,murder,non-white,,4461.0,98.0
15,prison,,murder,non-white,,4461.0,99.0
16,prison,,murder,non-white,,4461.0,100.0
17,prison,,murder,non-white,,4461.0,101.0
18,prison,,murder,non-white,,4461.0,102.0
19,prison,,murder,non-white,,4461.0,103.0
20,prison,,murder,non-white,,4461.0,104.0
21,prison,,murder,non-white,,4461.0,105.0
22,prison,,murder,non-white,,4461.0,106.0
23,prison,,murder,non-white,,4461.0,107.0
24,prison,,class_x,white,,2879.0,96.0
25,prison,,class_x,white,,2879.0,97.0
26,prison,,class_x,white,,2879.0,98.0
27,prison,,class_x,white,,2879.0,99.0
28,prison,,class_x,white,,2879.0,100.0
29,prison,,class_x,white,,2879.0,101.0
30,prison,,class_x,white,,2879.0,102.0
31,prison,,class_x,white,,2879.0,103.0
32,prison,,class_x,white,,2879.0,104.0
33,prison,,class_x,white,,2879.0,105.0
34,prison,,class_x,white,,2879.0,106.0
35,prison,,class_x,white,,2879.0,107.0
36,prison,,class_x,non-white,,8838.0,96.0
37,prison,,class_x,non-white,,8838.0,97.0
38,prison,,class_x,non-white,,8838.0,98.0
39,prison,,class_x,non-white,,8838.0,99.0
40,prison,,class_x,non-white,,8838.0,100.0
41,prison,,class_x,non-white,,8838.0,101.0
42,prison,,class_x,non-white,,8838.0,102.0
43,prison,,class_x,non-white,,8838.0,103.0
44,prison,,class_x,non-white,,8838.0,104.0
45,prison,,class_x,non-white,,8838.0,105.0
46,prison,,class_x,non-white,,8838.0,106.0
47,prison,,class_x,non-white,,8838.0,107.0
48,prison,,class_1,white,,1847.0,96.0
49,prison,,class_1,white,,1847.0,97.0
50,prison,,class_1,white,,1847.0,98.0
51,prison,,class_1,white,,1847.0,99.0
52,prison,,class_1,white,,1847.0,100.0
53,prison,,class_1,white,,1847.0,101.0
54,prison,,class_1,white,,1847.0,102.0
55,prison,,class_1,white,,1847.0,103.0
56,prison,,class_1,white,,1847.0,104.0
57,prison,,class_1,white,,1847.0,105.0
58,prison,,class_1,white,,1847.0,106.0
59,prison,,class_1,white,,1847.0,107.0
60,prison,,class_1,non-white,,3490.0,96.0
61,prison,,class_1,non-white,,3490.0,97.0
62,prison,,class_1,non-white,,3490.0,98.0
63,prison,,class_1,non-white,,3490.0,99.0
64,prison,,class_1,non-white,,3490.0,100.0
65,prison,,class_1,non-white,,3490.0,101.0
66,prison,,class_1,non-white,,3490.0,102.0
67,prison,,class_1,non-white,,3490.0,103.0
68,prison,,class_1,non-white,,3490.0,104.0
69,prison,,class_1,non-white,,3490.0,105.0
70,prison,,class_1,non-white,,3490.0,106.0
71,prison,,class_1,non-white,,3490.0,107.0
72,prison,,class_2,white,,2857.0,96.0
73,prison,,class_2,white,,2857.0,97.0
74,prison,,class_2,white,,2857.0,98.0
75,prison,,class_2,white,,2857.0,99.0
76,prison,,class_2,white,,2857.0,100.0
77,prison,,class_2,white,,2857.0,101.0
78,prison,,class_2,white,,2857.0,102.0
79,prison,,class_2,white,,2857.0,103.0
80,prison,,class_2,white,,2857.0,104.0
81,prison,,class_2,white,,2857.0,105.0
82,prison,,class_2,white,,2857.0,106.0
83,prison,,class_2,white,,2857.0,107.0
84,prison,,class_2,non-white,,4306.0,96.0
85,prison,,class_2,non-white,,4306.0,97.0
86,prison,,class_2,non-white,,4306.0,98.0
87,prison,,class_2,non-white,,4306.0,99.0
88,prison,,class_2,non-white,,4306.0,100.0
89,prison,,class_2,non-white,,4306.0,101.0
90,prison,,class_2,non-white,,4306.0,102.0
91,prison,,class_2,non-white,,4306.0,103.0
92,prison,,class_2,non-white,,4306.0,104.0
93,prison,,class_2,non-white,,4306.0,105.0
94,prison,,class_2,non-white,,4306.0,106.0
95,prison,,class_2,non-white,,4306.0,107.0
96,prison,,class_3,white,,1837.0,96.0
97,prison,,class_3,white,,1837.0,97.0
98,prison,,class_3,white,,1837.0,98.0
99,prison,,class_3,white,,1837.0,99.0
100,prison,,class_3,white,,1837.0,100.0
101,prison,,class_3,white,,1837.0,101.0
102,prison,,class_3,white,,1837.0,102.0
103,prison,,class_3,white,,1837.0,103.0
104,prison,,class_3,white,,1837.0,104.0
105,prison,,class_3,white,,1837.0,105.0
106,prison,,class_3,white,,1837.0,106.0
107,prison,,class_3,white,,1837.0,107.0
108,prison,,class_3,non-white,,1911.0,96.0
109,prison,,class_3,non-white,,1911.0,97.0
110,prison,,class_3,non-white,,1911.0,98.0
111,prison,,class_3,non-white,,1911.0,99.0
112,prison,,class_3,non-white,,1911.0,100.0
113,prison,,class_3,non-white,,1911.0,101.0
114,prison,,class_3,non-white,,1911.0,102.0
115,prison,,class_3,non-white,,1911.0,103.0
116,prison,,class_3,non-white,,1911.0,104.0
117,prison,,class_3,non-white,,1911.0,105.0
118,prison,,class_3,non-white,,1911.0,106.0
119,prison,,class_3,non-white,,1911.0,107.0
