,compartment,outflow_to,crime_classification,race,compartment_duration,total_population,time_step
55,prison,,class_1,white,,2447.0,19.0
56,prison,,class_1,white,,2447.0,20.0
57,prison,,class_1,white,,2447.0,21.0
58,prison,,class_1,white,,2447.0,22.0
59,prison,,class_1,white,,2447.0,23.0
60,prison,,class_1,non-white,,5971.0,12.0
61,prison,,class_1,non-white,,5971.0,13.0
62,prison,,class_1,non-white,,5971.0,14.0
63,prison,,class_1,non-white,,5971.0,15.0
64,prison,,class_1,non-white,,5971.0,16.0
65,prison,,class_1,non-white,,5971.0,17.0
66,prison,,class_1,non-white,,5971.0,18.0
67,prison,,class_1,non-white,,5971.0,19.0
68,prison,,class_1,non-white,,5971.0,20.0
69,prison,,class_1,non-white,,5971.0,21.0
70,prison,,class_1,non-white,,5971.0,22.0
71,prison,,class_1,non-white,,5971.0,23.0
72,prison,,class_2,white,,3728.0,12.0
73,prison,,class_2,white,,3728.0,13.0
74,prison,,class_2,white,,3728.0,14.0
75,prison,,class_2,white,,3728.0,15.0
76,prison,,class_2,white,,3728.0,16.0
77,prison,,class_2,white,,3728.0,17.0
78,prison,,class_2,white,,3728.0,18.0
79,prison,,class_2,white,,3728.0,19.0
80,prison,,class_2,white,,3728.0,20.0
81,prison,,class_2,white,,3728.0,21.0
82,prison,,class_2,white,,3728.0,22.0
83,prison,,class_2,white,,3728.0,23.0
84,prison,,class_2,non-white,,7245.0,12.0
85,prison,,class_2,non-white,,7245.0,13.0
86,prison,,class_2,non-white,,7245.0,14.0
87,prison,,class_2,non-white,,7245.0,15.0
88,prison,,class_2,non-white,,7245.0,16.0
89,prison,,class_2,non-white,,7245.0,17.0
90,prison,,class_2,non-white,,7245.0,18.0
91,prison,,class_2,non-white,,7245.0,19.0
92,prison,,class_2,non-white,,7245.0,20.0
93,prison,,class_2,non-white,,7245.0,21.0
94,prison,,class_2,non-white,,7245.0,22.0
95,prison,,class_2,non-white,,7245.0,23.0
96,prison,,class_3,white,,1825.0,12.0
97,prison,,class_3,white,,1825.0,13.0
98,prison,,class_3,white,,1825.0,14.0
99,prison,,class_3,white,,1825.0,15.0
100,prison,,class_3,white,,1825.0,16.0
101,prison,,class_3,white,,1825.0,17.0
102,prison,,class_3,white,,1825.0,18.0
103,prison,,class_3,white,,1825.0,19.0
104,prison,,class_3,white,,1825.0,20.0
105,prison,,class_3,white,,1825.0,21.0
106,prison,,class_3,white,,1825.0,22.0
107,prison,,class_3,white,,1825.0,23.0
108,prison,,class_3,non-white,,2494.0,12.0
109,prison,,class_3,non-white,,2494.0,13.0
110,prison,,class_3,non-white,,2494.0,14.0
111,prison,,class_3,non-white,,2494.0,15.0
112,prison,,class_3,non-white,,2494.0,16.0
113,prison,,class_3,non-white,,2494.0,17.0
114,prison,,class_3,non-white,,2494.0,18.0
115,prison,,class_3,non-white,,2494.0,19.0
116,prison,,class_3,non-white,,2494.0,20.0
117,prison,,class_3,non-white,,2494.0,21.0
118,prison,,class_3,non-white,,2494.0,22.0
119,prison,,class_3,non-white,,2494.0,23.0
0,prison,,murder,white,,992.0,24.0
1,prison,,murder,white,,992.0,25.0
2,prison,,murder,white,,992.0,26.0
3,prison,,murder,white,,992.0,27.0
4,prison,,murder,white,,992.0,28.0
5,prison,,murder,white,,992.0,29.0
6,prison,,murder,white,,992.0,30.0
7,prison,,murder,white,,992.0,31.0
8,prison,,murder,white,,992.0,32.0
9,prison,,murder,white,,992.0,33.0
10,prison,,murder,white,,992.0,34.0
11,prison,,murder,white,,992.0,35.0
12,prison,,murder,non-white,,4742.0,24.0
13,prison,,murder,non-white,,4742.0,25.0
14,prison,,murder,non-white,,4742.0,26.0
15,prison,,murder,non-white,,4742.0,27.0
16,prison,,murder,non-white,,4742.0,28.0
17,prison,,murder,non-white,,4742.0,29.0
18,prison,,murder,non-white,,4742.0,30.0
19,prison,,murder,non-white,,4742.0,31.0
20,prison,,murder,non-white,,4742.0,32.0
21,prison,,murder,non-white,,4742.0,33.0
22,prison,,murder,non-white,,4742.0,34.0
23,prison,,murder,non-white,,4742.0,35.0
24,prison,,class_x,white,,2826.0,24.0
25,prison,,class_x,white,,2826.0,25.0
26,prison,,class_x,white,,2826.0,26.0
27,prison,,class_x,white,,2826.0,27.0
28,prison,,class_x,white,,2826.0,28.0
29,prison,,class_x,white,,2826.0,29.0
30,prison,,class_x,white,,2826.0,30.0
31,prison,,class_x,white,,2826.0,31.0
32,prison,,class_x,white,,2826.0,32.0
33,prison,,class_x,white,,2826.0,33.0
34,prison,,class_x,white,,2826.0,34.0
35,prison,,class_x,white,,2826.0,35.0
36,prison,,class_x,non-white,,8974.0,24.0
37,prison,,class_x,non-white,,8974.0,25.0
38,prison,,class_x,non-white,,8974.0,26.0
39,prison,,class_x,non-white,,8974.0,27.0
40,prison,,class_x,non-white,,8974.0,28.0
41,prison,,class_x,non-white,,8974.0,29.0
42,prison,,class_x,non-white,,8974.0,30.0
43,prison,,class_x,non-white,,8974.0,31.0
44,prison,,class_x,non-white,,8974.0,32.0
45,prison,,class_x,non-white,,8974.0,33.0
46,prison,,class_x,non-white,,8974.0,34.0
47,prison,,class_x,non-white,,8974.0,35.0
48,prison,,class_1,white,,2373.0,24.0
49,prison,,class_1,white,,2373.0,25.0
50,prison,,class_1,white,,2373.0,26.0
51,prison,,class_1,white,,2373.0,27.0
52,prison,,class_1,white,,2373.0,28.0
53,prison,,class_1,white,,2373.0,29.0
54,prison,,class_1,white,,2373.0,30.0
55,prison,,class_1,white,,2373.0,31.0
56,prison,,class_1,white,,2373.0,32.0
57,prison,,class_1,white,,2373.0,33.0
58,prison,,class_1,white,,2373.0,34.0
59,prison,,class_1,white,,2373.0,35.0
60,prison,,class_1,non-white,,5646.0,24.0
61,prison,,class_1,non-white,,5646.0,25.0
62,prison,,class_1,non-white,,5646.0,26.0
63,prison,,class_1,non-white,,5646.0,27.0
64,prison,,class_1,non-white,,5646.0,28.0
65,prison,,class_1,non-white,,5646.0,29.0
66,prison,,class_1,non-white,,5646.0,30.0
67,prison,,class_1,non-white,,5646.0,31.0
68,prison,,class_1,non-white,,5646.0,32.0
69,prison,,class_1,non-white,,5646.0,33.0
70,prison,,class_1,non-white,,5646.0,34.0
71,prison,,class_1,non-white,,5646.0,35.0
72,prison,,class_2,white,,3687.0,24.0
73,prison,,class_2,white,,3687.0,25.0
74,prison,,class_2,white,,3687.0,26.0
75,prison,,class_2,white,,3687.0,27.0
76,prison,,class_2,white,,3687.0,28.0
77,prison,,class_2,white,,3687.0,29.0
78,prison,,class_2,white,,3687.0,30.0
79,prison,,class_2,white,,3687.0,31.0
80,prison,,class_2,white,,3687.0,32.0
81,prison,,class_2,white,,3687.0,33.0
82,prison,,class_2,white,,3687.0,34.0
83,prison,,class_2,white,,3687.0,35.0
84,prison,,class_2,non-white,,7244.0,24.0
85,prison,,class_2,non-white,,7244.0,25.0
86,prison,,class_2,non-white,,7244.0,26.0
87,prison,,class_2,non-white,,7244.0,27.0
88,prison,,class_2,non-white,,7244.0,28.0
89,prison,,class_2,non-white,,7244.0,29.0
90,prison,,class_2,non-white,,7244.0,30.0
91,prison,,class_2,non-white,,7244.0,31.0
92,prison,,class_2,non-white,,7244.0,32.0
93,prison,,class_2,non-white,,7244.0,33.0
94,prison,,class_2,non-white,,7244.0,34.0
95,prison,,class_2,non-white,,7244.0,35.0
96,prison,,class_3,white,,1708.0,24.0
97,prison,,class_3,white,,1708.0,25.0
98,prison,,class_3,white,,1708.0,26.0
99,prison,,class_3,white,,1708.0,27.0
100,prison,,class_3,white,,1708.0,28.0
101,prison,,class_3,white,,1708.0,29.0
102,prison,,class_3,white,,1708.0,30.0
103,prison,,class_3,white,,1708.0,31.0
104,prison,,class_3,white,,1708.0,32.0
105,prison,,class_3,white,,1708.0,33.0
106,prison,,class_3,white,,1708.0,34.0
107,prison,,class_3,white,,1708.0,35.0
108,prison,,class_3,non-white,,2523.0,24.0
109,prison,,class_3,non-white,,2523.0,25.0
110,prison,,class_3,non-white,,2523.0,26.0
111,prison,,class_3,non-white,,2523.0,27.0
112,prison,,class_3,non-white,,2523.0,28.0
113,prison,,class_3,non-white,,2523.0,29.0
114,prison,,class_3,non-white,,2523.0,30.0
115,prison,,class_3,non-white,,2523.0,31.0
116,prison,,class_3,non-white,,2523.0,32.0
117,prison,,class_3,non-white,,2523.0,33.0
118,prison,,class_3,non-white,,2523.0,34.0
119,prison,,class_3,non-white,,2523.0,35.0
0,prison,,murder,white,,993.0,36.0
1,prison,,murder,white,,993.0,37.0
2,prison,,murder,white,,993.0,38.0
3,prison,,murder,white,,993.0,39.0
4,prison,,murder,white,,993.0,40.0
5,prison,,murder,white,,993.0,41.0
6,prison,,murder,white,,993.0,42.0
7,prison,,murder,white,,993.0,43.0
8,prison,,murder,white,,993.0,44.0
9,prison,,murder,white,,993.0,45.0
10,prison,,murder,white,,993.0,46.0
11,prison,,murder,white,,993.0,47.0
12,prison,,murder,non-white,,4741.0,36.0
13,prison,,murder,non-white,,4741.0,37.0
14,prison,,murder,non-white,,4741.0,38.0
15,prison,,murder,non-white,,4741.0,39.0
16,prison,,murder,non-white,,4741.0,40.0
17,prison,,murder,non-white,,4741.0,41.0
18,prison,,murder,non-white,,4741.0,42.0
19,prison,,murder,non-white,,4741.0,43.0
20,prison,,murder,non-white,,4741.0,44.0
21,prison,,murder,non-white,,4741.0,45.0
22,prison,,murder,non-white,,4741.0,46.0
23,prison,,murder,non-white,,4741.0,47.0
24,prison,,class_x,white,,2890.0,36.0
25,prison,,class_x,white,,2890.0,37.0
26,prison,,class_x,white,,2890.0,38.0
27,prison,,class_x,white,,2890.0,39.0
28,prison,,class_x,white,,2890.0,40.0
29,prison,,class_x,white,,2890.0,41.0
30,prison,,class_x,white,,2890.0,42.0
31,prison,,class_x,white,,2890.0,43.0
32,prison,,class_x,white,,2890.0,44.0
33,prison,,class_x,white,,2890.0,45.0
34,prison,,class_x,white,,2890.0,46.0
35,prison,,class_x,white,,2890.0,47.0
36,prison,,class_x,non-white,,9338.0,36.0
37,prison,,class_x,non-white,,9338.0,37.0
38,prison,,class_x,non-white,,9338.0,38.0
39,prison,,class_x,non-white,,9338.0,39.0
40,prison,,class_x,non-white,,9338.0,40.0
41,prison,,class_x,non-white,,9338.0,41.0
42,prison,,class_x,non-white,,9338.0,42.0
43,prison,,class_x,non-white,,9338.0,43.0
44,prison,,class_x,non-white,,9338.0,44.0
45,prison,,class_x,non-white,,9338.0,45.0
46,prison,,class_x,non-white,,9338.0,46.0
47,prison,,class_x,non-white,,9338.0,47.0
48,prison,,class_1,white,,2388.0,36.0
49,prison,,class_1,white,,2388.0,37.0
50,prison,,class_1,white,,2388.0,38.0
51,prison,,class_1,white,,2388.0,39.0
52,prison,,class_1,white,,2388.0,40.0
53,prison,,class_1,white,,2388.0,41.0
54,prison,,class_1,white,,2388.0,42.0
55,prison,,class_1,white,,2388.0,43.0
56,prison,,class_1,white,,2388.0,44.0
57,prison,,class_1,white,,2388.0,45.0
58,prison,,class_1,white,,2388.0,46.0
59,prison,,class_1,white,,2388.0,47.0
60,prison,,class_1,non-white,,5653.0,36.0
61,prison,,class_1,non-white,,5653.0,37.0
62,prison,,class_1,non-white,,5653.0,38.0
63,prison,,class_1,non-white,,5653.0,39.0
64,prison,,class_1,non-white,,5653.0,40.0
65,prison,,class_1,non-white,,5653.0,41.0
66,prison,,class_1,non-white,,5653.0,42.0
67,prison,,class_1,non-white,,5653.0,43.0
68,prison,,class_1,non-white,,5653.0,44.0
69,prison,,class_1,non-white,,5653.0,45.0
70,prison,,class_1,non-white,,5653.0,46.0
71,prison,,class_1,non-white,,5653.0,47.0
72,prison,,class_2,white,,3674.0,36.0
73,prison,,class_2,white,,3674.0,37.0
74,prison,,class_2,white,,3674.0,38.0
75,prison,,class_2,white,,3674.0,39.0
76,prison,,class_2,white,,3674.0,40.0
77,prison,,class_2,white,,3674.0,41.0
78,prison,,class_2,white,,3674.0,42.0
79,prison,,class_2,white,,3674.0,43.0
80,prison,,class_2,white,,3674.0,44.0
81,prison,,class_2,white,,3674.0,45.0
82,prison,,class_2,white,,3674.0,46.0
83,prison,,class_2,white,,3674.0,47.0
84,prison,,class_2,non-white,,7002.0,36.0
85,prison,,class_2,non-white,,7002.0,37.0
86,prison,,class_2,non-white,,7002.0,38.0
87,prison,,class_2,non-white,,7002.0,39.0
88,prison,,class_2,non-white,,7002.0,40.0
89,prison,,class_2,non-white,,7002.0,41.0
90,prison,,class_2,non-white,,7002.0,42.0
91,prison,,class_2,non-white,,7002.0,43.0
92,prison,,class_2,non-white,,7002.0,44.0
93,prison,,class_2,non-white,,7002.0,45.0
94,prison,,class_2,non-white,,7002.0,46.0
95,prison,,class_2,non-white,,7002.0,47.0
96,prison,,class_3,white,,1697.0,36.0
97,prison,,class_3,white,,1697.0,37.0
98,prison,,class_3,white,,1697.0,38.0
99,prison,,class_3,white,,1697.0,39.0
100,prison,,class_3,white,,1697.0,40.0
101,prison,,class_3,white,,1697.0,41.0
102,prison,,class_3,white,,1697.0,42.0
103,prison,,class_3,white,,1697.0,43.0
104,prison,,class_3,white,,1697.0,44.0
105,prison,,class_3,white,,1697.0,45.0
106,prison,,class_3,white,,1697.0,46.0
107,prison,,class_3,white,,1697.0,47.0
108,prison,,class_3,non-white,,2445.0,36.0
109,prison,,class_3,non-white,,2445.0,37.0
110,prison,,class_3,non-white,,2445.0,38.0
111,prison,,class_3,non-white,,2445.0,39.0
112,prison,,class_3,non-white,,2445.0,40.0
113,prison,,class_3,non-white,,2445.0,41.0
114,prison,,class_3,non-white,,2445.0,42.0
115,prison,,class_3,non-white,,2445.0,43.0
116,prison,,class_3,non-white,,2445.0,44.0
117,prison,,class_3,non-white,,2445.0,45.0
118,prison,,class_3,non-white,,2445.0,46.0
119,prison,,class_3,non-white,,2445.0,47.0
0,prison,,murder,white,,983.0,48.0
1,prison,,murder,white,,983.0,49.0
2,prison,,murder,white,,983.0,50.0
3,prison,,murder,white,,983.0,51.0
4,prison,,murder,white,,983.0,52.0
5,prison,,murder,white,,983.0,53.0
6,prison,,murder,white,,983.0,54.0
7,prison,,murder,white,,983.0,55.0
8,prison,,murder,white,,983.0,56.0
9,prison,,murder,white,,983.0,57.0
10,prison,,murder,white,,983.0,58.0
11,prison,,murder,white,,983.0,59.0
12,prison,,murder,non-white,,4669.0,48.0
13,prison,,murder,non-white,,4669.0,49.0
14,prison,,murder,non-white,,4669.0,50.0
15,prison,,murder,non-white,,4669.0,51.0
16,prison,,murder,non-white,,4669.0,52.0
17,prison,,murder,non-white,,4669.0,53.0
18,prison,,murder,non-white,,4669.0,54.0
19,prison,,murder,non-white,,4669.0,55.0
20,prison,,murder,non-white,,4669.0,56.0
21,prison,,murder,non-white,,4669.0,57.0
22,prison,,murder,non-white,,4669.0,58.0
23,prison,,murder,non-white,,4669.0,59.0
24,prison,,class_x,white,,2913.0,48.0
25,prison,,class_x,white,,2913.0,49.0
26,prison,,class_x,white,,2913.0,50.0
27,prison,,class_x,white,,2913.0,51.0
28,prison,,class_x,white,,2913.0,52.0
29,prison,,class_x,white,,2913.0,53.0
30,prison,,class_x,white,,2913.0,54.0
31,prison,,class_x,white,,2913.0,55.0
32,prison,,class_x,white,,2913.0,56.0
33,prison,,class_x,white,,2913.0,57.0
34,prison,,class_x,white,,2913.0,58.0
35,prison,,class_x,white,,2913.0,59.0
36,prison,,class_x,non-white,,9355.0,48.0
37,prison,,class_x,non-white,,9355.0,49.0
38,prison,,class_x,non-white,,9355.0,50.0
39,prison,,class_x,non-white,,9355.0,51.0
40,prison,,class_x,non-white,,9355.0,52.0
41,prison,,class_x,non-white,,9355.0,53.0
42,prison,,class_x,non-white,,9355.0,54.0
43,prison,,class_x,non-white,,9355.0,55.0
44,prison,,class_x,non-white,,9355.0,56.0
45,prison,,class_x,non-white,,9355.0,57.0
46,prison,,class_x,non-white,,9355.0,58.0
47,prison,,class_x,non-white,,9355.0,59.0
48,prison,,class_1,white,,2280.0,48.0
49,prison,,class_1,white,,2280.0,49.0
50,prison,,class_1,white,,2280.0,50.0
51,prison,,class_1,white,,2280.0,51.0
52,prison,,class_1,white,,2280.0,52.0
53,prison,,class_1,white,,2280.0,53.0
54,prison,,class_1,white,,2280.0,54.0
55,prison,,class_1,white,,2280.0,55.0
56,prison,,class_1,white,,2280.0,56.0
57,prison,,class_1,white,,2280.0,57.0
58,prison,,class_1,white,,2280.0,58.0
59,prison,,class_1,white,,2280.0,59.0
60,prison,,class_1,non-white,,5110.0,48.0
61,prison,,class_1,non-white,,5110.0,49.0
62,prison,,class_1,non-white,,5110.0,50.0
63,prison,,class_1,non-white,,5110.0,51.0
64,prison,,class_1,non-white,,5110.0,52.0
65,prison,,class_1,non-white,,5110.0,53.0
66,prison,,class_1,non-white,,5110.0,54.0
67,prison,,class_1,non-white,,5110.0,55.0
68,prison,,class_1,non-white,,5110.0,56.0
69,prison,,class_1,non-white,,5110.0,57.0
70,prison,,class_1,non-white,,5110.0,58.0
71,prison,,class_1,non-white,,5110.0,59.0
72,prison,,class_2,white,,3465.0,48.0
73,prison,,class_2,white,,3465.0,49.0
74,prison,,class_2,white,,3465.0,50.0
75,prison,,class_2,white,,3465.0,51.0
76,prison,,class_2,white,,3465.0,52.0
77,prison,,class_2,white,,3465.0,53.0
78,prison,,class_2,white,,3465.0,54.0
79,prison,,class_2,white,,3465.0,55.0
80,prison,,class_2,white,,3465.0,56.0
81,prison,,class_2,white,,3465.0,57.0
82,prison,,class_2,white,,3465.0,58.0
83,prison,,class_2,white,,3465.0,59.0
84,prison,,class_2,non-white,,6165.0,48.0
85,prison,,class_2,non-white,,6165.0,49.0
86,prison,,class_2,non-white,,6165.0,50.0
87,prison,,class_2,non-white,,6165.0,51.0
88,prison,,class_2,non-white,,6165.0,52.0
89,prison,,class_2,non-white,,6165.0,53.0
90,prison,,class_2,non-white,,6165.0,54.0
91,prison,,class_2,non-white,,6165.0,55.0
92,prison,,class_2,non-white,,6165.0,56.0
93,prison,,class_2,non-white,,6165.0,57.0
94,prison,,class_2,non-white,,6165.0,58.0
95,prison,,class_2,non-white,,6165.0,59.0
96,prison,,class_3,white,,1584.0,48.0
97,prison,,class_3,white,,1584.0,49.0
98,prison,,class_3,white,,1584.0,50.0
99,prison,,class_3,white,,1584.0,51.0
100,prison,,class_3,white,,1584.0,52.0
101,prison,,class_3,white,,1584.0,53.0
102,prison,,class_3,white,,1584.0,54.0
103,prison,,class_3,white,,1584.0,55.0
104,prison,,class_3,white,,1584.0,56.0
105,prison,,class_3,white,,1584.0,57.0
106,prison,,class_3,white,,1584.0,58.0
107,prison,,class_3,white,,1584.0,59.0
108,prison,,class_3,non-white,,2205.0,48.0
109,prison,,class_3,non-white,,2205.0,49.0
110,prison,,class_3,non-white,,2205.0,50.0
111,prison,,class_3,non-white,,2205.0,51.0
112,prison,,class_3,non-white,,2205.0,52.0
113,prison,,class_3,non-white,,2205.0,53.0
114,prison,,class_3,non-white,,2205.0,54.0
115,prison,,class_3,non-white,,2205.0,55.0
116,prison,,class_3,non-white,,2205.0,56.0
117,prison,,class_3,non-white,,2205.0,57.0
118,prison,,class_3,non-white,,2205.0,58.0
119,prison,,class_3,non-white,,2205.0,59.0
0,prison,,murder,white,,968.0,60.0
1,prison,,murder,white,,968.0,61.0
2,prison,,murder,white,,968.0,62.0
3,prison,,murder,white,,968.0,63.0
4,prison,,murder,white,,968.0,64.0
5,prison,,murder,white,,968.0,65.0
6,prison,,murder,white,,968.0,66.0
7,prison,,murder,white,,968.0,67.0
8,prison,,murder,white,,968.0,68.0
9,prison,,murder,white,,968.0,69.0
10,prison,,murder,white,,968.0,70.0
11,prison,,murder,white,,968.0,71.0
12,prison,,murder,non-white,,4627.0,60.0
13,prison,,murder,non-white,,4627.0,61.0
14,prison,,murder,non-white,,4627.0,62.0
15,prison,,murder,non-white,,4627.0,63.0
16,prison,,murder,non-white,,4627.0,64.0
17,prison,,murder,non-white,,4627.0,65.0
18,prison,,murder,non-white,,4627.0,66.0
19,prison,,murder,non-white,,4627.0,67.0
20,prison,,murder,non-white,,4627.0,68.0
21,prison,,murder,non-white,,4627.0,69.0
22,prison,,murder,non-white,,4627.0,70.0
23,prison,,murder,non-white,,4627.0,71.0
24,prison,,class_x,white,,2944.0,60.0
25,prison,,class_x,white,,2944.0,61.0
26,prison,,class_x,white,,2944.0,62.0
27,prison,,class_x,white,,2944.0,63.0
28,prison,,class_x,white,,2944.0,64.0
29,prison,,class_x,white,,2944.0,65.0
30,prison,,class_x,white,,2944.0,66.0
31,prison,,class_x,white,,2944.0,67.0
32,prison,,class_x,white,,2944.0,68.0
33,prison,,class_x,white,,2944.0,69.0
34,prison,,class_x,white,,2944.0,70.0
35,prison,,class_x,white,,2944.0,71.0
36,prison,,class_x,non-white,,9319.0,60.0
37,prison,,class_x,non-white,,9319.0,61.0
38,prison,,class_x,non-white,,9319.0,62.0
39,prison,,class_x,non-white,,9319.0,63.0
40,prison,,class_x,non-white,,9319.0,64.0
41,prison,,class_x,non-white,,9319.0,65.0
42,prison,,class_x,non-white,,9319.0,66.0
43,prison,,class_x,non-white,,9319.0,67.0
44,prison,,class_x,non-white,,9319.0,68.0
45,prison,,class_x,non-white,,9319.0,69.0
46,prison,,class_x,non-white,,9319.0,70.0
47,prison,,class_x,non-white,,9319.0,71.0
48,prison,,class_1,white,,2116.0,60.0
49,prison,,class_1,white,,2116.0,61.0
50,prison,,class_1,white,,2116.0,62.0
51,prison,,class_1,white,,2116.0,63.0
52,prison,,class_1,white,,2116.0,64.0
53,prison,,class_1,white,,2116.0,65.0
54,prison,,class_1,white,,2116.0,66.0
55,prison,,class_1,white,,2116.0,67.0
56,prison,,class_1,white,,2116.0,68.0
57,prison,,class_1,white,,2116.0,69.0
58,prison,,class_1,white,,2116.0,70.0
59,prison,,class_1,white,,2116.0,71.0
60,prison,,class_1,non-white,,4553.0,60.0
61,prison,,class_1,non-white,,4553.0,61.0
62,prison,,class_1,non-white,,4553.0,62.0
63,prison,,class_1,non-white,,4553.0,63.0
64,prison,,class_1,non-white,,4553.0,64.0
65,prison,,class_1,non-white,,4553.0,65.0
66,prison,,class_1,non-white,,4553.0,66.0
67,prison,,class_1,non-white,,4553.0,67.0
68,prison,,class_1,non-white,,4553.0,68.0
69,prison,,class_1,non-white,,4553.0,69.0
70,prison,,class_1,non-white,,4553.0,70.0
71,prison,,class_1,non-white,,4553.0,71.0
72,prison,,class_2,white,,3379.0,60.0
73,prison,,class_2,white,,3379.0,61.0
74,prison,,class_2,white,,3379.0,62.0
75,prison,,class_2,white,,3379.0,63.0
76,prison,,class_2,white,,3379.0,64.0
77,prison,,class_2,white,,3379.0,65.0
78,prison,,class_2,white,,3379.0,66.0
79,prison,,class_2,white,,3379.0,67.0
80,prison,,class_2,white,,3379.0,68.0
81,prison,,class_2,white,,3379.0,69.0
82,prison,,class_2,white,,3379.0,70.0
83,prison,,class_2,white,,3379.0,71.0
84,prison,,class_2,non-white,,5504.0,60.0
85,prison,,class_2,non-white,,5504.0,61.0
86,prison,,class_2,non-white,,5504.0,62.0
87,prison,,class_2,non-white,,5504.0,63.0
88,prison,,class_2,non-white,,5504.0,64.0
89,prison,,class_2,non-white,,5504.0,65.0
90,prison,,class_2,non-white,,5504.0,66.0
91,prison,,class_2,non-white,,5504.0,67.0
92,prison,,class_2,non-white,,5504.0,68.0
93,prison,,class_2,non-white,,5504.0,69.0
94,prison,,class_2,non-white,,5504.0,70.0
95,prison,,class_2,non-white,,5504.0,71.0
96,prison,,class_3,white,,1602.0,60.0
97,prison,,class_3,white,,1602.0,61.0
98,prison,,class_3,white,,1602.0,62.0
99,prison,,class_3,white,,1602.0,63.0
100,prison,,class_3,white,,1602.0,64.0
101,prison,,class_3,white,,1602.0,65.0
102,prison,,class_3,white,,1602.0,66.0
103,prison,,class_3,white,,1602.0,67.0
104,prison,,class_3,white,,1602.0,68.0
105,prison,,class_3,white,,1602.0,69.0
106,prison,,class_3,white,,1602.0,70.0
107,prison,,class_3,white,,1602.0,71.0
108,prison,,class_3,non-white,,2081.0,60.0
109,prison,,class_3,non-white,,2081.0,61.0
110,prison,,class_3,non-white,,2081.0,62.0
111,prison,,class_3,non-white,,2081.0,63.0
112,prison,,class_3,non-white,,2081.0,64.0
113,prison,,class_3,non-white,,2081.0,65.0
114,prison,,class_3,non-white,,2081.0,66.0
115,prison,,class_3,non-white,,2081.0,67.0
116,prison,,class_3,non-white,,2081.0,68.0
117,prison,,class_3,non-white,,2081.0,69.0
118,prison,,class_3,non-white,,2081.0,70.0
119,prison,,class_3,non-white,,2081.0,71.0
0,prison,,murder,white,,962.0,72.0
1,prison,,murder,white,,962.0,73.0
2,prison,,murder,white,,962.0,74.0
3,prison,,murder,white,,962.0,75.0
4,prison,,murder,white,,962.0,76.0
5,prison,,murder,white,,962.0,77.0
6,prison,,murder,white,,962.0,78.0
7,prison,,murder,white,,962.0,79.0
8,prison,,murder,white,,962.0,80.0
9,prison,,murder,white,,962.0,81.0
10,prison,,murder,white,,962.0,82.0
11,prison,,murder,white,,962.0,83.0
12,prison,,murder,non-white,,4629.0,72.0
13,prison,,murder,non-white,,4629.0,73.0
14,prison,,murder,non-white,,4629.0,74.0
15,prison,,murder,non-white,,4629.0,75.0
16,prison,,murder,non-white,,4629.0,76.0
17,prison,,murder,non-white,,4629.0,77.0
18,prison,,murder,non-white,,4629.0,78.0
19,prison,,murder,non-white,,4629.0,79.0
20,prison,,murder,non-white,,4629.0,80.0
21,prison,,murder,non-white,,4629.0,81.0
22,prison,,murder,non-white,,4629.0,82.0
23,prison,,murder,non-white,,4629.0,83.0
24,prison,,class_x,white,,2955.0,72.0
25,prison,,class_x,white,,2955.0,73.0
26,prison,,class_x,white,,2955.0,74.0
27,prison,,class_x,white,,2955.0,75.0
28,prison,,class_x,white,,2955.0,76.0
29,prison,,class_x,white,,2955.0,77.0
30,prison,,class_x,white,,2955.0,78.0
31,prison,,class_x,white,,2955.0,79.0
32,prison,,class_x,white,,2955.0,80.0
33,prison,,class_x,white,,2955.0,81.0
34,prison,,class_x,white,,2955.0,82.0
35,prison,,class_x,white,,2955.0,83.0
36,prison,,class_x,non-white,,9234.0,72.0
37,prison,,class_x,non-white,,9234.0,73.0
38,prison,,class_x,non-white,,9234.0,74.0
39,prison,,class_x,non-white,,9234.0,75.0
40,prison,,class_x,non-white,,9234.0,76.0
41,prison,,class_x,non-white,,9234.0,77.0
42,prison,,class_x,non-white,,9234.0,78.0
43,prison,,class_x,non-white,,9234.0,79.0
44,prison,,class_x,non-white,,9234.0,80.0
45,prison,,class_x,non-white,,9234.0,81.0
46,prison,,class_x,non-white,,9234.0,82.0
47,prison,,class_x,non-white,,9234.0,83.0
48,prison,,class_1,white,,1988.0,72.0
49,prison,,class_1,white,,1988.0,73.0
50,prison,,class_1,white,,1988.0,74.0
51,prison,,class_1,white,,1988.0,75.0
52,prison,,class_1,white,,1988.0,76.0
53,prison,,class_1,white,,1988.0,77.0
54,prison,,class_1,white,,1988.0,78.0
55,prison,,class_1,white,,1988.0,79.0
56,prison,,class_1,white,,1988.0,80.0
57,prison,,class_1,white,,1988.0,81.0
58,prison,,class_1,white,,1988.0,82.0
59,prison,,class_1,white,,1988.0,83.0
60,prison,,class_1,non-white,,4194.0,72.0
61,prison,,class_1,non-white,,4194.0,73.0
62,prison,,class_1,non-white,,4194.0,74.0
63,prison,,class_1,non-white,,4194.0,75.0
64,prison,,class_1,non-white,,4194.0,76.0
65,prison,,class_1,non-white,,4194.0,77.0
66,prison,,class_1,non-white,,4194.0,78.0
67,prison,,class_1,non-white,,4194.0,79.0
68,prison,,class_1,non-white,,4194.0,80.0
