,compartment,outflow_to,tis_percentage,race,compartment_duration,total_population,time_step
50,pretrial,prison,75%,white,,2.0,14.0
51,pretrial,prison,75%,white,,2.0,15.0
52,pretrial,prison,75%,white,,2.0,16.0
53,pretrial,prison,75%,white,,2.0,17.0
54,pretrial,prison,75%,white,,2.0,18.0
55,pretrial,prison,75%,white,,2.0,19.0
56,pretrial,prison,75%,white,,2.0,20.0
57,pretrial,prison,75%,white,,2.0,21.0
58,pretrial,prison,75%,white,,2.0,22.0
59,pretrial,prison,75%,white,,2.0,23.0
60,pretrial,prison,75%,non-white,,3.25,12.0
61,pretrial,prison,75%,non-white,,3.25,13.0
62,pretrial,prison,75%,non-white,,3.25,14.0
63,pretrial,prison,75%,non-white,,3.25,15.0
64,pretrial,prison,75%,non-white,,3.25,16.0
65,pretrial,prison,75%,non-white,,3.25,17.0
66,pretrial,prison,75%,non-white,,3.25,18.0
67,pretrial,prison,75%,non-white,,3.25,19.0
68,pretrial,prison,75%,non-white,,3.25,20.0
69,pretrial,prison,75%,non-white,,3.25,21.0
70,pretrial,prison,75%,non-white,,3.25,22.0
71,pretrial,prison,75%,non-white,,3.25,23.0
0,pretrial,prison,100%,white,,2.75,24.0
1,pretrial,prison,100%,white,,2.75,25.0
2,pretrial,prison,100%,white,,2.75,26.0
3,pretrial,prison,100%,white,,2.75,27.0
4,pretrial,prison,100%,white,,2.75,28.0
5,pretrial,prison,100%,white,,2.75,29.0
6,pretrial,prison,100%,white,,2.75,30.0
7,pretrial,prison,100%,white,,2.75,31.0
8,pretrial,prison,100%,white,,2.75,32.0
9,pretrial,prison,100%,white,,2.75,33.0
10,pretrial,prison,100%,white,,2.75,34.0
11,pretrial,prison,100%,white,,2.75,35.0
12,pretrial,prison,100%,non-white,,13.583333333333334,24.0
13,pretrial,prison,100%,non-white,,13.583333333333334,25.0
14,pretrial,prison,100%,non-white,,13.583333333333334,26.0
15,pretrial,prison,100%,non-white,,13.583333333333334,27.0
16,pretrial,prison,100%,non-white,,13.583333333333334,28.0
17,pretrial,prison,100%,non-white,,13.583333333333334,29.0
18,pretrial,prison,100%,non-white,,13.583333333333334,30.0
19,pretrial,prison,100%,non-white,,13.583333333333334,31.0
20,pretrial,prison,100%,non-white,,13.583333333333334,32.0
21,pretrial,prison,100%,non-white,,13.583333333333334,33.0
22,pretrial,prison,100%,non-white,,13.583333333333334,34.0
23,pretrial,prison,100%,non-white,,13.583333333333334,35.0
24,pretrial,prison,85%,white,,25.5,24.0
25,pretrial,prison,85%,white,,25.5,25.0
26,pretrial,prison,85%,white,,25.5,26.0
27,pretrial,prison,85%,white,,25.5,27.0
28,pretrial,prison,85%,white,,25.5,28.0
29,pretrial,prison,85%,white,,25.5,29.0
30,pretrial,prison,85%,white,,25.5,30.0
31,pretrial,prison,85%,white,,25.5,31.0
32,pretrial,prison,85%,white,,25.5,32.0
33,pretrial,prison,85%,white,,25.5,33.0
34,pretrial,prison,85%,white,,25.5,34.0
35,pretrial,prison,85%,white,,25.5,35.0
36,pretrial,prison,85%,non-white,,67.16666666666667,24.0
37,pretrial,prison,85%,non-white,,67.16666666666667,25.0
38,pretrial,prison,85%,non-white,,67.16666666666667,26.0
39,pretrial,prison,85%,non-white,,67.16666666666667,27.0
40,pretrial,prison,85%,non-white,,67.16666666666667,28.0
41,pretrial,prison,85%,non-white,,67.16666666666667,29.0
42,pretrial,prison,85%,non-white,,67.16666666666667,30.0
43,pretrial,prison,85%,non-white,,67.16666666666667,31.0
44,pretrial,prison,85%,non-white,,67.16666666666667,32.0
45,pretrial,prison,85%,non-white,,67.16666666666667,33.0
46,pretrial,prison,85%,non-white,,67.16666666666667,34.0
47,pretrial,prison,85%,non-white,,67.16666666666667,35.0
48,pretrial,prison,75%,white,,1.0833333333333333,24.0
49,pretrial,prison,75%,white,,1.0833333333333333,25.0
50,pretrial,prison,75%,white,,1.0833333333333333,26.0
51,pretrial,prison,75%,white,,1.0833333333333333,27.0
52,pretrial,prison,75%,white,,1.0833333333333333,28.0
53,pretrial,prison,75%,white,,1.0833333333333333,29.0
54,pretrial,prison,75%,white,,1.0833333333333333,30.0
55,pretrial,prison,75%,white,,1.0833333333333333,31.0
56,pretrial,prison,75%,white,,1.0833333333333333,32.0
57,pretrial,prison,75%,white,,1.0833333333333333,33.0
58,pretrial,prison,75%,white,,1.0833333333333333,34.0
59,pretrial,prison,75%,white,,1.0833333333333333,35.0
60,pretrial,prison,75%,non-white,,3.1666666666666665,24.0
61,pretrial,prison,75%,non-white,,3.1666666666666665,25.0
62,pretrial,prison,75%,non-white,,3.1666666666666665,26.0
63,pretrial,prison,75%,non-white,,3.1666666666666665,27.0
64,pretrial,prison,75%,non-white,,3.1666666666666665,28.0
65,pretrial,prison,75%,non-white,,3.1666666666666665,29.0
66,pretrial,prison,75%,non-white,,3.1666666666666665,30.0
67,pretrial,prison,75%,non-white,,3.1666666666666665,31.0
68,pretrial,prison,75%,non-white,,3.1666666666666665,32.0
69,pretrial,prison,75%,non-white,,3.1666666666666665,33.0
70,pretrial,prison,75%,non-white,,3.1666666666666665,34.0
71,pretrial,prison,75%,non-white,,3.1666666666666665,35.0
0,pretrial,prison,100%,white,,3.0,36.0
1,pretrial,prison,100%,white,,3.0,37.0
2,pretrial,prison,100%,white,,3.0,38.0
3,pretrial,prison,100%,white,,3.0,39.0
4,pretrial,prison,100%,white,,3.0,40.0
5,pretrial,prison,100%,white,,3.0,41.0
6,pretrial,prison,100%,white,,3.0,42.0
7,pretrial,prison,100%,white,,3.0,43.0
8,pretrial,prison,100%,white,,3.0,44.0
9,pretrial,prison,100%,white,,3.0,45.0
10,pretrial,prison,100%,white,,3.0,46.0
11,pretrial,prison,100%,white,,3.0,47.0
12,pretrial,prison,100%,non-white,,14.5,36.0
13,pretrial,prison,100%,non-white,,14.5,37.0
14,pretrial,prison,100%,non-white,,14.5,38.0
15,pretrial,prison,100%,non-white,,14.5,39.0
16,pretrial,prison,100%,non-white,,14.5,40.0
17,pretrial,prison,100%,non-white,,14.5,41.0
18,pretrial,prison,100%,non-white,,14.5,42.0
19,pretrial,prison,100%,non-white,,14.5,43.0
20,pretrial,prison,100%,non-white,,14.5,44.0
21,pretrial,prison,100%,non-white,,14.5,45.0
22,pretrial,prison,100%,non-white,,14.5,46.0
23,pretrial,prison,100%,non-white,,14.5,47.0
24,pretrial,prison,85%,white,,30.416666666666668,36.0
25,pretrial,prison,85%,white,,30.416666666666668,37.0
26,pretrial,prison,85%,white,,30.416666666666668,38.0
27,pretrial,prison,85%,white,,30.416666666666668,39.0
28,pretrial,prison,85%,white,,30.416666666666668,40.0
29,pretrial,prison,85%,white,,30.416666666666668,41.0
30,pretrial,prison,85%,white,,30.416666666666668,42.0
31,pretrial,prison,85%,white,,30.416666666666668,43.0
32,pretrial,prison,85%,white,,30.416666666666668,44.0
33,pretrial,prison,85%,white,,30.416666666666668,45.0
34,pretrial,prison,85%,white,,30.416666666666668,46.0
35,pretrial,prison,85%,white,,30.416666666666668,47.0
36,pretrial,prison,85%,non-white,,78.33333333333333,36.0
37,pretrial,prison,85%,non-white,,78.33333333333333,37.0
38,pretrial,prison,85%,non-white,,78.33333333333333,38.0
39,pretrial,prison,85%,non-white,,78.33333333333333,39.0
40,pretrial,prison,85%,non-white,,78.33333333333333,40.0
41,pretrial,prison,85%,non-white,,78.33333333333333,41.0
42,pretrial,prison,85%,non-white,,78.33333333333333,42.0
43,pretrial,prison,85%,non-white,,78.33333333333333,43.0
44,pretrial,prison,85%,non-white,,78.33333333333333,44.0
45,pretrial,prison,85%,non-white,,78.33333333333333,45.0
46,pretrial,prison,85%,non-white,,78.33333333333333,46.0
47,pretrial,prison,85%,non-white,,78.33333333333333,47.0
48,pretrial,prison,75%,white,,0.0,36.0
49,pretrial,prison,75%,white,,0.0,37.0
50,pretrial,prison,75%,white,,0.0,38.0
51,pretrial,prison,75%,white,,0.0,39.0
52,pretrial,prison,75%,white,,0.0,40.0
53,pretrial,prison,75%,white,,0.0,41.0
54,pretrial,prison,75%,white,,0.0,42.0
55,pretrial,prison,75%,white,,0.0,43.0
56,pretrial,prison,75%,white,,0.0,44.0
57,pretrial,prison,75%,white,,0.0,45.0
58,pretrial,prison,75%,white,,0.0,46.0
59,pretrial,prison,75%,white,,0.0,47.0
60,pretrial,prison,75%,non-white,,0.0,36.0
61,pretrial,prison,75%,non-white,,0.0,37.0
62,pretrial,prison,75%,non-white,,0.0,38.0
63,pretrial,prison,75%,non-white,,0.0,39.0
64,pretrial,prison,75%,non-white,,0.0,40.0
65,pretrial,prison,75%,non-white,,0.0,41.0
66,pretrial,prison,75%,non-white,,0.0,42.0
67,pretrial,prison,75%,non-white,,0.0,43.0
68,pretrial,prison,75%,non-white,,0.0,44.0
69,pretrial,prison,75%,non-white,,0.0,45.0
70,pretrial,prison,75%,non-white,,0.0,46.0
71,pretrial,prison,75%,non-white,,0.0,47.0
0,pretrial,prison,100%,white,,2.5833333333333335,48.0
1,pretrial,prison,100%,white,,2.5833333333333335,49.0
2,pretrial,prison,100%,white,,2.5833333333333335,50.0
3,pretrial,prison,100%,white,,2.5833333333333335,51.0
4,pretrial,prison,100%,white,,2.5833333333333335,52.0
5,pretrial,prison,100%,white,,2.5833333333333335,53.0
6,pretrial,prison,100%,white,,2.5833333333333335,54.0
7,pretrial,prison,100%,white,,2.5833333333333335,55.0
8,pretrial,prison,100%,white,,2.5833333333333335,56.0
9,pretrial,prison,100%,white,,2.5833333333333335,57.0
10,pretrial,prison,100%,white,,2.5833333333333335,58.0
11,pretrial,prison,100%,white,,2.5833333333333335,59.0
12,pretrial,prison,100%,non-white,,11.416666666666666,48.0
13,pretrial,prison,100%,non-white,,11.416666666666666,49.0
14,pretrial,prison,100%,non-white,,11.416666666666666,50.0
15,pretrial,prison,100%,non-white,,11.416666666666666,51.0
16,pretrial,prison,100%,non-white,,11.416666666666666,52.0
17,pretrial,prison,100%,non-white,,11.416666666666666,53.0
18,pretrial,prison,100%,non-white,,11.416666666666666,54.0
19,pretrial,prison,100%,non-white,,11.416666666666666,55.0
20,pretrial,prison,100%,non-white,,11.416666666666666,56.0
21,pretrial,prison,100%,non-white,,11.416666666666666,57.0
22,pretrial,prison,100%,non-white,,11.416666666666666,58.0
23,pretrial,prison,100%,non-white,,11.416666666666666,59.0
24,pretrial,prison,85%,white,,27.25,48.0
25,pretrial,prison,85%,white,,27.25,49.0
26,pretrial,prison,85%,white,,27.25,50.0
27,pretrial,prison,85%,white,,27.25,51.0
28,pretrial,prison,85%,white,,27.25,52.0
29,pretrial,prison,85%,white,,27.25,53.0
30,pretrial,prison,85%,white,,27.25,54.0
31,pretrial,prison,85%,white,,27.25,55.0
32,pretrial,prison,85%,white,,27.25,56.0
33,pretrial,prison,85%,white,,27.25,57.0
34,pretrial,prison,85%,white,,27.25,58.0
35,pretrial,prison,85%,white,,27.25,59.0
36,pretrial,prison,85%,non-white,,102.75,48.0
37,pretrial,prison,85%,non-white,,102.75,49.0
38,pretrial,prison,85%,non-white,,102.75,50.0
39,pretrial,prison,85%,non-white,,102.75,51.0
40,pretrial,prison,85%,non-white,,102.75,52.0
41,pretrial,prison,85%,non-white,,102.75,53.0
42,pretrial,prison,85%,non-white,,102.75,54.0
43,pretrial,prison,85%,non-white,,102.75,55.0
44,pretrial,prison,85%,non-white,,102.75,56.0
45,pretrial,prison,85%,non-white,,102.75,57.0
46,pretrial,prison,85%,non-white,,102.75,58.0
47,pretrial,prison,85%,non-white,,102.75,59.0
48,pretrial,prison,75%,white,,2.0833333333333335,48.0
49,pretrial,prison,75%,white,,2.0833333333333335,49.0
50,pretrial,prison,75%,white,,2.0833333333333335,50.0
51,pretrial,prison,75%,white,,2.0833333333333335,51.0
52,pretrial,prison,75%,white,,2.0833333333333335,52.0
53,pretrial,prison,75%,white,,2.0833333333333335,53.0
54,pretrial,prison,75%,white,,2.0833333333333335,54.0
55,pretrial,prison,75%,white,,2.0833333333333335,55.0
56,pretrial,prison,75%,white,,2.0833333333333335,56.0
57,pretrial,prison,75%,white,,2.0833333333333335,57.0
58,pretrial,prison,75%,white,,2.0833333333333335,58.0
59,pretrial,prison,75%,white,,2.0833333333333335,59.0
60,pretrial,prison,75%,non-white,,3.1666666666666665,48.0
61,pretrial,prison,75%,non-white,,3.1666666666666665,49.0
62,pretrial,prison,75%,non-white,,3.1666666666666665,50.0
63,pretrial,prison,75%,non-white,,3.1666666666666665,51.0
64,pretrial,prison,75%,non-white,,3.1666666666666665,52.0
65,pretrial,prison,75%,non-white,,3.1666666666666665,53.0
66,pretrial,prison,75%,non-white,,3.1666666666666665,54.0
67,pretrial,prison,75%,non-white,,3.1666666666666665,55.0
68,pretrial,prison,75%,non-white,,3.1666666666666665,56.0
69,pretrial,prison,75%,non-white,,3.1666666666666665,57.0
70,pretrial,prison,75%,non-white,,3.1666666666666665,58.0
71,pretrial,prison,75%,non-white,,3.1666666666666665,59.0
0,pretrial,prison,100%,white,,2.25,60.0
1,pretrial,prison,100%,white,,2.25,61.0
2,pretrial,prison,100%,white,,2.25,62.0
3,pretrial,prison,100%,white,,2.25,63.0
4,pretrial,prison,100%,white,,2.25,64.0
5,pretrial,prison,100%,white,,2.25,65.0
6,pretrial,prison,100%,white,,2.25,66.0
7,pretrial,prison,100%,white,,2.25,67.0
8,pretrial,prison,100%,white,,2.25,68.0
9,pretrial,prison,100%,white,,2.25,69.0
10,pretrial,prison,100%,white,,2.25,70.0
11,pretrial,prison,100%,white,,2.25,71.0
12,pretrial,prison,100%,non-white,,10.75,60.0
13,pretrial,prison,100%,non-white,,10.75,61.0
14,pretrial,prison,100%,non-white,,10.75,62.0
15,pretrial,prison,100%,non-white,,10.75,63.0
16,pretrial,prison,100%,non-white,,10.75,64.0
17,pretrial,prison,100%,non-white,,10.75,65.0
18,pretrial,prison,100%,non-white,,10.75,66.0
19,pretrial,prison,100%,non-white,,10.75,67.0
20,pretrial,prison,100%,non-white,,10.75,68.0
21,pretrial,prison,100%,non-white,,10.75,69.0
22,pretrial,prison,100%,non-white,,10.75,70.0
23,pretrial,prison,100%,non-white,,10.75,71.0
24,pretrial,prison,85%,white,,23.0,60.0
25,pretrial,prison,85%,white,,23.0,61.0
26,pretrial,prison,85%,white,,23.0,62.0
27,pretrial,prison,85%,white,,23.0,63.0
28,pretrial,prison,85%,white,,23.0,64.0
29,pretrial,prison,85%,white,,23.0,65.0
30,pretrial,prison,85%,white,,23.0,66.0
31,pretrial,prison,85%,white,,23.0,67.0
32,pretrial,prison,85%,white,,23.0,68.0
33,pretrial,prison,85%,white,,23.0,69.0
34,pretrial,prison,85%,white,,23.0,70.0
35,pretrial,prison,85%,white,,23.0,71.0
36,pretrial,prison,85%,non-white,,61.916666666666664,60.0
37,pretrial,prison,85%,non-white,,61.916666666666664,61.0
38,pretrial,prison,85%,non-white,,61.916666666666664,62.0
39,pretrial,prison,85%,non-white,,61.916666666666664,63.0
40,pretrial,prison,85%,non-white,,61.916666666666664,64.0
41,pretrial,prison,85%,non-white,,61.916666666666664,65.0
42,pretrial,prison,85%,non-white,,61.916666666666664,66.0
43,pretrial,prison,85%,non-white,,61.916666666666664,67.0
44,pretrial,prison,85%,non-white,,61.916666666666664,68.0
45,pretrial,prison,85%,non-white,,61.916666666666664,69.0
46,pretrial,prison,85%,non-white,,61.916666666666664,70.0
47,pretrial,prison,85%,non-white,,61.916666666666664,71.0
48,pretrial,prison,75%,white,,1.6666666666666667,60.0
49,pretrial,prison,75%,white,,1.6666666666666667,61.0
50,pretrial,prison,75%,white,,1.6666666666666667,62.0
51,pretrial,prison,75%,white,,1.6666666666666667,63.0
52,pretrial,prison,75%,white,,1.6666666666666667,64.0
53,pretrial,prison,75%,white,,1.6666666666666667,65.0
54,pretrial,prison,75%,white,,1.6666666666666667,66.0
55,pretrial,prison,75%,white,,1.6666666666666667,67.0
56,pretrial,prison,75%,white,,1.6666666666666667,68.0
57,pretrial,prison,75%,white,,1.6666666666666667,69.0
58,pretrial,prison,75%,white,,1.6666666666666667,70.0
59,pretrial,prison,75%,white,,1.6666666666666667,71.0
60,pretrial,prison,75%,non-white,,2.5,60.0
61,pretrial,prison,75%,non-white,,2.5,61.0
62,pretrial,prison,75%,non-white,,2.5,62.0
63,pretrial,prison,75%,non-white,,2.5,63.0
64,pretrial,prison,75%,non-white,,2.5,64.0
65,pretrial,prison,75%,non-white,,2.5,65.0
66,pretrial,prison,75%,non-white,,2.5,66.0
67,pretrial,prison,75%,non-white,,2.5,67.0
68,pretrial,prison,75%,non-white,,2.5,68.0
69,pretrial,prison,75%,non-white,,2.5,69.0
70,pretrial,prison,75%,non-white,,2.5,70.0
71,pretrial,prison,75%,non-white,,2.5,71.0
0,pretrial,prison,100%,white,,1.8333333333333333,72.0
1,pretrial,prison,100%,white,,1.8333333333333333,73.0
2,pretrial,prison,100%,white,,1.8333333333333333,74.0
3,pretrial,prison,100%,white,,1.8333333333333333,75.0
4,pretrial,prison,100%,white,,1.8333333333333333,76.0
5,pretrial,prison,100%,white,,1.8333333333333333,77.0
6,pretrial,prison,100%,white,,1.8333333333333333,78.0
7,pretrial,prison,100%,white,,1.8333333333333333,79.0
8,pretrial,prison,100%,white,,1.8333333333333333,80.0
9,pretrial,prison,100%,white,,1.8333333333333333,81.0
10,pretrial,prison,100%,white,,1.8333333333333333,82.0
11,pretrial,prison,100%,white,,1.8333333333333333,83.0
12,pretrial,prison,100%,non-white,,11.583333333333334,72.0
13,pretrial,prison,100%,non-white,,11.583333333333334,73.0
14,pretrial,prison,100%,non-white,,11.583333333333334,74.0
15,pretrial,prison,100%,non-white,,11.583333333333334,75.0
16,pretrial,prison,100%,non-white,,11.583333333333334,76.0
17,pretrial,prison,100%,non-white,,11.583333333333334,77.0
18,pretrial,prison,100%,non-white,,11.583333333333334,78.0
19,pretrial,prison,100%,non-white,,11.583333333333334,79.0
20,pretrial,prison,100%,non-white,,11.583333333333334,80.0
21,pretrial,prison,100%,non-white,,11.583333333333334,81.0
22,pretrial,prison,100%,non-white,,11.583333333333334,82.0
23,pretrial,prison,100%,non-white,,11.583333333333334,83.0
24,pretrial,prison,85%,white,,23.833333333333332,72.0
25,pretrial,prison,85%,white,,23.833333333333332,73.0
26,pretrial,prison,85%,white,,23.833333333333332,74.0
27,pretrial,prison,85%,white,,23.833333333333332,75.0
28,pretrial,prison,85%,white,,23.833333333333332,76.0
29,pretrial,prison,85%,white,,23.833333333333332,77.0
30,pretrial,prison,85%,white,,23.833333333333332,78.0
31,pretrial,prison,85%,white,,23.833333333333332,79.0
32,pretrial,prison,85%,white,,23.833333333333332,80.0
33,pretrial,prison,85%,white,,23.833333333333332,81.0
34,pretrial,prison,85%,white,,23.833333333333332,82.0
35,pretrial,prison,85%,white,,23.833333333333332,83.0
36,pretrial,prison,85%,non-white,,64.08333333333333,72.0
37,pretrial,prison,85%,non-white,,64.08333333333333,73.0
38,pretrial,prison,85%,non-white,,64.08333333333333,74.0
39,pretrial,prison,85%,non-white,,64.08333333333333,75.0
40,pretrial,prison,85%,non-white,,64.08333333333333,76.0
41,pretrial,prison,85%,non-white,,64.08333333333333,77.0
42,pretrial,prison,85%,non-white,,64.08333333333333,78.0
43,pretrial,prison,85%,non-white,,64.08333333333333,79.0
44,pretrial,prison,85%,non-white,,64.08333333333333,80.0
45,pretrial,prison,85%,non-white,,64.08333333333333,81.0
46,pretrial,prison,85%,non-white,,64.08333333333333,82.0
47,pretrial,prison,85%,non-white,,64.08333333333333,83.0
48,pretrial,prison,75%,white,,1.25,72.0
49,pretrial,prison,75%,white,,1.25,73.0
50,pretrial,prison,75%,white,,1.25,74.0
51,pretrial,prison,75%,white,,1.25,75.0
52,pretrial,prison,75%,white,,1.25,76.0
53,pretrial,prison,75%,white,,1.25,77.0
54,pretrial,prison,75%,white,,1.25,78.0
55,pretrial,prison,75%,white,,1.25,79.0
56,pretrial,prison,75%,white,,1.25,80.0
57,pretrial,prison,75%,white,,1.25,81.0
58,pretrial,prison,75%,white,,1.25,82.0
59,pretrial,prison,75%,white,,1.25,83.0
60,pretrial,prison,75%,non-white,,3.1666666666666665,72.0
61,pretrial,prison,75%,non-white,,3.1666666666666665,73.0
62,pretrial,prison,75%,non-white,,3.1666666666666665,74.0
63,pretrial,prison,75%,non-white,,3.1666666666666665,75.0
64,pretrial,prison,75%,non-white,,3.1666666666666665,76.0
65,pretrial,prison,75%,non-white,,3.1666666666666665,77.0
66,pretrial,prison,75%,non-white,,3.1666666666666665,78.0
67,pretrial,prison,75%,non-white,,3.1666666666666665,79.0
68,pretrial,prison,75%,non-white,,3.1666666666666665,80.0
69,pretrial,prison,75%,non-white,,3.1666666666666665,81.0
70,pretrial,prison,75%,non-white,,3.1666666666666665,82.0
71,pretrial,prison,75%,non-white,,3.1666666666666665,83.0
0,pretrial,prison,100%,white,,2.1666666666666665,84.0
1,pretrial,prison,100%,white,,2.1666666666666665,85.0
2,pretrial,prison,100%,white,,2.1666666666666665,86.0
3,pretrial,prison,100%,white,,2.1666666666666665,87.0
4,pretrial,prison,100%,white,,2.1666666666666665,88.0
5,pretrial,prison,100%,white,,2.1666666666666665,89.0
6,pretrial,prison,100%,white,,2.1666666666666665,90.0
7,pretrial,prison,100%,white,,2.1666666666666665,91.0
8,pretrial,prison,100%,white,,2.1666666666666665,92.0
9,pretrial,prison,100%,white,,2.1666666666666665,93.0
10,pretrial,prison,100%,white,,2.1666666666666665,94.0
11,pretrial,prison,100%,white,,2.1666666666666665,95.0
12,pretrial,prison,100%,non-white,,11.833333333333334,84.0
13,pretrial,prison,100%,non-white,,11.833333333333334,85.0
14,pretrial,prison,100%,non-white,,11.833333333333334,86.0
15,pretrial,prison,100%,non-white,,11.833333333333334,87.0
16,pretrial,prison,100%,non-white,,11.833333333333334,88.0
17,pretrial,prison,100%,non-white,,11.833333333333334,89.0
18,pretrial,prison,100%,non-white,,11.833333333333334,90.0
19,pretrial,prison,100%,non-white,,11.833333333333334,91.0
20,pretrial,prison,100%,non-white,,11.833333333333334,92.0
21,pretrial,prison,100%,non-white,,11.833333333333334,93.0
22,pretrial,prison,100%,non-white,,11.833333333333334,94.0
23,pretrial,prison,100%,non-white,,11.833333333333334,95.0
24,pretrial,prison,85%,white,,26.083333333333332,84.0
25,pretrial,prison,85%,white,,26.083333333333332,85.0
26,pretrial,prison,85%,white,,26.083333333333332,86.0
27,pretrial,prison,85%,white,,26.083333333333332,87.0
28,pretrial,prison,85%,white,,26.083333333333332,88.0
29,pretrial,prison,85%,white,,26.083333333333332,89.0
30,pretrial,prison,85%,white,,26.083333333333332,90.0
31,pretrial,prison,85%,white,,26.083333333333332,91.0
32,pretrial,prison,85%,white,,26.083333333333332,92.0
33,pretrial,prison,85%,white,,26.083333333333332,93.0
34,pretrial,prison,85%,white,,26.083333333333332,94.0
35,pretrial,prison,85%,white,,26.083333333333332,95.0
36,pretrial,prison,85%,non-white,,63.416666666666664,84.0
37,pretrial,prison,85%,non-white,,63.416666666666664,85.0
38,pretrial,prison,85%,non-white,,63.416666666666664,86.0
39,pretrial,prison,85%,non-white,,63.416666666666664,87.0
40,pretrial,prison,85%,non-white,,63.416666666666664,88.0
41,pretrial,prison,85%,non-white,,63.416666666666664,89.0
42,pretrial,prison,85%,non-white,,63.416666666666664,90.0
43,pretrial,prison,85%,non-white,,63.416666666666664,91.0
44,pretrial,prison,85%,non-white,,63.416666666666664,92.0
45,pretrial,prison,85%,non-white,,63.416666666666664,93.0
46,pretrial,prison,85%,non-white,,63.416666666666664,94.0
47,pretrial,prison,85%,non-white,,63.416666666666664,95.0
48,pretrial,prison,75%,white,,1.9166666666666667,84.0
49,pretrial,prison,75%,white,,1.9166666666666667,85.0
50,pretrial,prison,75%,white,,1.9166666666666667,86.0
51,pretrial,prison,75%,white,,1.9166666666666667,87.0
52,pretrial,prison,75%,white,,1.9166666666666667,88.0
53,pretrial,prison,75%,white,,1.9166666666666667,89.0
54,pretrial,prison,75%,white,,1.9166666666666667,90.0
55,pretrial,prison,75%,white,,1.9166666666666667,91.0
56,pretrial,prison,75%,white,,1.9166666666666667,92.0
57,pretrial,prison,75%,white,,1.9166666666666667,93.0
58,pretrial,prison,75%,white,,1.9166666666666667,94.0
59,pretrial,prison,75%,white,,1.9166666666666667,95.0
60,pretrial,prison,75%,non-white,,2.0,84.0
61,pretrial,prison,75%,non-white,,2.0,85.0
62,pretrial,prison,75%,non-white,,2.0,86.0
63,pretrial,prison,75%,non-white,,2.0,87.0
64,pretrial,prison,75%,non-white,,2.0,88.0
65,pretrial,prison,75%,non-white,,2.0,89.0
66,pretrial,prison,75%,non-white,,2.0,90.0
67,pretrial,prison,75%,non-white,,2.0,91.0
68,pretrial,prison,75%,non-white,,2.0,92.0
69,pretrial,prison,75%,non-white,,2.0,93.0
70,pretrial,prison,75%,non-white,,2.0,94.0
71,pretrial,prison,75%,non-white,,2.0,95.0
0,pretrial,prison,100%,white,,3.25,96.0
1,pretrial,prison,100%,white,,3.25,97.0
2,pretrial,prison,100%,white,,3.25,98.0
3,pretrial,prison,100%,white,,3.25,99.0
4,pretrial,prison,100%,white,,3.25,100.0
5,pretrial,prison,100%,white,,3.25,101.0
6,pretrial,prison,100%,white,,3.25,102.0
7,pretrial,prison,100%,white,,3.25,103.0
8,pretrial,prison,100%,white,,3.25,104.0
9,pretrial,prison,100%,white,,3.25,105.0
10,pretrial,prison,100%,white,,3.25,106.0
11,pretrial,prison,100%,white,,3.25,107.0
12,pretrial,prison,100%,non-white,,10.583333333333334,96.0
13,pretrial,prison,100%,non-white,,10.583333333333334,97.0
14,pretrial,prison,100%,non-white,,10.583333333333334,98.0
15,pretrial,prison,100%,non-white,,10.583333333333334,99.0
16,pretrial,prison,100%,non-white,,10.583333333333334,100.0
17,pretrial,prison,100%,non-white,,10.583333333333334,101.0
18,pretrial,prison,100%,non-white,,10.583333333333334,102.0
19,pretrial,prison,100%,non-white,,10.583333333333334,103.0
20,pretrial,prison,100%,non-white,,10.583333333333334,104.0
21,pretrial,prison,100%,non-white,,10.583333333333334,105.0
22,pretrial,prison,100%,non-white,,10.583333333333334,106.0
23,pretrial,prison,100%,non-white,,10.583333333333334,107.0
24,pretrial,prison,85%,white,,28.833333333333332,96.0
25,pretrial,prison,85%,white,,28.833333333333332,97.0
26,pretrial,prison,85%,white,,28.833333333333332,98.0
27,pretrial,prison,85%,white,,28.833333333333332,99.0
28,pretrial,prison,85%,white,,28.833333333333332,100.0
29,pretrial,prison,85%,white,,28.833333333333332,101.0
30,pretrial,prison,85%,white,,28.833333333333332,102.0
31,pretrial,prison,85%,white,,28.833333333333332,103.0
32,pretrial,prison,85%,white,,28.833333333333332,104.0
33,pretrial,prison,85%,white,,28.833333333333332,105.0
34,pretrial,prison,85%,white,,28.833333333333332,106.0
35,pretrial,prison,85%,white,,28.833333333333332,107.0
36,pretrial,prison,85%,non-white,,58.916666666666664,96.0
37,pretrial,prison,85%,non-white,,58.916666666666664,97.0
38,pretrial,prison,85%,non-white,,58.916666666666664,98.0
39,pretrial,prison,85%,non-white,,58.916666666666664,99.0
40,pretrial,prison,85%,non-white,,58.916666666666664,100.0
41,pretrial,prison,85%,non-white,,58.916666666666664,101.0
42,pretrial,prison,85%,non-white,,58.916666666666664,102.0
43,pretrial,prison,85%,non-white,,58.916666666666664,103.0
44,pretrial,prison,85%,non-white,,58.916666666666664,104.0
45,pretrial,prison,85%,non-white,,58.916666666666664,105.0
46,pretrial,prison,85%,non-white,,58.916666666666664,106.0
47,pretrial,prison,85%,non-white,,58.916666666666664,107.0
48,pretrial,prison,75%,white,,1.75,96.0
49,pretrial,prison,75%,white,,1.75,97.0
50,pretrial,prison,75%,white,,1.75,98.0
