,compartment,outflow_to,tis_percentage,race,compartment_duration,total_population,time_step
51,pretrial,prison,75%,white,,1.75,99.0
52,pretrial,prison,75%,white,,1.75,100.0
53,pretrial,prison,75%,white,,1.75,101.0
54,pretrial,prison,75%,white,,1.75,102.0
55,pretrial,prison,75%,white,,1.75,103.0
56,pretrial,prison,75%,white,,1.75,104.0
57,pretrial,prison,75%,white,,1.75,105.0
58,pretrial,prison,75%,white,,1.75,106.0
59,pretrial,prison,75%,white,,1.75,107.0
60,pretrial,prison,75%,non-white,,1.8333333333333333,96.0
61,pretrial,prison,75%,non-white,,1.8333333333333333,97.0
62,pretrial,prison,75%,non-white,,1.8333333333333333,98.0
63,pretrial,prison,75%,non-white,,1.8333333333333333,99.0
64,pretrial,prison,75%,non-white,,1.8333333333333333,100.0
65,pretrial,prison,75%,non-white,,1.8333333333333333,101.0
66,pretrial,prison,75%,non-white,,1.8333333333333333,102.0
67,pretrial,prison,75%,non-white,,1.8333333333333333,103.0
68,pretrial,prison,75%,non-white,,1.8333333333333333,104.0
69,pretrial,prison,75%,non-white,,1.8333333333333333,105.0
70,pretrial,prison,75%,non-white,,1.8333333333333333,106.0
71,pretrial,prison,75%,non-white,,1.8333333333333333,107.0
0,prison,,100%,white,,471.0,0.0
1,prison,,100%,white,,471.0,1.0
2,prison,,100%,white,,471.0,2.0
3,prison,,100%,white,,471.0,3.0
4,prison,,100%,white,,471.0,4.0
5,prison,,100%,white,,471.0,5.0
6,prison,,100%,white,,471.0,6.0
7,prison,,100%,white,,471.0,7.0
8,prison,,100%,white,,471.0,8.0
9,prison,,100%,white,,471.0,9.0
10,prison,,100%,white,,471.0,10.0
11,prison,,100%,white,,471.0,11.0
12,prison,,100%,non-white,,2405.0,0.0
13,prison,,100%,non-white,,2405.0,1.0
14,prison,,100%,non-white,,2405.0,2.0
15,prison,,100%,non-white,,2405.0,3.0
16,prison,,100%,non-white,,2405.0,4.0
17,prison,,100%,non-white,,2405.0,5.0
18,prison,,100%,non-white,,2405.0,6.0
19,prison,,100%,non-white,,2405.0,7.0
20,prison,,100%,non-white,,2405.0,8.0
21,prison,,100%,non-white,,2405.0,9.0
22,prison,,100%,non-white,,2405.0,10.0
23,prison,,100%,non-white,,2405.0,11.0
24,prison,,85%,white,,2123.0,0.0
25,prison,,85%,white,,2123.0,1.0
26,prison,,85%,white,,2123.0,2.0
27,prison,,85%,white,,2123.0,3.0
28,prison,,85%,white,,2123.0,4.0
29,prison,,85%,white,,2123.0,5.0
30,prison,,85%,white,,2123.0,6.0
31,prison,,85%,white,,2123.0,7.0
32,prison,,85%,white,,2123.0,8.0
33,prison,,85%,white,,2123.0,9.0
34,prison,,85%,white,,2123.0,10.0
35,prison,,85%,white,,2123.0,11.0
36,prison,,85%,non-white,,4999.0,0.0
37,prison,,85%,non-white,,4999.0,1.0
38,prison,,85%,non-white,,4999.0,2.0
39,prison,,85%,non-white,,4999.0,3.0
40,prison,,85%,non-white,,4999.0,4.0
41,prison,,85%,non-white,,4999.0,5.0
42,prison,,85%,non-white,,4999.0,6.0
43,prison,,85%,non-white,,4999.0,7.0
44,prison,,85%,non-white,,4999.0,8.0
45,prison,,85%,non-white,,4999.0,9.0
46,prison,,85%,non-white,,4999.0,10.0
47,prison,,85%,non-white,,4999.0,11.0
48,prison,,75%,white,,64.0,0.0
49,prison,,75%,white,,64.0,1.0
50,prison,,75%,white,,64.0,2.0
51,prison,,75%,white,,64.0,3.0
52,prison,,75%,white,,64.0,4.0
53,prison,,75%,white,,64.0,5.0
54,prison,,75%,white,,64.0,6.0
55,prison,,75%,white,,64.0,7.0
56,prison,,75%,white,,64.0,8.0
57,prison,,75%,white,,64.0,9.0
58,prison,,75%,white,,64.0,10.0
59,prison,,75%,white,,64.0,11.0
60,prison,,75%,non-white,,137.0,0.0
61,prison,,75%,non-white,,137.0,1.0
62,prison,,75%,non-white,,137.0,2.0
63,prison,,75%,non-white,,137.0,3.0
64,prison,,75%,non-white,,137.0,4.0
65,prison,,75%,non-white,,137.0,5.0
66,prison,,75%,non-white,,137.0,6.0
67,prison,,75%,non-white,,137.0,7.0
68,prison,,75%,non-white,,137.0,8.0
69,prison,,75%,non-white,,137.0,9.0
70,prison,,75%,non-white,,137.0,10.0
71,prison,,75%,non-white,,137.0,11.0
0,prison,,100%,white,,515.0,12.0
1,prison,,100%,white,,515.0,13.0
2,prison,,100%,white,,515.0,14.0
3,prison,,100%,white,,515.0,15.0
4,prison,,100%,white,,515.0,16.0
5,prison,,100%,white,,515.0,17.0
6,prison,,100%,white,,515.0,18.0
7,prison,,100%,white,,515.0,19.0
8,prison,,100%,white,,515.0,20.0
9,prison,,100%,white,,515.0,21.0
10,prison,,100%,white,,515.0,22.0
11,prison,,100%,white,,515.0,23.0
12,prison,,100%,non-white,,2566.0,12.0
13,prison,,100%,non-white,,2566.0,13.0
14,prison,,100%,non-white,,2566.0,14.0
15,prison,,100%,non-white,,2566.0,15.0
16,prison,,100%,non-white,,2566.0,16.0
17,prison,,100%,non-white,,2566.0,17.0
18,prison,,100%,non-white,,2566.0,18.0
19,prison,,100%,non-white,,2566.0,19.0
20,prison,,100%,non-white,,2566.0,20.0
21,prison,,100%,non-white,,2566.0,21.0
22,prison,,100%,non-white,,2566.0,22.0
23,prison,,100%,non-white,,2566.0,23.0
24,prison,,85%,white,,2233.0,12.0
25,prison,,85%,white,,2233.0,13.0
26,prison,,85%,white,,2233.0,14.0
27,prison,,85%,white,,2233.0,15.0
28,prison,,85%,white,,2233.0,16.0
29,prison,,85%,white,,2233.0,17.0
30,prison,,85%,white,,2233.0,18.0
31,prison,,85%,white,,2233.0,19.0
32,prison,,85%,white,,2233.0,20.0
33,prison,,85%,white,,2233.0,21.0
34,prison,,85%,white,,2233.0,22.0
35,prison,,85%,white,,2233.0,23.0
36,prison,,85%,non-white,,5320.0,12.0
37,prison,,85%,non-white,,5320.0,13.0
38,prison,,85%,non-white,,5320.0,14.0
39,prison,,85%,non-white,,5320.0,15.0
40,prison,,85%,non-white,,5320.0,16.0
41,prison,,85%,non-white,,5320.0,17.0
42,prison,,85%,non-white,,5320.0,18.0
43,prison,,85%,non-white,,5320.0,19.0
44,prison,,85%,non-white,,5320.0,20.0
45,prison,,85%,non-white,,5320.0,21.0
46,prison,,85%,non-white,,5320.0,22.0
47,prison,,85%,non-white,,5320.0,23.0
48,prison,,75%,white,,86.0,12.0
49,prison,,75%,white,,86.0,13.0
50,prison,,75%,white,,86.0,14.0
51,prison,,75%,white,,86.0,15.0
52,prison,,75%,white,,86.0,16.0
53,prison,,75%,white,,86.0,17.0
54,prison,,75%,white,,86.0,18.0
55,prison,,75%,white,,86.0,19.0
56,prison,,75%,white,,86.0,20.0
57,prison,,75%,white,,86.0,21.0
58,prison,,75%,white,,86.0,22.0
59,prison,,75%,white,,86.0,23.0
60,prison,,75%,non-white,,172.0,12.0
61,prison,,75%,non-white,,172.0,13.0
62,prison,,75%,non-white,,172.0,14.0
63,prison,,75%,non-white,,172.0,15.0
64,prison,,75%,non-white,,172.0,16.0
65,prison,,75%,non-white,,172.0,17.0
66,prison,,75%,non-white,,172.0,18.0
67,prison,,75%,non-white,,172.0,19.0
68,prison,,75%,non-white,,172.0,20.0
69,prison,,75%,non-white,,172.0,21.0
70,prison,,75%,non-white,,172.0,22.0
71,prison,,75%,non-white,,172.0,23.0
0,prison,,100%,white,,542.0,24.0
1,prison,,100%,white,,542.0,25.0
2,prison,,100%,white,,542.0,26.0
3,prison,,100%,white,,542.0,27.0
4,prison,,100%,white,,542.0,28.0
5,prison,,100%,white,,542.0,29.0
6,prison,,100%,white,,542.0,30.0
7,prison,,100%,white,,542.0,31.0
8,prison,,100%,white,,542.0,32.0
9,prison,,100%,white,,542.0,33.0
10,prison,,100%,white,,542.0,34.0
11,prison,,100%,white,,542.0,35.0
12,prison,,100%,non-white,,2720.0,24.0
13,prison,,100%,non-white,,2720.0,25.0
14,prison,,100%,non-white,,2720.0,26.0
15,prison,,100%,non-white,,2720.0,27.0
16,prison,,100%,non-white,,2720.0,28.0
17,prison,,100%,non-white,,2720.0,29.0
18,prison,,100%,non-white,,2720.0,30.0
19,prison,,100%,non-white,,2720.0,31.0
20,prison,,100%,non-white,,2720.0,32.0
21,prison,,100%,non-white,,2720.0,33.0
22,prison,,100%,non-white,,2720.0,34.0
23,prison,,100%,non-white,,2720.0,35.0
24,prison,,85%,white,,2333.0,24.0
25,prison,,85%,white,,2333.0,25.0
26,prison,,85%,white,,2333.0,26.0
27,prison,,85%,white,,2333.0,27.0
28,prison,,85%,white,,2333.0,28.0
29,prison,,85%,white,,2333.0,29.0
30,prison,,85%,white,,2333.0,30.0
31,prison,,85%,white,,2333.0,31.0
32,prison,,85%,white,,2333.0,32.0
33,prison,,85%,white,,2333.0,33.0
34,prison,,85%,white,,2333.0,34.0
35,prison,,85%,white,,2333.0,35.0
36,prison,,85%,non-white,,5633.0,24.0
37,prison,,85%,non-white,,5633.0,25.0
38,prison,,85%,non-white,,5633.0,26.0
39,prison,,85%,non-white,,5633.0,27.0
40,prison,,85%,non-white,,5633.0,28.0
41,prison,,85%,non-white,,5633.0,29.0
42,prison,,85%,non-white,,5633.0,30.0
43,prison,,85%,non-white,,5633.0,31.0
44,prison,,85%,non-white,,5633.0,32.0
45,prison,,85%,non-white,,5633.0,33.0
46,prison,,85%,non-white,,5633.0,34.0
47,prison,,85%,non-white,,5633.0,35.0
48,prison,,75%,white,,100.0,24.0
49,prison,,75%,white,,100.0,25.0
50,prison,,75%,white,,100.0,26.0
51,prison,,75%,white,,100.0,27.0
52,prison,,75%,white,,100.0,28.0
53,prison,,75%,white,,100.0,29.0
54,prison,,75%,white,,100.0,30.0
55,prison,,75%,white,,100.0,31.0
56,prison,,75%,white,,100.0,32.0
57,prison,,75%,white,,100.0,33.0
58,prison,,75%,white,,100.0,34.0
59,prison,,75%,white,,100.0,35.0
60,prison,,75%,non-white,,209.0,24.0
61,prison,,75%,non-white,,209.0,25.0
62,prison,,75%,non-white,,209.0,26.0
63,prison,,75%,non-white,,209.0,27.0
64,prison,,75%,non-white,,209.0,28.0
65,prison,,75%,non-white,,209.0,29.0
66,prison,,75%,non-white,,209.0,30.0
67,prison,,75%,non-white,,209.0,31.0
68,prison,,75%,non-white,,209.0,32.0
69,prison,,75%,non-white,,209.0,33.0
70,prison,,75%,non-white,,209.0,34.0
71,prison,,75%,non-white,,209.0,35.0
0,prison,,100%,white,,575.0,36.0
1,prison,,100%,white,,575.0,37.0
2,prison,,100%,white,,575.0,38.0
3,prison,,100%,white,,575.0,39.0
4,prison,,100%,white,,575.0,40.0
5,prison,,100%,white,,575.0,41.0
6,prison,,100%,white,,575.0,42.0
7,prison,,100%,white,,575.0,43.0
8,prison,,100%,white,,575.0,44.0
9,prison,,100%,white,,575.0,45.0
10,prison,,100%,white,,575.0,46.0
11,prison,,100%,white,,575.0,47.0
12,prison,,100%,non-white,,2893.0,36.0
13,prison,,100%,non-white,,2893.0,37.0
14,prison,,100%,non-white,,2893.0,38.0
15,prison,,100%,non-white,,2893.0,39.0
16,prison,,100%,non-white,,2893.0,40.0
17,prison,,100%,non-white,,2893.0,41.0
18,prison,,100%,non-white,,2893.0,42.0
19,prison,,100%,non-white,,2893.0,43.0
20,prison,,100%,non-white,,2893.0,44.0
21,prison,,100%,non-white,,2893.0,45.0
22,prison,,100%,non-white,,2893.0,46.0
23,prison,,100%,non-white,,2893.0,47.0
24,prison,,85%,white,,2565.0,36.0
25,prison,,85%,white,,2565.0,37.0
26,prison,,85%,white,,2565.0,38.0
27,prison,,85%,white,,2565.0,39.0
28,prison,,85%,white,,2565.0,40.0
29,prison,,85%,white,,2565.0,41.0
30,prison,,85%,white,,2565.0,42.0
31,prison,,85%,white,,2565.0,43.0
32,prison,,85%,white,,2565.0,44.0
33,prison,,85%,white,,2565.0,45.0
34,prison,,85%,white,,2565.0,46.0
35,prison,,85%,white,,2565.0,47.0
36,prison,,85%,non-white,,6278.0,36.0
37,prison,,85%,non-white,,6278.0,37.0
38,prison,,85%,non-white,,6278.0,38.0
39,prison,,85%,non-white,,6278.0,39.0
40,prison,,85%,non-white,,6278.0,40.0
41,prison,,85%,non-white,,6278.0,41.0
42,prison,,85%,non-white,,6278.0,42.0
43,prison,,85%,non-white,,6278.0,43.0
44,prison,,85%,non-white,,6278.0,44.0
45,prison,,85%,non-white,,6278.0,45.0
46,prison,,85%,non-white,,6278.0,46.0
47,prison,,85%,non-white,,6278.0,47.0
48,prison,,75%,white,,0.0,36.0
49,prison,,75%,white,,0.0,37.0
50,prison,,75%,white,,0.0,38.0
51,prison,,75%,white,,0.0,39.0
52,prison,,75%,white,,0.0,40.0
53,prison,,75%,white,,0.0,41.0
54,prison,,75%,white,,0.0,42.0
55,prison,,75%,white,,0.0,43.0
56,prison,,75%,white,,0.0,44.0
57,prison,,75%,white,,0.0,45.0
58,prison,,75%,white,,0.0,46.0
59,prison,,75%,white,,0.0,47.0
60,prison,,75%,non-white,,0.0,36.0
61,prison,,75%,non-white,,0.0,37.0
62,prison,,75%,non-white,,0.0,38.0
63,prison,,75%,non-white,,0.0,39.0
64,prison,,75%,non-white,,0.0,40.0
65,prison,,75%,non-white,,0.0,41.0
66,prison,,75%,non-white,,0.0,42.0
67,prison,,75%,non-white,,0.0,43.0
68,prison,,75%,non-white,,0.0,44.0
69,prison,,75%,non-white,,0.0,45.0
70,prison,,75%,non-white,,0.0,46.0
71,prison,,75%,non-white,,0.0,47.0
0,prison,,100%,white,,789.0,48.0
1,prison,,100%,white,,789.0,49.0
2,prison,,100%,white,,789.0,50.0
3,prison,,100%,white,,789.0,51.0
4,prison,,100%,white,,789.0,52.0
5,prison,,100%,white,,789.0,53.0
6,prison,,100%,white,,789.0,54.0
7,prison,,100%,white,,789.0,55.0
8,prison,,100%,white,,789.0,56.0
9,prison,,100%,white,,789.0,57.0
10,prison,,100%,white,,789.0,58.0
11,prison,,100%,white,,789.0,59.0
12,prison,,100%,non-white,,3927.0,48.0
13,prison,,100%,non-white,,3927.0,49.0
14,prison,,100%,non-white,,3927.0,50.0
15,prison,,100%,non-white,,3927.0,51.0
16,prison,,100%,non-white,,3927.0,52.0
17,prison,,100%,non-white,,3927.0,53.0
18,prison,,100%,non-white,,3927.0,54.0
19,prison,,100%,non-white,,3927.0,55.0
20,prison,,100%,non-white,,3927.0,56.0
21,prison,,100%,non-white,,3927.0,57.0
22,prison,,100%,non-white,,3927.0,58.0
23,prison,,100%,non-white,,3927.0,59.0
24,prison,,85%,white,,3032.0,48.0
25,prison,,85%,white,,3032.0,49.0
26,prison,,85%,white,,3032.0,50.0
27,prison,,85%,white,,3032.0,51.0
28,prison,,85%,white,,3032.0,52.0
29,prison,,85%,white,,3032.0,53.0
30,prison,,85%,white,,3032.0,54.0
31,prison,,85%,white,,3032.0,55.0
32,prison,,85%,white,,3032.0,56.0
33,prison,,85%,white,,3032.0,57.0
34,prison,,85%,white,,3032.0,58.0
35,prison,,85%,white,,3032.0,59.0
36,prison,,85%,non-white,,9121.0,48.0
37,prison,,85%,non-white,,9121.0,49.0
38,prison,,85%,non-white,,9121.0,50.0
39,prison,,85%,non-white,,9121.0,51.0
40,prison,,85%,non-white,,9121.0,52.0
41,prison,,85%,non-white,,9121.0,53.0
42,prison,,85%,non-white,,9121.0,54.0
43,prison,,85%,non-white,,9121.0,55.0
44,prison,,85%,non-white,,9121.0,56.0
45,prison,,85%,non-white,,9121.0,57.0
46,prison,,85%,non-white,,9121.0,58.0
47,prison,,85%,non-white,,9121.0,59.0
48,prison,,75%,white,,147.0,48.0
49,prison,,75%,white,,147.0,49.0
50,prison,,75%,white,,147.0,50.0
51,prison,,75%,white,,147.0,51.0
52,prison,,75%,white,,147.0,52.0
53,prison,,75%,white,,147.0,53.0
54,prison,,75%,white,,147.0,54.0
55,prison,,75%,white,,147.0,55.0
56,prison,,75%,white,,147.0,56.0
57,prison,,75%,white,,147.0,57.0
58,prison,,75%,white,,147.0,58.0
59,prison,,75%,white,,147.0,59.0
60,prison,,75%,non-white,,288.0,48.0
61,prison,,75%,non-white,,288.0,49.0
62,prison,,75%,non-white,,288.0,50.0
63,prison,,75%,non-white,,288.0,51.0
64,prison,,75%,non-white,,288.0,52.0
65,prison,,75%,non-white,,288.0,53.0
66,prison,,75%,non-white,,288.0,54.0
67,prison,,75%,non-white,,288.0,55.0
68,prison,,75%,non-white,,288.0,56.0
69,prison,,75%,non-white,,288.0,57.0
70,prison,,75%,non-white,,288.0,58.0
71,prison,,75%,non-white,,288.0,59.0
0,prison,,100%,white,,622.0,60.0
1,prison,,100%,white,,622.0,61.0
2,prison,,100%,white,,622.0,62.0
3,prison,,100%,white,,622.0,63.0
4,prison,,100%,white,,622.0,64.0
5,prison,,100%,white,,622.0,65.0
6,prison,,100%,white,,622.0,66.0
7,prison,,100%,white,,622.0,67.0
8,prison,,100%,white,,622.0,68.0
9,prison,,100%,white,,622.0,69.0
10,prison,,100%,white,,622.0,70.0
11,prison,,100%,white,,622.0,71.0
12,prison,,100%,non-white,,3124.0,60.0
13,prison,,100%,non-white,,3124.0,61.0
14,prison,,100%,non-white,,3124.0,62.0
15,prison,,100%,non-white,,3124.0,63.0
16,prison,,100%,non-white,,3124.0,64.0
17,prison,,100%,non-white,,3124.0,65.0
18,prison,,100%,non-white,,3124.0,66.0
19,prison,,100%,non-white,,3124.0,67.0
20,prison,,100%,non-white,,3124.0,68.0
21,prison,,100%,non-white,,3124.0,69.0
22,prison,,100%,non-white,,3124.0,70.0
23,prison,,100%,non-white,,3124.0,71.0
24,prison,,85%,white,,2589.0,60.0
25,prison,,85%,white,,2589.0,61.0
26,prison,,85%,white,,2589.0,62.0
27,prison,,85%,white,,2589.0,63.0
28,prison,,85%,white,,2589.0,64.0
29,prison,,85%,white,,2589.0,65.0
30,prison,,85%,white,,2589.0,66.0
31,prison,,85%,white,,2589.0,67.0
32,prison,,85%,white,,2589.0,68.0
33,prison,,85%,white,,2589.0,69.0
34,prison,,85%,white,,2589.0,70.0
35,prison,,85%,white,,2589.0,71.0
36,prison,,85%,non-white,,6515.0,60.0
37,prison,,85%,non-white,,6515.0,61.0
38,prison,,85%,non-white,,6515.0,62.0
39,prison,,85%,non-white,,6515.0,63.0
40,prison,,85%,non-white,,6515.0,64.0
41,prison,,85%,non-white,,6515.0,65.0
42,prison,,85%,non-white,,6515.0,66.0
43,prison,,85%,non-white,,6515.0,67.0
44,prison,,85%,non-white,,6515.0,68.0
45,prison,,85%,non-white,,6515.0,69.0
46,prison,,85%,non-white,,6515.0,70.0
47,prison,,85%,non-white,,6515.0,71.0
48,prison,,75%,white,,149.0,60.0
49,prison,,75%,white,,149.0,61.0
50,prison,,75%,white,,149.0,62.0
51,prison,,75%,white,,149.0,63.0
52,prison,,75%,white,,149.0,64.0
53,prison,,75%,white,,149.0,65.0
54,prison,,75%,white,,149.0,66.0
55,prison,,75%,white,,149.0,67.0
56,prison,,75%,white,,149.0,68.0
57,prison,,75%,white,,149.0,69.0
58,prison,,75%,white,,149.0,70.0
59,prison,,75%,white,,149.0,71.0
60,prison,,75%,non-white,,283.0,60.0
61,prison,,75%,non-white,,283.0,61.0
62,prison,,75%,non-white,,283.0,62.0
63,prison,,75%,non-white,,283.0,63.0
64,prison,,75%,non-white,,283.0,64.0
65,prison,,75%,non-white,,283.0,65.0
66,prison,,75%,non-white,,283.0,66.0
67,prison,,75%,non-white,,283.0,67.0
68,prison,,75%,non-white,,283.0,68.0
69,prison,,75%,non-white,,283.0,69.0
70,prison,,75%,non-white,,283.0,70.0
71,prison,,75%,non-white,,283.0,71.0
0,prison,,100%,white,,644.0,72.0
1,prison,,100%,white,,644.0,73.0
2,prison,,100%,white,,644.0,74.0
3,prison,,100%,white,,644.0,75.0
4,prison,,100%,white,,644.0,76.0
5,prison,,100%,white,,644.0,77.0
6,prison,,100%,white,,644.0,78.0
7,prison,,100%,white,,644.0,79.0
8,prison,,100%,white,,644.0,80.0
9,prison,,100%,white,,644.0,81.0
10,prison,,100%,white,,644.0,82.0
11,prison,,100%,white,,644.0,83.0
12,prison,,100%,non-white,,3255.0,72.0
13,prison,,100%,non-white,,3255.0,73.0
14,prison,,100%,non-white,,3255.0,74.0
15,prison,,100%,non-white,,3255.0,75.0
16,prison,,100%,non-white,,3255.0,76.0
17,prison,,100%,non-white,,3255.0,77.0
18,prison,,100%,non-white,,3255.0,78.0
19,prison,,100%,non-white,,3255.0,79.0
20,prison,,100%,non-white,,3255.0,80.0
21,prison,,100%,non-white,,3255.0,81.0
22,prison,,100%,non-white,,3255.0,82.0
23,prison,,100%,non-white,,3255.0,83.0
24,prison,,85%,white,,2639.0,72.0
25,prison,,85%,white,,2639.0,73.0
26,prison,,85%,white,,2639.0,74.0
27,prison,,85%,white,,2639.0,75.0
28,prison,,85%,white,,2639.0,76.0
29,prison,,85%,white,,2639.0,77.0
30,prison,,85%,white,,2639.0,78.0
31,prison,,85%,white,,2639.0,79.0
32,prison,,85%,white,,2639.0,80.0
33,prison,,85%,white,,2639.0,81.0
34,prison,,85%,white,,2639.0,82.0
35,prison,,85%,white,,2639.0,83.0
36,prison,,85%,non-white,,6659.0,72.0
37,prison,,85%,non-white,,6659.0,73.0
38,prison,,85%,non-white,,6659.0,74.0
39,prison,,85%,non-white,,6659.0,75.0
40,prison,,85%,non-white,,6659.0,76.0
41,prison,,85%,non-white,,6659.0,77.0
42,prison,,85%,non-white,,6659.0,78.0
43,prison,,85%,non-white,,6659.0,79.0
44,prison,,85%,non-white,,6659.0,80.0
45,prison,,85%,non-white,,6659.0,81.0
46,prison,,85%,non-white,,6659.0,82.0
47,prison,,85%,non-white,,6659.0,83.0
48,prison,,75%,white,,159.0,72.0
49,prison,,75%,white,,159.0,73.0
50,prison,,75%,white,,159.0,74.0
51,prison,,75%,white,,159.0,75.0
52,prison,,75%,white,,159.0,76.0
53,prison,,75%,white,,159.0,77.0
54,prison,,75%,white,,159.0,78.0
55,prison,,75%,white,,159.0,79.0
56,prison,,75%,white,,159.0,80.0
57,prison,,75%,white,,159.0,81.0
58,prison,,75%,white,,159.0,82.0
59,prison,,75%,white,,159.0,83.0
60,prison,,75%,non-white,,285.0,72.0
61,prison,,75%,non-white,,285.0,73.0
62,prison,,75%,non-white,,285.0,74.0
63,prison,,75%,non-white,,285.0,75.0
64,prison,,75%,non-white,,285.0,76.0
65,prison,,75%,non-white,,285.0,77.0
66,prison,,75%,non-white,,285.0,78.0
67,prison,,75%,non-white,,285.0,79.0
68,prison,,75%,non-white,,285.0,80.0
69,prison,,75%,non-white,,285.0,81.0
70,prison,,75%,non-white,,285.0,82.0
71,prison,,75%,non-white,,285.0,83.0
0,prison,,100%,white,,666.0,84.0
1,prison,,100%,white,,666.0,85.0
2,prison,,100%,white,,666.0,86.0
3,prison,,100%,white,,666.0,87.0
4,prison,,100%,white,,666.0,88.0
5,prison,,100%,white,,666.0,89.0
6,prison,,100%,white,,666.0,90.0
7,prison,,100%,white,,666.0,91.0
8,prison,,100%,white,,666.0,92.0
9,prison,,100%,white,,666.0,93.0
10,prison,,100%,white,,666.0,94.0
11,prison,,100%,white,,666.0,95.0
12,prison,,100%,non-white,,3351.0,84.0
13,prison,,100%,non-white,,3351.0,85.0
14,prison,,100%,non-white,,3351.0,86.0
15,prison,,100%,non-white,,3351.0,87.0
16,prison,,100%,non-white,,3351.0,88.0
17,prison,,100%,non-white,,3351.0,89.0
18,prison,,100%,non-white,,3351.0,90.0
19,prison,,100%,non-white,,3351.0,91.0
20,prison,,100%,non-white,,3351.0,92.0
21,prison,,100%,non-white,,3351.0,93.0
22,prison,,100%,non-white,,3351.0,94.0
23,prison,,100%,non-white,,3351.0,95.0
24,prison,,85%,white,,2673.0,84.0
25,prison,,85%,white,,2673.0,85.0
26,prison,,85%,white,,2673.0,86.0
27,prison,,85%,white,,2673.0,87.0
28,prison,,85%,white,,2673.0,88.0
29,prison,,85%,white,,2673.0,89.0
30,prison,,85%,white,,2673.0,90.0
31,prison,,85%,white,,2673.0,91.0
32,prison,,85%,white,,2673.0,92.0
33,prison,,85%,white,,2673.0,93.0
34,prison,,85%,white,,2673.0,94.0
35,prison,,85%,white,,2673.0,95.0
36,prison,,85%,non-white,,6718.0,84.0
37,prison,,85%,non-white,,6718.0,85.0
38,prison,,85%,non-white,,6718.0,86.0
39,prison,,85%,non-white,,6718.0,87.0
40,prison,,85%,non-white,,6718.0,88.0
41,prison,,85%,non-white,,6718.0,89.0
42,prison,,85%,non-white,,6718.0,90.0
43,prison,,85%,non-white,,6718.0,91.0
44,prison,,85%,non-white,,6718.0,92.0
45,prison,,85%,non-white,,6718.0,93.0
46,prison,,85%,non-white,,6718.0,94.0
47,prison,,85%,non-white,,6718.0,95.0
48,prison,,75%,white,,161.0,84.0
49,prison,,75%,white,,161.0,85.0
50,prison,,75%,white,,161.0,86.0
51,prison,,75%,white,,161.0,87.0
52,prison,,75%,white,,161.0,88.0
53,prison,,75%,white,,161.0,89.0
54,prison,,75%,white,,161.0,90.0
55,prison,,75%,white,,161.0,91.0
56,prison,,75%,white,,161.0,92.0
57,prison,,75%,white,,161.0,93.0
58,prison,,75%,white,,161.0,94.0
59,prison,,75%,white,,161.0,95.0
60,prison,,75%,non-white,,266.0,84.0
61,prison,,75%,non-white,,266.0,85.0
62,prison,,75%,non-white,,266.0,86.0
63,prison,,75%,non-white,,266.0,87.0
64,prison,,75%,non-white,,266.0,88.0
65,prison,,75%,non-white,,266.0,89.0
66,prison,,75%,non-white,,266.0,90.0
67,prison,,75%,non-white,,266.0,91.0
68,prison,,75%,non-white,,266.0,92.0
69,prison,,75%,non-white,,266.0,93.0
70,prison,,75%,non-white,,266.0,94.0
71,prison,,75%,non-white,,266.0,95.0
0,prison,,100%,white,,695.0,96.0
1,prison,,100%,white,,695.0,97.0
2,prison,,100%,white,,695.0,98.0
3,prison,,100%,white,,695.0,99.0
4,prison,,100%,white,,695.0,100.0
5,prison,,100%,white,,695.0,101.0
6,prison,,100%,white,,695.0,102.0
7,prison,,100%,white,,695.0,103.0
8,prison,,100%,white,,695.0,104.0
9,prison,,100%,white,,695.0,105.0
10,prison,,100%,white,,695.0,106.0
11,prison,,100%,white,,695.0,107.0
12,prison,,100%,non-white,,3412.0,96.0
13,prison,,100%,non-white,,3412.0,97.0
14,prison,,100%,non-white,,3412.0,98.0
15,prison,,100%,non-white,,3412.0,99.0
16,prison,,100%,non-white,,3412.0,100.0
17,prison,,100%,non-white,,3412.0,101.0
18,prison,,100%,non-white,,3412.0,102.0
19,prison,,100%,non-white,,3412.0,103.0
20,prison,,100%,non-white,,3412.0,104.0
21,prison,,100%,non-white,,3412.0,105.0
22,prison,,100%,non-white,,3412.0,106.0
23,prison,,100%,non-white,,3412.0,107.0
24,prison,,85%,white,,2725.0,96.0
25,prison,,85%,white,,2725.0,97.0
26,prison,,85%,white,,2725.0,98.0
27,prison,,85%,white,,2725.0,99.0
28,prison,,85%,white,,2725.0,100.0
29,prison,,85%,white,,2725.0,101.0
30,prison,,85%,white,,2725.0,102.0
31,prison,,85%,white,,2725.0,103.0
32,prison,,85%,white,,2725.0,104.0
33,prison,,85%,white,,2725.0,105.0
34,prison,,85%,white,,2725.0,106.0
35,prison,,85%,white,,2725.0,107.0
36,prison,,85%,non-white,,6661.0,96.0
37,prison,,85%,non-white,,6661.0,97.0
38,prison,,85%,non-white,,6661.0,98.0
39,prison,,85%,non-white,,6661.0,99.0
40,prison,,85%,non-white,,6661.0,100.0
41,prison,,85%,non-white,,6661.0,101.0
42,prison,,85%,non-white,,6661.0,102.0
43,prison,,85%,non-white,,6661.0,103.0
44,prison,,85%,non-white,,6661.0,104.0
