,compartment,outflow_to,crime_type,race,compartment_duration,total_population,time_step
41,pretrial,prison,second offense,non-white,,130.08333333333334,77.0
42,pretrial,prison,second offense,non-white,,130.08333333333334,78.0
43,pretrial,prison,second offense,non-white,,130.08333333333334,79.0
44,pretrial,prison,second offense,non-white,,130.08333333333334,80.0
45,pretrial,prison,second offense,non-white,,130.08333333333334,81.0
46,pretrial,prison,second offense,non-white,,130.08333333333334,82.0
47,pretrial,prison,second offense,non-white,,130.08333333333334,83.0
48,pretrial,prison,drugs,white,,91.66666666666667,72.0
49,pretrial,prison,drugs,white,,91.66666666666667,73.0
50,pretrial,prison,drugs,white,,91.66666666666667,74.0
51,pretrial,prison,drugs,white,,91.66666666666667,75.0
52,pretrial,prison,drugs,white,,91.66666666666667,76.0
53,pretrial,prison,drugs,white,,91.66666666666667,77.0
54,pretrial,prison,drugs,white,,91.66666666666667,78.0
55,pretrial,prison,drugs,white,,91.66666666666667,79.0
56,pretrial,prison,drugs,white,,91.66666666666667,80.0
57,pretrial,prison,drugs,white,,91.66666666666667,81.0
58,pretrial,prison,drugs,white,,91.66666666666667,82.0
59,pretrial,prison,drugs,white,,91.66666666666667,83.0
60,pretrial,prison,drugs,non-white,,137.66666666666666,72.0
61,pretrial,prison,drugs,non-white,,137.66666666666666,73.0
62,pretrial,prison,drugs,non-white,,137.66666666666666,74.0
63,pretrial,prison,drugs,non-white,,137.66666666666666,75.0
64,pretrial,prison,drugs,non-white,,137.66666666666666,76.0
65,pretrial,prison,drugs,non-white,,137.66666666666666,77.0
66,pretrial,prison,drugs,non-white,,137.66666666666666,78.0
67,pretrial,prison,drugs,non-white,,137.66666666666666,79.0
68,pretrial,prison,drugs,non-white,,137.66666666666666,80.0
69,pretrial,prison,drugs,non-white,,137.66666666666666,81.0
70,pretrial,prison,drugs,non-white,,137.66666666666666,82.0
71,pretrial,prison,drugs,non-white,,137.66666666666666,83.0
0,pretrial,prison,residential burglary,white,,13.666666666666666,84.0
1,pretrial,prison,residential burglary,white,,13.666666666666666,85.0
2,pretrial,prison,residential burglary,white,,13.666666666666666,86.0
3,pretrial,prison,residential burglary,white,,13.666666666666666,87.0
4,pretrial,prison,residential burglary,white,,13.666666666666666,88.0
5,pretrial,prison,residential burglary,white,,13.666666666666666,89.0
6,pretrial,prison,residential burglary,white,,13.666666666666666,90.0
7,pretrial,prison,residential burglary,white,,13.666666666666666,91.0
8,pretrial,prison,residential burglary,white,,13.666666666666666,92.0
9,pretrial,prison,residential burglary,white,,13.666666666666666,93.0
10,pretrial,prison,residential burglary,white,,13.666666666666666,94.0
11,pretrial,prison,residential burglary,white,,13.666666666666666,95.0
12,pretrial,prison,residential burglary,non-white,,14.333333333333334,84.0
13,pretrial,prison,residential burglary,non-white,,14.333333333333334,85.0
14,pretrial,prison,residential burglary,non-white,,14.333333333333334,86.0
15,pretrial,prison,residential burglary,non-white,,14.333333333333334,87.0
16,pretrial,prison,residential burglary,non-white,,14.333333333333334,88.0
17,pretrial,prison,residential burglary,non-white,,14.333333333333334,89.0
18,pretrial,prison,residential burglary,non-white,,14.333333333333334,90.0
19,pretrial,prison,residential burglary,non-white,,14.333333333333334,91.0
20,pretrial,prison,residential burglary,non-white,,14.333333333333334,92.0
21,pretrial,prison,residential burglary,non-white,,14.333333333333334,93.0
22,pretrial,prison,residential burglary,non-white,,14.333333333333334,94.0
23,pretrial,prison,residential burglary,non-white,,14.333333333333334,95.0
24,pretrial,prison,second offense,white,,59.166666666666664,84.0
25,pretrial,prison,second offense,white,,59.166666666666664,85.0
26,pretrial,prison,second offense,white,,59.166666666666664,86.0
27,pretrial,prison,second offense,white,,59.166666666666664,87.0
28,pretrial,prison,second offense,white,,59.166666666666664,88.0
29,pretrial,prison,second offense,white,,59.166666666666664,89.0
30,pretrial,prison,second offense,white,,59.166666666666664,90.0
31,pretrial,prison,second offense,white,,59.166666666666664,91.0
32,pretrial,prison,second offense,white,,59.166666666666664,92.0
33,pretrial,prison,second offense,white,,59.166666666666664,93.0
34,pretrial,prison,second offense,white,,59.166666666666664,94.0
35,pretrial,prison,second offense,white,,59.166666666666664,95.0
36,pretrial,prison,second offense,non-white,,124.75,84.0
37,pretrial,prison,second offense,non-white,,124.75,85.0
38,pretrial,prison,second offense,non-white,,124.75,86.0
39,pretrial,prison,second offense,non-white,,124.75,87.0
40,pretrial,prison,second offense,non-white,,124.75,88.0
41,pretrial,prison,second offense,non-white,,124.75,89.0
42,pretrial,prison,second offense,non-white,,124.75,90.0
43,pretrial,prison,second offense,non-white,,124.75,91.0
44,pretrial,prison,second offense,non-white,,124.75,92.0
45,pretrial,prison,second offense,non-white,,124.75,93.0
46,pretrial,prison,second offense,non-white,,124.75,94.0
47,pretrial,prison,second offense,non-white,,124.75,95.0
48,pretrial,prison,drugs,white,,101.58333333333333,84.0
49,pretrial,prison,drugs,white,,101.58333333333333,85.0
50,pretrial,prison,drugs,white,,101.58333333333333,86.0
51,pretrial,prison,drugs,white,,101.58333333333333,87.0
52,pretrial,prison,drugs,white,,101.58333333333333,88.0
53,pretrial,prison,drugs,white,,101.58333333333333,89.0
54,pretrial,prison,drugs,white,,101.58333333333333,90.0
55,pretrial,prison,drugs,white,,101.58333333333333,91.0
56,pretrial,prison,drugs,white,,101.58333333333333,92.0
57,pretrial,prison,drugs,white,,101.58333333333333,93.0
58,pretrial,prison,drugs,white,,101.58333333333333,94.0
59,pretrial,prison,drugs,white,,101.58333333333333,95.0
60,pretrial,prison,drugs,non-white,,114.16666666666667,84.0
61,pretrial,prison,drugs,non-white,,114.16666666666667,85.0
62,pretrial,prison,drugs,non-white,,114.16666666666667,86.0
63,pretrial,prison,drugs,non-white,,114.16666666666667,87.0
64,pretrial,prison,drugs,non-white,,114.16666666666667,88.0
65,pretrial,prison,drugs,non-white,,114.16666666666667,89.0
66,pretrial,prison,drugs,non-white,,114.16666666666667,90.0
67,pretrial,prison,drugs,non-white,,114.16666666666667,91.0
68,pretrial,prison,drugs,non-white,,114.16666666666667,92.0
69,pretrial,prison,drugs,non-white,,114.16666666666667,93.0
70,pretrial,prison,drugs,non-white,,114.16666666666667,94.0
71,pretrial,prison,drugs,non-white,,114.16666666666667,95.0
0,pretrial,prison,residential burglary,white,,11.166666666666666,96.0
1,pretrial,prison,residential burglary,white,,11.166666666666666,97.0
2,pretrial,prison,residential burglary,white,,11.166666666666666,98.0
3,pretrial,prison,residential burglary,white,,11.166666666666666,99.0
4,pretrial,prison,residential burglary,white,,11.166666666666666,100.0
5,pretrial,prison,residential burglary,white,,11.166666666666666,101.0
6,pretrial,prison,residential burglary,white,,11.166666666666666,102.0
7,pretrial,prison,residential burglary,white,,11.166666666666666,103.0
8,pretrial,prison,residential burglary,white,,11.166666666666666,104.0
9,pretrial,prison,residential burglary,white,,11.166666666666666,105.0
10,pretrial,prison,residential burglary,white,,11.166666666666666,106.0
11,pretrial,prison,residential burglary,white,,11.166666666666666,107.0
12,pretrial,prison,residential burglary,non-white,,12.916666666666666,96.0
13,pretrial,prison,residential burglary,non-white,,12.916666666666666,97.0
14,pretrial,prison,residential burglary,non-white,,12.916666666666666,98.0
15,pretrial,prison,residential burglary,non-white,,12.916666666666666,99.0
16,pretrial,prison,residential burglary,non-white,,12.916666666666666,100.0
17,pretrial,prison,residential burglary,non-white,,12.916666666666666,101.0
18,pretrial,prison,residential burglary,non-white,,12.916666666666666,102.0
19,pretrial,prison,residential burglary,non-white,,12.916666666666666,103.0
20,pretrial,prison,residential burglary,non-white,,12.916666666666666,104.0
21,pretrial,prison,residential burglary,non-white,,12.916666666666666,105.0
22,pretrial,prison,residential burglary,non-white,,12.916666666666666,106.0
23,pretrial,prison,residential burglary,non-white,,12.916666666666666,107.0
24,pretrial,prison,second offense,white,,60.0,96.0
25,pretrial,prison,second offense,white,,60.0,97.0
26,pretrial,prison,second offense,white,,60.0,98.0
27,pretrial,prison,second offense,white,,60.0,99.0
28,pretrial,prison,second offense,white,,60.0,100.0
29,pretrial,prison,second offense,white,,60.0,101.0
30,pretrial,prison,second offense,white,,60.0,102.0
31,pretrial,prison,second offense,white,,60.0,103.0
32,pretrial,prison,second offense,white,,60.0,104.0
33,pretrial,prison,second offense,white,,60.0,105.0
34,pretrial,prison,second offense,white,,60.0,106.0
35,pretrial,prison,second offense,white,,60.0,107.0
36,pretrial,prison,second offense,non-white,,122.25,96.0
37,pretrial,prison,second offense,non-white,,122.25,97.0
38,pretrial,prison,second offense,non-white,,122.25,98.0
39,pretrial,prison,second offense,non-white,,122.25,99.0
40,pretrial,prison,second offense,non-white,,122.25,100.0
41,pretrial,prison,second offense,non-white,,122.25,101.0
42,pretrial,prison,second offense,non-white,,122.25,102.0
43,pretrial,prison,second offense,non-white,,122.25,103.0
44,pretrial,prison,second offense,non-white,,122.25,104.0
45,pretrial,prison,second offense,non-white,,122.25,105.0
46,pretrial,prison,second offense,non-white,,122.25,106.0
47,pretrial,prison,second offense,non-white,,122.25,107.0
48,pretrial,prison,drugs,white,,101.91666666666667,96.0
49,pretrial,prison,drugs,white,,101.91666666666667,97.0
50,pretrial,prison,drugs,white,,101.91666666666667,98.0
51,pretrial,prison,drugs,white,,101.91666666666667,99.0
52,pretrial,prison,drugs,white,,101.91666666666667,100.0
53,pretrial,prison,drugs,white,,101.91666666666667,101.0
54,pretrial,prison,drugs,white,,101.91666666666667,102.0
55,pretrial,prison,drugs,white,,101.91666666666667,103.0
56,pretrial,prison,drugs,white,,101.91666666666667,104.0
57,pretrial,prison,drugs,white,,101.91666666666667,105.0
58,pretrial,prison,drugs,white,,101.91666666666667,106.0
59,pretrial,prison,drugs,white,,101.91666666666667,107.0
60,pretrial,prison,drugs,non-white,,100.0,96.0
61,pretrial,prison,drugs,non-white,,100.0,97.0
62,pretrial,prison,drugs,non-white,,100.0,98.0
63,pretrial,prison,drugs,non-white,,100.0,99.0
64,pretrial,prison,drugs,non-white,,100.0,100.0
65,pretrial,prison,drugs,non-white,,100.0,101.0
66,pretrial,prison,drugs,non-white,,100.0,102.0
67,pretrial,prison,drugs,non-white,,100.0,103.0
68,pretrial,prison,drugs,non-white,,100.0,104.0
69,pretrial,prison,drugs,non-white,,100.0,105.0
70,pretrial,prison,drugs,non-white,,100.0,106.0
71,pretrial,prison,drugs,non-white,,100.0,107.0
0,prison,,residential burglary,white,,732.0,0.0
1,prison,,residential burglary,white,,732.0,1.0
2,prison,,residential burglary,white,,732.0,2.0
3,prison,,residential burglary,white,,732.0,3.0
4,prison,,residential burglary,white,,732.0,4.0
5,prison,,residential burglary,white,,732.0,5.0
6,prison,,residential burglary,white,,732.0,6.0
7,prison,,residential burglary,white,,732.0,7.0
8,prison,,residential burglary,white,,732.0,8.0
9,prison,,residential burglary,white,,732.0,9.0
10,prison,,residential burglary,white,,732.0,10.0
11,prison,,residential burglary,white,,732.0,11.0
12,prison,,residential burglary,non-white,,1273.0,0.0
13,prison,,residential burglary,non-white,,1273.0,1.0
14,prison,,residential burglary,non-white,,1273.0,2.0
15,prison,,residential burglary,non-white,,1273.0,3.0
16,prison,,residential burglary,non-white,,1273.0,4.0
17,prison,,residential burglary,non-white,,1273.0,5.0
18,prison,,residential burglary,non-white,,1273.0,6.0
19,prison,,residential burglary,non-white,,1273.0,7.0
20,prison,,residential burglary,non-white,,1273.0,8.0
21,prison,,residential burglary,non-white,,1273.0,9.0
22,prison,,residential burglary,non-white,,1273.0,10.0
23,prison,,residential burglary,non-white,,1273.0,11.0
24,prison,,second offense,white,,2020.0,0.0
25,prison,,second offense,white,,2020.0,1.0
26,prison,,second offense,white,,2020.0,2.0
27,prison,,second offense,white,,2020.0,3.0
28,prison,,second offense,white,,2020.0,4.0
29,prison,,second offense,white,,2020.0,5.0
30,prison,,second offense,white,,2020.0,6.0
31,prison,,second offense,white,,2020.0,7.0
32,prison,,second offense,white,,2020.0,8.0
33,prison,,second offense,white,,2020.0,9.0
34,prison,,second offense,white,,2020.0,10.0
35,prison,,second offense,white,,2020.0,11.0
36,prison,,second offense,non-white,,5242.0,0.0
37,prison,,second offense,non-white,,5242.0,1.0
38,prison,,second offense,non-white,,5242.0,2.0
39,prison,,second offense,non-white,,5242.0,3.0
40,prison,,second offense,non-white,,5242.0,4.0
41,prison,,second offense,non-white,,5242.0,5.0
42,prison,,second offense,non-white,,5242.0,6.0
43,prison,,second offense,non-white,,5242.0,7.0
44,prison,,second offense,non-white,,5242.0,8.0
45,prison,,second offense,non-white,,5242.0,9.0
46,prison,,second offense,non-white,,5242.0,10.0
47,prison,,second offense,non-white,,5242.0,11.0
48,prison,,drugs,white,,1954.0,0.0
49,prison,,drugs,white,,1954.0,1.0
50,prison,,drugs,white,,1954.0,2.0
51,prison,,drugs,white,,1954.0,3.0
52,prison,,drugs,white,,1954.0,4.0
53,prison,,drugs,white,,1954.0,5.0
54,prison,,drugs,white,,1954.0,6.0
55,prison,,drugs,white,,1954.0,7.0
56,prison,,drugs,white,,1954.0,8.0
57,prison,,drugs,white,,1954.0,9.0
58,prison,,drugs,white,,1954.0,10.0
59,prison,,drugs,white,,1954.0,11.0
60,prison,,drugs,non-white,,6029.0,0.0
61,prison,,drugs,non-white,,6029.0,1.0
62,prison,,drugs,non-white,,6029.0,2.0
63,prison,,drugs,non-white,,6029.0,3.0
64,prison,,drugs,non-white,,6029.0,4.0
65,prison,,drugs,non-white,,6029.0,5.0
66,prison,,drugs,non-white,,6029.0,6.0
67,prison,,drugs,non-white,,6029.0,7.0
68,prison,,drugs,non-white,,6029.0,8.0
69,prison,,drugs,non-white,,6029.0,9.0
70,prison,,drugs,non-white,,6029.0,10.0
71,prison,,drugs,non-white,,6029.0,11.0
0,prison,,residential burglary,white,,722.0,12.0
1,prison,,residential burglary,white,,722.0,13.0
2,prison,,residential burglary,white,,722.0,14.0
3,prison,,residential burglary,white,,722.0,15.0
4,prison,,residential burglary,white,,722.0,16.0
5,prison,,residential burglary,white,,722.0,17.0
6,prison,,residential burglary,white,,722.0,18.0
7,prison,,residential burglary,white,,722.0,19.0
8,prison,,residential burglary,white,,722.0,20.0
9,prison,,residential burglary,white,,722.0,21.0
10,prison,,residential burglary,white,,722.0,22.0
11,prison,,residential burglary,white,,722.0,23.0
12,prison,,residential burglary,non-white,,1354.0,12.0
13,prison,,residential burglary,non-white,,1354.0,13.0
14,prison,,residential burglary,non-white,,1354.0,14.0
15,prison,,residential burglary,non-white,,1354.0,15.0
16,prison,,residential burglary,non-white,,1354.0,16.0
17,prison,,residential burglary,non-white,,1354.0,17.0
18,prison,,residential burglary,non-white,,1354.0,18.0
19,prison,,residential burglary,non-white,,1354.0,19.0
20,prison,,residential burglary,non-white,,1354.0,20.0
21,prison,,residential burglary,non-white,,1354.0,21.0
22,prison,,residential burglary,non-white,,1354.0,22.0
23,prison,,residential burglary,non-white,,1354.0,23.0
24,prison,,second offense,white,,2132.0,12.0
25,prison,,second offense,white,,2132.0,13.0
26,prison,,second offense,white,,2132.0,14.0
27,prison,,second offense,white,,2132.0,15.0
28,prison,,second offense,white,,2132.0,16.0
29,prison,,second offense,white,,2132.0,17.0
30,prison,,second offense,white,,2132.0,18.0
31,prison,,second offense,white,,2132.0,19.0
32,prison,,second offense,white,,2132.0,20.0
33,prison,,second offense,white,,2132.0,21.0
34,prison,,second offense,white,,2132.0,22.0
35,prison,,second offense,white,,2132.0,23.0
36,prison,,second offense,non-white,,5448.0,12.0
37,prison,,second offense,non-white,,5448.0,13.0
38,prison,,second offense,non-white,,5448.0,14.0
39,prison,,second offense,non-white,,5448.0,15.0
40,prison,,second offense,non-white,,5448.0,16.0
41,prison,,second offense,non-white,,5448.0,17.0
42,prison,,second offense,non-white,,5448.0,18.0
43,prison,,second offense,non-white,,5448.0,19.0
44,prison,,second offense,non-white,,5448.0,20.0
45,prison,,second offense,non-white,,5448.0,21.0
46,prison,,second offense,non-white,,5448.0,22.0
47,prison,,second offense,non-white,,5448.0,23.0
48,prison,,drugs,white,,1963.0,12.0
49,prison,,drugs,white,,1963.0,13.0
50,prison,,drugs,white,,1963.0,14.0
51,prison,,drugs,white,,1963.0,15.0
52,prison,,drugs,white,,1963.0,16.0
53,prison,,drugs,white,,1963.0,17.0
54,prison,,drugs,white,,1963.0,18.0
55,prison,,drugs,white,,1963.0,19.0
56,prison,,drugs,white,,1963.0,20.0
57,prison,,drugs,white,,1963.0,21.0
58,prison,,drugs,white,,1963.0,22.0
59,prison,,drugs,white,,1963.0,23.0
60,prison,,drugs,non-white,,5721.0,12.0
61,prison,,drugs,non-white,,5721.0,13.0
62,prison,,drugs,non-white,,5721.0,14.0
63,prison,,drugs,non-white,,5721.0,15.0
64,prison,,drugs,non-white,,5721.0,16.0
65,prison,,drugs,non-white,,5721.0,17.0
66,prison,,drugs,non-white,,5721.0,18.0
67,prison,,drugs,non-white,,5721.0,19.0
68,prison,,drugs,non-white,,5721.0,20.0
69,prison,,drugs,non-white,,5721.0,21.0
70,prison,,drugs,non-white,,5721.0,22.0
71,prison,,drugs,non-white,,5721.0,23.0
0,prison,,residential burglary,white,,689.0,24.0
1,prison,,residential burglary,white,,689.0,25.0
2,prison,,residential burglary,white,,689.0,26.0
3,prison,,residential burglary,white,,689.0,27.0
4,prison,,residential burglary,white,,689.0,28.0
5,prison,,residential burglary,white,,689.0,29.0
6,prison,,residential burglary,white,,689.0,30.0
7,prison,,residential burglary,white,,689.0,31.0
8,prison,,residential burglary,white,,689.0,32.0
9,prison,,residential burglary,white,,689.0,33.0
10,prison,,residential burglary,white,,689.0,34.0
11,prison,,residential burglary,white,,689.0,35.0
12,prison,,residential burglary,non-white,,1283.0,24.0
13,prison,,residential burglary,non-white,,1283.0,25.0
14,prison,,residential burglary,non-white,,1283.0,26.0
15,prison,,residential burglary,non-white,,1283.0,27.0
16,prison,,residential burglary,non-white,,1283.0,28.0
17,prison,,residential burglary,non-white,,1283.0,29.0
18,prison,,residential burglary,non-white,,1283.0,30.0
19,prison,,residential burglary,non-white,,1283.0,31.0
20,prison,,residential burglary,non-white,,1283.0,32.0
21,prison,,residential burglary,non-white,,1283.0,33.0
22,prison,,residential burglary,non-white,,1283.0,34.0
23,prison,,residential burglary,non-white,,1283.0,35.0
24,prison,,second offense,white,,2094.0,24.0
25,prison,,second offense,white,,2094.0,25.0
26,prison,,second offense,white,,2094.0,26.0
27,prison,,second offense,white,,2094.0,27.0
28,prison,,second offense,white,,2094.0,28.0
29,prison,,second offense,white,,2094.0,29.0
30,prison,,second offense,white,,2094.0,30.0
31,prison,,second offense,white,,2094.0,31.0
32,prison,,second offense,white,,2094.0,32.0
33,prison,,second offense,white,,2094.0,33.0
34,prison,,second offense,white,,2094.0,34.0
35,prison,,second offense,white,,2094.0,35.0
36,prison,,second offense,non-white,,5480.0,24.0
37,prison,,second offense,non-white,,5480.0,25.0
38,prison,,second offense,non-white,,5480.0,26.0
39,prison,,second offense,non-white,,5480.0,27.0
40,prison,,second offense,non-white,,5480.0,28.0
41,prison,,second offense,non-white,,5480.0,29.0
42,prison,,second offense,non-white,,5480.0,30.0
43,prison,,second offense,non-white,,5480.0,31.0
44,prison,,second offense,non-white,,5480.0,32.0
45,prison,,second offense,non-white,,5480.0,33.0
46,prison,,second offense,non-white,,5480.0,34.0
47,prison,,second offense,non-white,,5480.0,35.0
48,prison,,drugs,white,,1890.0,24.0
49,prison,,drugs,white,,1890.0,25.0
50,prison,,drugs,white,,1890.0,26.0
51,prison,,drugs,white,,1890.0,27.0
52,prison,,drugs,white,,1890.0,28.0
53,prison,,drugs,white,,1890.0,29.0
54,prison,,drugs,white,,1890.0,30.0
55,prison,,drugs,white,,1890.0,31.0
56,prison,,drugs,white,,1890.0,32.0
57,prison,,drugs,white,,1890.0,33.0
58,prison,,drugs,white,,1890.0,34.0
59,prison,,drugs,white,,1890.0,35.0
60,prison,,drugs,non-white,,5413.0,24.0
61,prison,,drugs,non-white,,5413.0,25.0
62,prison,,drugs,non-white,,5413.0,26.0
63,prison,,drugs,non-white,,5413.0,27.0
64,prison,,drugs,non-white,,5413.0,28.0
65,prison,,drugs,non-white,,5413.0,29.0
66,prison,,drugs,non-white,,5413.0,30.0
67,prison,,drugs,non-white,,5413.0,31.0
68,prison,,drugs,non-white,,5413.0,32.0
69,prison,,drugs,non-white,,5413.0,33.0
70,prison,,drugs,non-white,,5413.0,34.0
71,prison,,drugs,non-white,,5413.0,35.0
0,prison,,residential burglary,white,,683.0,36.0
1,prison,,residential burglary,white,,683.0,37.0
2,prison,,residential burglary,white,,683.0,38.0
3,prison,,residential burglary,white,,683.0,39.0
4,prison,,residential burglary,white,,683.0,40.0
5,prison,,residential burglary,white,,683.0,41.0
6,prison,,residential burglary,white,,683.0,42.0
7,prison,,residential burglary,white,,683.0,43.0
8,prison,,residential burglary,white,,683.0,44.0
9,prison,,residential burglary,white,,683.0,45.0
10,prison,,residential burglary,white,,683.0,46.0
11,prison,,residential burglary,white,,683.0,47.0
12,prison,,residential burglary,non-white,,1172.0,36.0
13,prison,,residential burglary,non-white,,1172.0,37.0
14,prison,,residential burglary,non-white,,1172.0,38.0
15,prison,,residential burglary,non-white,,1172.0,39.0
16,prison,,residential burglary,non-white,,1172.0,40.0
17,prison,,residential burglary,non-white,,1172.0,41.0
18,prison,,residential burglary,non-white,,1172.0,42.0
19,prison,,residential burglary,non-white,,1172.0,43.0
20,prison,,residential burglary,non-white,,1172.0,44.0
21,prison,,residential burglary,non-white,,1172.0,45.0
22,prison,,residential burglary,non-white,,1172.0,46.0
23,prison,,residential burglary,non-white,,1172.0,47.0
24,prison,,second offense,white,,2109.0,36.0
25,prison,,second offense,white,,2109.0,37.0
26,prison,,second offense,white,,2109.0,38.0
27,prison,,second offense,white,,2109.0,39.0
28,prison,,second offense,white,,2109.0,40.0
29,prison,,second offense,white,,2109.0,41.0
30,prison,,second offense,white,,2109.0,42.0
31,prison,,second offense,white,,2109.0,43.0
32,prison,,second offense,white,,2109.0,44.0
33,prison,,second offense,white,,2109.0,45.0
34,prison,,second offense,white,,2109.0,46.0
35,prison,,second offense,white,,2109.0,47.0
36,prison,,second offense,non-white,,5268.0,36.0
37,prison,,second offense,non-white,,5268.0,37.0
38,prison,,second offense,non-white,,5268.0,38.0
39,prison,,second offense,non-white,,5268.0,39.0
40,prison,,second offense,non-white,,5268.0,40.0
41,prison,,second offense,non-white,,5268.0,41.0
42,prison,,second offense,non-white,,5268.0,42.0
43,prison,,second offense,non-white,,5268.0,43.0
44,prison,,second offense,non-white,,5268.0,44.0
45,prison,,second offense,non-white,,5268.0,45.0
46,prison,,second offense,non-white,,5268.0,46.0
47,prison,,second offense,non-white,,5268.0,47.0
48,prison,,drugs,white,,1987.0,36.0
49,prison,,drugs,white,,1987.0,37.0
50,prison,,drugs,white,,1987.0,38.0
51,prison,,drugs,white,,1987.0,39.0
52,prison,,drugs,white,,1987.0,40.0
53,prison,,drugs,white,,1987.0,41.0
54,prison,,drugs,white,,1987.0,42.0
55,prison,,drugs,white,,1987.0,43.0
56,prison,,drugs,white,,1987.0,44.0
57,prison,,drugs,white,,1987.0,45.0
58,prison,,drugs,white,,1987.0,46.0
59,prison,,drugs,white,,1987.0,47.0
60,prison,,drugs,non-white,,5576.0,36.0
61,prison,,drugs,non-white,,5576.0,37.0
62,prison,,drugs,non-white,,5576.0,38.0
63,prison,,drugs,non-white,,5576.0,39.0
64,prison,,drugs,non-white,,5576.0,40.0
65,prison,,drugs,non-white,,5576.0,41.0
66,prison,,drugs,non-white,,5576.0,42.0
67,prison,,drugs,non-white,,5576.0,43.0
68,prison,,drugs,non-white,,5576.0,44.0
69,prison,,drugs,non-white,,5576.0,45.0
70,prison,,drugs,non-white,,5576.0,46.0
71,prison,,drugs,non-white,,5576.0,47.0
0,prison,,residential burglary,white,,638.0,48.0
1,prison,,residential burglary,white,,638.0,49.0
2,prison,,residential burglary,white,,638.0,50.0
3,prison,,residential burglary,white,,638.0,51.0
4,prison,,residential burglary,white,,638.0,52.0
5,prison,,residential burglary,white,,638.0,53.0
6,prison,,residential burglary,white,,638.0,54.0
7,prison,,residential burglary,white,,638.0,55.0
8,prison,,residential burglary,white,,638.0,56.0
9,prison,,residential burglary,white,,638.0,57.0
10,prison,,residential burglary,white,,638.0,58.0
11,prison,,residential burglary,white,,638.0,59.0
12,prison,,residential burglary,non-white,,941.0,48.0
13,prison,,residential burglary,non-white,,941.0,49.0
14,prison,,residential burglary,non-white,,941.0,50.0
15,prison,,residential burglary,non-white,,941.0,51.0
16,prison,,residential burglary,non-white,,941.0,52.0
17,prison,,residential burglary,non-white,,941.0,53.0
18,prison,,residential burglary,non-white,,941.0,54.0
19,prison,,residential burglary,non-white,,941.0,55.0
20,prison,,residential burglary,non-white,,941.0,56.0
21,prison,,residential burglary,non-white,,941.0,57.0
22,prison,,residential burglary,non-white,,941.0,58.0
23,prison,,residential burglary,non-white,,941.0,59.0
24,prison,,second offense,white,,2029.0,48.0
25,prison,,second offense,white,,2029.0,49.0
26,prison,,second offense,white,,2029.0,50.0
27,prison,,second offense,white,,2029.0,51.0
28,prison,,second offense,white,,2029.0,52.0
29,prison,,second offense,white,,2029.0,53.0
30,prison,,second offense,white,,2029.0,54.0
31,prison,,second offense,white,,2029.0,55.0
32,prison,,second offense,white,,2029.0,56.0
33,prison,,second offense,white,,2029.0,57.0
34,prison,,second offense,white,,2029.0,58.0
35,prison,,second offense,white,,2029.0,59.0
36,prison,,second offense,non-white,,4814.0,48.0
37,prison,,second offense,non-white,,4814.0,49.0
38,prison,,second offense,non-white,,4814.0,50.0
39,prison,,second offense,non-white,,4814.0,51.0
40,prison,,second offense,non-white,,4814.0,52.0
41,prison,,second offense,non-white,,4814.0,53.0
42,prison,,second offense,non-white,,4814.0,54.0
43,prison,,second offense,non-white,,4814.0,55.0
44,prison,,second offense,non-white,,4814.0,56.0
45,prison,,second offense,non-white,,4814.0,57.0
46,prison,,second offense,non-white,,4814.0,58.0
47,prison,,second offense,non-white,,4814.0,59.0
48,prison,,drugs,white,,1892.0,48.0
49,prison,,drugs,white,,1892.0,49.0
50,prison,,drugs,white,,1892.0,50.0
51,prison,,drugs,white,,1892.0,51.0
52,prison,,drugs,white,,1892.0,52.0
53,prison,,drugs,white,,1892.0,53.0
54,prison,,drugs,white,,1892.0,54.0
55,prison,,drugs,white,,1892.0,55.0
56,prison,,drugs,white,,1892.0,56.0
57,prison,,drugs,white,,1892.0,57.0
58,prison,,drugs,white,,1892.0,58.0
59,prison,,drugs,white,,1892.0,59.0
60,prison,,drugs,non-white,,4829.0,48.0
61,prison,,drugs,non-white,,4829.0,49.0
62,prison,,drugs,non-white,,4829.0,50.0
63,prison,,drugs,non-white,,4829.0,51.0
64,prison,,drugs,non-white,,4829.0,52.0
65,prison,,drugs,non-white,,4829.0,53.0
66,prison,,drugs,non-white,,4829.0,54.0
67,prison,,drugs,non-white,,4829.0,55.0
68,prison,,drugs,non-white,,4829.0,56.0
69,prison,,drugs,non-white,,4829.0,57.0
70,prison,,drugs,non-white,,4829.0,58.0
71,prison,,drugs,non-white,,4829.0,59.0
0,prison,,residential burglary,white,,533.0,60.0
1,prison,,residential burglary,white,,533.0,61.0
2,prison,,residential burglary,white,,533.0,62.0
3,prison,,residential burglary,white,,533.0,63.0
4,prison,,residential burglary,white,,533.0,64.0
5,prison,,residential burglary,white,,533.0,65.0
6,prison,,residential burglary,white,,533.0,66.0
7,prison,,residential burglary,white,,533.0,67.0
8,prison,,residential burglary,white,,533.0,68.0
9,prison,,residential burglary,white,,533.0,69.0
10,prison,,residential burglary,white,,533.0,70.0
11,prison,,residential burglary,white,,533.0,71.0
12,prison,,residential burglary,non-white,,774.0,60.0
13,prison,,residential burglary,non-white,,774.0,61.0
14,prison,,residential burglary,non-white,,774.0,62.0
