statute_code,is_assaultive_misdemeanor,requires_so_registration,is_excluded_from_trs,is_excluded_from_parole_ed,is_excluded_from_probation_ed,is_owi_ouil
750.529-A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.529A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.530,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.531A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.531B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.532,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535-A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535-B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535-C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5352A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5352B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5353A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5353B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5354A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5354B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5355,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.5358,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535A3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.535B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.536A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539D3A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539D3B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539J,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
750.539J2A1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
750.539J2A2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
750.539J2B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
750.539K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.539L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.540E,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.540E1A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.540E1D,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.540E1E,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.540E1G,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.72A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.72B,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.741B1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.771A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.773,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.781A3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
750.81-A,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
750.812,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
750.813,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
750.814,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
750.81A,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
750.81A2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
750.81A3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
750.81C1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81C2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81C3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81D1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81D2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81D3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81D4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81E1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
750.81E2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.82,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.822,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.83,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.84,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
750.841B,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
750.86,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.87,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.88,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.90,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
750.90A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.90BA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.90BB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.90CA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.90CB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.90DA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
750.90E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
750.91,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
752.842,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
752.845,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
752.861,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
752.862,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
752.862A,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
752.862B,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
752.863A,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
752.882,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
752.891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
752.901A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
752.A863,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
