county_fips,geoid
27159,0500000US27159
27161,0500000US27161
27163,0500000US27163
27165,0500000US27165
27167,0500000US27167
27169,0500000US27169
27171,0500000US27171
27173,0500000US27173
28001,0500000US28001
28003,0500000US28003
28005,0500000US28005
28007,0500000US28007
28009,0500000US28009
28011,0500000US28011
28013,0500000US28013
28015,0500000US28015
28017,0500000US28017
28019,0500000US28019
28021,0500000US28021
28023,0500000US28023
28025,0500000US28025
28027,0500000US28027
28029,0500000US28029
28031,0500000US28031
28033,0500000US28033
28035,0500000US28035
28037,0500000US28037
28039,0500000US28039
28041,0500000US28041
28043,0500000US28043
28045,0500000US28045
28047,0500000US28047
28049,0500000US28049
28051,0500000US28051
28053,0500000US28053
28055,0500000US28055
28057,0500000US28057
28059,0500000US28059
28061,0500000US28061
28063,0500000US28063
28065,0500000US28065
28067,0500000US28067
28069,0500000US28069
28071,0500000US28071
28073,0500000US28073
28075,0500000US28075
28077,0500000US28077
28079,0500000US28079
28081,0500000US28081
28083,0500000US28083
28085,0500000US28085
28087,0500000US28087
28089,0500000US28089
28091,0500000US28091
28093,0500000US28093
28095,0500000US28095
28097,0500000US28097
28099,0500000US28099
28101,0500000US28101
28103,0500000US28103
28105,0500000US28105
28107,0500000US28107
28109,0500000US28109
28111,0500000US28111
28113,0500000US28113
28115,0500000US28115
28117,0500000US28117
28119,0500000US28119
28121,0500000US28121
28123,0500000US28123
28125,0500000US28125
28127,0500000US28127
28129,0500000US28129
28131,0500000US28131
28133,0500000US28133
28135,0500000US28135
28137,0500000US28137
28139,0500000US28139
28141,0500000US28141
28143,0500000US28143
28145,0500000US28145
28147,0500000US28147
28149,0500000US28149
28151,0500000US28151
28153,0500000US28153
28155,0500000US28155
28157,0500000US28157
28159,0500000US28159
28161,0500000US28161
28163,0500000US28163
29001,0500000US29001
29003,0500000US29003
29005,0500000US29005
29007,0500000US29007
29009,0500000US29009
29011,0500000US29011
29013,0500000US29013
29015,0500000US29015
29017,0500000US29017
29019,0500000US29019
29021,0500000US29021
29023,0500000US29023
29025,0500000US29025
29027,0500000US29027
29029,0500000US29029
29031,0500000US29031
29033,0500000US29033
29035,0500000US29035
29037,0500000US29037
29039,0500000US29039
29041,0500000US29041
29043,0500000US29043
29045,0500000US29045
29047,0500000US29047
29049,0500000US29049
29051,0500000US29051
29053,0500000US29053
29055,0500000US29055
29057,0500000US29057
29059,0500000US29059
29061,0500000US29061
29063,0500000US29063
29065,0500000US29065
29067,0500000US29067
29069,0500000US29069
29071,0500000US29071
29073,0500000US29073
29075,0500000US29075
29077,0500000US29077
29079,0500000US29079
29081,0500000US29081
29083,0500000US29083
29085,0500000US29085
29087,0500000US29087
29089,0500000US29089
29091,0500000US29091
29093,0500000US29093
29095,0500000US29095
29097,0500000US29097
29099,0500000US29099
29101,0500000US29101
29103,0500000US29103
29105,0500000US29105
29107,0500000US29107
29109,0500000US29109
29111,0500000US29111
29113,0500000US29113
29115,0500000US29115
29117,0500000US29117
29119,0500000US29119
29121,0500000US29121
29123,0500000US29123
29125,0500000US29125
29127,0500000US29127
29129,0500000US29129
29131,0500000US29131
29133,0500000US29133
29135,0500000US29135
29137,0500000US29137
29139,0500000US29139
29141,0500000US29141
29143,0500000US29143
29145,0500000US29145
29147,0500000US29147
29149,0500000US29149
29151,0500000US29151
29153,0500000US29153
29155,0500000US29155
29157,0500000US29157
29159,0500000US29159
29161,0500000US29161
29163,0500000US29163
29165,0500000US29165
29167,0500000US29167
29169,0500000US29169
29171,0500000US29171
29173,0500000US29173
29175,0500000US29175
29177,0500000US29177
29179,0500000US29179
29181,0500000US29181
29183,0500000US29183
29185,0500000US29185
29186,0500000US29186
29187,0500000US29187
29189,0500000US29189
29195,0500000US29195
29197,0500000US29197
29199,0500000US29199
29201,0500000US29201
29203,0500000US29203
29205,0500000US29205
29207,0500000US29207
29209,0500000US29209
29211,0500000US29211
29213,0500000US29213
29215,0500000US29215
29217,0500000US29217
29219,0500000US29219
29221,0500000US29221
29223,0500000US29223
29225,0500000US29225
29227,0500000US29227
29229,0500000US29229
29510,0500000US29510
30001,0500000US30001
30003,0500000US30003
30005,0500000US30005
30007,0500000US30007
30009,0500000US30009
30011,0500000US30011
30013,0500000US30013
30015,0500000US30015
30017,0500000US30017
30019,0500000US30019
30021,0500000US30021
30023,0500000US30023
30025,0500000US30025
30027,0500000US30027
30029,0500000US30029
30031,0500000US30031
30033,0500000US30033
30035,0500000US30035
30037,0500000US30037
30039,0500000US30039
30041,0500000US30041
30043,0500000US30043
30045,0500000US30045
30047,0500000US30047
30049,0500000US30049
30051,0500000US30051
30053,0500000US30053
30055,0500000US30055
30057,0500000US30057
30059,0500000US30059
30061,0500000US30061
30063,0500000US30063
30065,0500000US30065
30067,0500000US30067
30069,0500000US30069
30071,0500000US30071
30073,0500000US30073
30075,0500000US30075
30077,0500000US30077
30079,0500000US30079
30081,0500000US30081
30083,0500000US30083
30085,0500000US30085
30087,0500000US30087
30089,0500000US30089
30091,0500000US30091
30093,0500000US30093
30095,0500000US30095
30097,0500000US30097
30099,0500000US30099
30101,0500000US30101
30103,0500000US30103
30105,0500000US30105
30107,0500000US30107
30109,0500000US30109
30111,0500000US30111
31001,0500000US31001
31003,0500000US31003
31005,0500000US31005
31007,0500000US31007
31009,0500000US31009
31011,0500000US31011
31013,0500000US31013
31015,0500000US31015
31017,0500000US31017
31019,0500000US31019
31021,0500000US31021
31023,0500000US31023
31025,0500000US31025
31027,0500000US31027
31029,0500000US31029
31031,0500000US31031
31033,0500000US31033
31035,0500000US31035
31037,0500000US31037
31039,0500000US31039
31041,0500000US31041
31043,0500000US31043
31045,0500000US31045
31047,0500000US31047
31049,0500000US31049
31051,0500000US31051
31053,0500000US31053
31055,0500000US31055
31057,0500000US31057
31059,0500000US31059
31061,0500000US31061
31063,0500000US31063
31065,0500000US31065
31067,0500000US31067
31069,0500000US31069
31071,0500000US31071
31073,0500000US31073
31075,0500000US31075
31077,0500000US31077
31079,0500000US31079
31081,0500000US31081
31083,0500000US31083
31085,0500000US31085
31087,0500000US31087
31089,0500000US31089
31091,0500000US31091
31093,0500000US31093
31095,0500000US31095
31097,0500000US31097
31099,0500000US31099
31101,0500000US31101
31103,0500000US31103
31105,0500000US31105
31107,0500000US31107
31109,0500000US31109
31111,0500000US31111
31113,0500000US31113
31115,0500000US31115
31117,0500000US31117
31119,0500000US31119
31121,0500000US31121
31123,0500000US31123
31125,0500000US31125
31127,0500000US31127
31129,0500000US31129
31131,0500000US31131
31133,0500000US31133
31135,0500000US31135
31137,0500000US31137
31139,0500000US31139
31141,0500000US31141
31143,0500000US31143
31145,0500000US31145
31147,0500000US31147
31149,0500000US31149
31151,0500000US31151
31153,0500000US31153
31155,0500000US31155
31157,0500000US31157
31159,0500000US31159
31161,0500000US31161
31163,0500000US31163
31165,0500000US31165
31167,0500000US31167
31169,0500000US31169
31171,0500000US31171
31173,0500000US31173
31175,0500000US31175
31177,0500000US31177
31179,0500000US31179
31181,0500000US31181
31183,0500000US31183
31185,0500000US31185
32001,0500000US32001
32003,0500000US32003
32005,0500000US32005
32007,0500000US32007
32009,0500000US32009
32011,0500000US32011
32013,0500000US32013
32015,0500000US32015
32017,0500000US32017
32019,0500000US32019
32021,0500000US32021
32023,0500000US32023
32027,0500000US32027
32029,0500000US32029
32031,0500000US32031
32033,0500000US32033
32510,0500000US32510
33001,0500000US33001
33003,0500000US33003
33005,0500000US33005
33007,0500000US33007
33009,0500000US33009
33011,0500000US33011
33013,0500000US33013
33015,0500000US33015
33017,0500000US33017
33019,0500000US33019
34001,0500000US34001
34003,0500000US34003
34005,0500000US34005
34007,0500000US34007
34009,0500000US34009
34011,0500000US34011
34013,0500000US34013
34015,0500000US34015
34017,0500000US34017
34019,0500000US34019
34021,0500000US34021
34023,0500000US34023
34025,0500000US34025
34027,0500000US34027
34029,0500000US34029
34031,0500000US34031
34033,0500000US34033
34035,0500000US34035
34037,0500000US34037
34039,0500000US34039
34041,0500000US34041
35001,0500000US35001
35003,0500000US35003
35005,0500000US35005
35006,0500000US35006
35007,0500000US35007
35009,0500000US35009
35011,0500000US35011
35013,0500000US35013
35015,0500000US35015
35017,0500000US35017
35019,0500000US35019
35021,0500000US35021
35023,0500000US35023
35025,0500000US35025
35027,0500000US35027
35028,0500000US35028
35029,0500000US35029
35031,0500000US35031
35033,0500000US35033
35035,0500000US35035
35037,0500000US35037
35039,0500000US35039
35041,0500000US35041
35043,0500000US35043
35045,0500000US35045
35047,0500000US35047
35049,0500000US35049
35051,0500000US35051
35053,0500000US35053
35055,0500000US35055
35057,0500000US35057
35059,0500000US35059
35061,0500000US35061
36001,0500000US36001
36003,0500000US36003
36005,0500000US36005
36007,0500000US36007
36009,0500000US36009
36011,0500000US36011
36013,0500000US36013
36015,0500000US36015
36017,0500000US36017
36019,0500000US36019
36021,0500000US36021
36023,0500000US36023
36025,0500000US36025
36027,0500000US36027
36029,0500000US36029
36031,0500000US36031
36033,0500000US36033
36035,0500000US36035
36037,0500000US36037
36039,0500000US36039
36041,0500000US36041
36043,0500000US36043
36045,0500000US36045
36047,0500000US36047
36049,0500000US36049
36051,0500000US36051
36053,0500000US36053
36055,0500000US36055
36057,0500000US36057
36059,0500000US36059
36061,0500000US36061
36063,0500000US36063
36065,0500000US36065
36067,0500000US36067
36069,0500000US36069
36071,0500000US36071
36073,0500000US36073
36075,0500000US36075
36077,0500000US36077
36079,0500000US36079
36081,0500000US36081
36083,0500000US36083
36085,0500000US36085
36087,0500000US36087
36089,0500000US36089
36091,0500000US36091
36093,0500000US36093
36095,0500000US36095
36097,0500000US36097
36099,0500000US36099
36101,0500000US36101
36103,0500000US36103
36105,0500000US36105
36107,0500000US36107
36109,0500000US36109
36111,0500000US36111
36113,0500000US36113
36115,0500000US36115
36117,0500000US36117
36119,0500000US36119
36121,0500000US36121
36123,0500000US36123
37001,0500000US37001
37003,0500000US37003
37005,0500000US37005
37007,0500000US37007
37009,0500000US37009
37011,0500000US37011
37013,0500000US37013
37015,0500000US37015
37017,0500000US37017
37019,0500000US37019
37021,0500000US37021
37023,0500000US37023
37025,0500000US37025
37027,0500000US37027
37029,0500000US37029
37031,0500000US37031
37033,0500000US37033
37035,0500000US37035
37037,0500000US37037
37039,0500000US37039
37041,0500000US37041
37043,0500000US37043
37045,0500000US37045
37047,0500000US37047
37049,0500000US37049
37051,0500000US37051
37053,0500000US37053
37055,0500000US37055
37057,0500000US37057
37059,0500000US37059
37061,0500000US37061
37063,0500000US37063
37065,0500000US37065
37067,0500000US37067
37069,0500000US37069
37071,0500000US37071
37073,0500000US37073
37075,0500000US37075
37077,0500000US37077
37079,0500000US37079
37081,0500000US37081
37083,0500000US37083
37085,0500000US37085
37087,0500000US37087
37089,0500000US37089
37091,0500000US37091
37093,0500000US37093
37095,0500000US37095
37097,0500000US37097
37099,0500000US37099
37101,0500000US37101
37103,0500000US37103
37105,0500000US37105
37107,0500000US37107
37109,0500000US37109
37111,0500000US37111
37113,0500000US37113
37115,0500000US37115
37117,0500000US37117
37119,0500000US37119
37121,0500000US37121
37123,0500000US37123
37125,0500000US37125
37127,0500000US37127
37129,0500000US37129
37131,0500000US37131
37133,0500000US37133
37135,0500000US37135
37137,0500000US37137
37139,0500000US37139
37141,0500000US37141
37143,0500000US37143
37145,0500000US37145
37147,0500000US37147
37149,0500000US37149
37151,0500000US37151
37153,0500000US37153
37155,0500000US37155
37157,0500000US37157
37159,0500000US37159
37161,0500000US37161
37163,0500000US37163
37165,0500000US37165
37167,0500000US37167
37169,0500000US37169
37171,0500000US37171
37173,0500000US37173
37175,0500000US37175
37177,0500000US37177
37179,0500000US37179
37181,0500000US37181
37183,0500000US37183
37185,0500000US37185
37187,0500000US37187
37189,0500000US37189
37191,0500000US37191
37193,0500000US37193
37195,0500000US37195
37197,0500000US37197
37199,0500000US37199
38001,0500000US38001
38003,0500000US38003
38005,0500000US38005
38007,0500000US38007
38009,0500000US38009
38011,0500000US38011
38013,0500000US38013
38015,0500000US38015
38017,0500000US38017
38019,0500000US38019
38021,0500000US38021
38023,0500000US38023
38025,0500000US38025
38027,0500000US38027
38029,0500000US38029
38031,0500000US38031
38033,0500000US38033
38035,0500000US38035
38037,0500000US38037
38039,0500000US38039
38041,0500000US38041
38043,0500000US38043
38045,0500000US38045
38047,0500000US38047
38049,0500000US38049
38051,0500000US38051
38053,0500000US38053
38055,0500000US38055
38057,0500000US38057
38059,0500000US38059
38061,0500000US38061
38063,0500000US38063
38065,0500000US38065
38067,0500000US38067
38069,0500000US38069
38071,0500000US38071
38073,0500000US38073
38075,0500000US38075
38077,0500000US38077
38079,0500000US38079
38081,0500000US38081
38083,0500000US38083
38085,0500000US38085
38087,0500000US38087
38089,0500000US38089
38091,0500000US38091
38093,0500000US38093
38095,0500000US38095
38097,0500000US38097
38099,0500000US38099
38101,0500000US38101
38103,0500000US38103
38105,0500000US38105
39001,0500000US39001
39003,0500000US39003
39005,0500000US39005
39007,0500000US39007
39009,0500000US39009
39011,0500000US39011
39013,0500000US39013
39015,0500000US39015
39017,0500000US39017
39019,0500000US39019
39021,0500000US39021
39023,0500000US39023
39025,0500000US39025
39027,0500000US39027
39029,0500000US39029
39031,0500000US39031
39033,0500000US39033
39035,0500000US39035
39037,0500000US39037
39039,0500000US39039
39041,0500000US39041
39043,0500000US39043
39045,0500000US39045
39047,0500000US39047
39049,0500000US39049
39051,0500000US39051
39053,0500000US39053
39055,0500000US39055
39057,0500000US39057
39059,0500000US39059
39061,0500000US39061
39063,0500000US39063
39065,0500000US39065
39067,0500000US39067
39069,0500000US39069
39071,0500000US39071
39073,0500000US39073
39075,0500000US39075
39077,0500000US39077
39079,0500000US39079
39081,0500000US39081
39083,0500000US39083
39085,0500000US39085
39087,0500000US39087
39089,0500000US39089
39091,0500000US39091
39093,0500000US39093
39095,0500000US39095
39097,0500000US39097
39099,0500000US39099
39101,0500000US39101
39103,0500000US39103
39105,0500000US39105
39107,0500000US39107
39109,0500000US39109
39111,0500000US39111
39113,0500000US39113
39115,0500000US39115
39117,0500000US39117
39119,0500000US39119
39121,0500000US39121
39123,0500000US39123
39125,0500000US39125
39127,0500000US39127
39129,0500000US39129
39131,0500000US39131
39133,0500000US39133
39135,0500000US39135
39137,0500000US39137
39139,0500000US39139
39141,0500000US39141
39143,0500000US39143
39145,0500000US39145
39147,0500000US39147
39149,0500000US39149
39151,0500000US39151
39153,0500000US39153
39155,0500000US39155
39157,0500000US39157
39159,0500000US39159
39161,0500000US39161
39163,0500000US39163
39165,0500000US39165
39167,0500000US39167
39169,0500000US39169
39171,0500000US39171
39173,0500000US39173
39175,0500000US39175
40001,0500000US40001
40003,0500000US40003
40005,0500000US40005
40007,0500000US40007
40009,0500000US40009
40011,0500000US40011
40013,0500000US40013
40015,0500000US40015
40017,0500000US40017
40019,0500000US40019
40021,0500000US40021
40023,0500000US40023
40025,0500000US40025
40027,0500000US40027
40029,0500000US40029
40031,0500000US40031
40033,0500000US40033
40035,0500000US40035
40037,0500000US40037
40039,0500000US40039
40041,0500000US40041
40043,0500000US40043
40045,0500000US40045
40047,0500000US40047
40049,0500000US40049
40051,0500000US40051
40053,0500000US40053
40055,0500000US40055
40057,0500000US40057
40059,0500000US40059
40061,0500000US40061
40063,0500000US40063
40065,0500000US40065
40067,0500000US40067
40069,0500000US40069
40071,0500000US40071
40073,0500000US40073
40075,0500000US40075
40077,0500000US40077
40079,0500000US40079
40081,0500000US40081
40083,0500000US40083
40085,0500000US40085
40087,0500000US40087
40089,0500000US40089
40091,0500000US40091
40093,0500000US40093
40095,0500000US40095
40097,0500000US40097
40099,0500000US40099
40101,0500000US40101
40103,0500000US40103
40105,0500000US40105
40107,0500000US40107
40109,0500000US40109
40111,0500000US40111
40113,0500000US40113
40115,0500000US40115
40117,0500000US40117
40119,0500000US40119
40121,0500000US40121
40123,0500000US40123
40125,0500000US40125
40127,0500000US40127
40129,0500000US40129
40131,0500000US40131
40133,0500000US40133
40135,0500000US40135
40137,0500000US40137
40139,0500000US40139
40141,0500000US40141
40143,0500000US40143
40145,0500000US40145
40147,0500000US40147
40149,0500000US40149
40151,0500000US40151
40153,0500000US40153
41001,0500000US41001
41003,0500000US41003
41005,0500000US41005
41007,0500000US41007
41009,0500000US41009
41011,0500000US41011
41013,0500000US41013
41015,0500000US41015
41017,0500000US41017
41019,0500000US41019
41021,0500000US41021
41023,0500000US41023
41025,0500000US41025
41027,0500000US41027
41029,0500000US41029
41031,0500000US41031
41033,0500000US41033
41035,0500000US41035
41037,0500000US41037
41039,0500000US41039
41041,0500000US41041
41043,0500000US41043
41045,0500000US41045
41047,0500000US41047
41049,0500000US41049
41051,0500000US41051
41053,0500000US41053
41055,0500000US41055
41057,0500000US41057
41059,0500000US41059
41061,0500000US41061
41063,0500000US41063
41065,0500000US41065
41067,0500000US41067
41069,0500000US41069
41071,0500000US41071
42001,0500000US42001
42003,0500000US42003
42005,0500000US42005
42007,0500000US42007
42009,0500000US42009
42011,0500000US42011
42013,0500000US42013
42015,0500000US42015
42017,0500000US42017
42019,0500000US42019
42021,0500000US42021
42023,0500000US42023
42025,0500000US42025
42027,0500000US42027
42029,0500000US42029
42031,0500000US42031
42033,0500000US42033
42035,0500000US42035
42037,0500000US42037
42039,0500000US42039
42041,0500000US42041
42043,0500000US42043
42045,0500000US42045
42047,0500000US42047
42049,0500000US42049
42051,0500000US42051
42053,0500000US42053
42055,0500000US42055
42057,0500000US42057
42059,0500000US42059
42061,0500000US42061
42063,0500000US42063
42065,0500000US42065
42067,0500000US42067
42069,0500000US42069
42071,0500000US42071
42073,0500000US42073
42075,0500000US42075
42077,0500000US42077
42079,0500000US42079
42081,0500000US42081
42083,0500000US42083
42085,0500000US42085
42087,0500000US42087
42089,0500000US42089
42091,0500000US42091
42093,0500000US42093
42095,0500000US42095
42097,0500000US42097
42099,0500000US42099
42101,0500000US42101
42103,0500000US42103
42105,0500000US42105
42107,0500000US42107
42109,0500000US42109
42111,0500000US42111
42113,0500000US42113
42115,0500000US42115
42117,0500000US42117
42119,0500000US42119
42121,0500000US42121
42123,0500000US42123
42125,0500000US42125
42127,0500000US42127
42129,0500000US42129
42131,0500000US42131
42133,0500000US42133
44001,0500000US44001
44003,0500000US44003
44005,0500000US44005
44007,0500000US44007
44009,0500000US44009
45001,0500000US45001
45003,0500000US45003
45005,0500000US45005
45007,0500000US45007
45009,0500000US45009
45011,0500000US45011
45013,0500000US45013
45015,0500000US45015
45017,0500000US45017
45019,0500000US45019
45021,0500000US45021
45023,0500000US45023
45025,0500000US45025
45027,0500000US45027
45029,0500000US45029
45031,0500000US45031
45033,0500000US45033
45035,0500000US45035
45037,0500000US45037
45039,0500000US45039
45041,0500000US45041
45043,0500000US45043
45045,0500000US45045
45047,0500000US45047
45049,0500000US45049
45051,0500000US45051
45053,0500000US45053
45055,0500000US45055
45057,0500000US45057
45059,0500000US45059
45061,0500000US45061
45063,0500000US45063
45065,0500000US45065
45067,0500000US45067
45069,0500000US45069
45071,0500000US45071
45073,0500000US45073
45075,0500000US45075
45077,0500000US45077
45079,0500000US45079
45081,0500000US45081
45083,0500000US45083
45085,0500000US45085
45087,0500000US45087
45089,0500000US45089
45091,0500000US45091
46003,0500000US46003
46005,0500000US46005
46007,0500000US46007
46009,0500000US46009
46011,0500000US46011
46013,0500000US46013
46015,0500000US46015
46017,0500000US46017
46019,0500000US46019
46021,0500000US46021
46023,0500000US46023
46025,0500000US46025
46027,0500000US46027
46029,0500000US46029
46031,0500000US46031
46033,0500000US46033
46035,0500000US46035
46037,0500000US46037
46039,0500000US46039
46041,0500000US46041
46043,0500000US46043
46045,0500000US46045
46047,0500000US46047
46049,0500000US46049
46051,0500000US46051
46053,0500000US46053
46055,0500000US46055
46057,0500000US46057
46059,0500000US46059
46061,0500000US46061
46063,0500000US46063
46065,0500000US46065
46067,0500000US46067
46069,0500000US46069
46071,0500000US46071
46073,0500000US46073
46075,0500000US46075
46077,0500000US46077
46079,0500000US46079
46081,0500000US46081
46083,0500000US46083
46085,0500000US46085
46087,0500000US46087
46089,0500000US46089
46091,0500000US46091
46093,0500000US46093
46095,0500000US46095
46097,0500000US46097
46099,0500000US46099
46101,0500000US46101
46102,0500000US46102
46103,0500000US46103
46105,0500000US46105
46107,0500000US46107
46109,0500000US46109
46111,0500000US46111
46115,0500000US46115
46117,0500000US46117
46119,0500000US46119
46121,0500000US46121
46123,0500000US46123
46125,0500000US46125
46127,0500000US46127
46129,0500000US46129
46135,0500000US46135
46137,0500000US46137
47001,0500000US47001
47003,0500000US47003
47005,0500000US47005
47007,0500000US47007
47009,0500000US47009
47011,0500000US47011
47013,0500000US47013
47015,0500000US47015
47017,0500000US47017
47019,0500000US47019
47021,0500000US47021
47023,0500000US47023
47025,0500000US47025
47027,0500000US47027
47029,0500000US47029
47031,0500000US47031
47033,0500000US47033
47035,0500000US47035
47037,0500000US47037
47039,0500000US47039
47041,0500000US47041
47043,0500000US47043
47045,0500000US47045
47047,0500000US47047
47049,0500000US47049
47051,0500000US47051
47053,0500000US47053
47055,0500000US47055
47057,0500000US47057
47059,0500000US47059
47061,0500000US47061
47063,0500000US47063
47065,0500000US47065
47067,0500000US47067
47069,0500000US47069
47071,0500000US47071
47073,0500000US47073
47075,0500000US47075
47077,0500000US47077
47079,0500000US47079
47081,0500000US47081
47083,0500000US47083
47085,0500000US47085
47087,0500000US47087
47089,0500000US47089
47091,0500000US47091
47093,0500000US47093
47095,0500000US47095
47097,0500000US47097
47099,0500000US47099
47101,0500000US47101
47103,0500000US47103
47105,0500000US47105
47107,0500000US47107
47109,0500000US47109
47111,0500000US47111
47113,0500000US47113
47115,0500000US47115
47117,0500000US47117
47119,0500000US47119
47121,0500000US47121
47123,0500000US47123
47125,0500000US47125
47127,0500000US47127
47129,0500000US47129
47131,0500000US47131
47133,0500000US47133
47135,0500000US47135
47137,0500000US47137
47139,0500000US47139
47141,0500000US47141
47143,0500000US47143
47145,0500000US47145
47147,0500000US47147
47149,0500000US47149
47151,0500000US47151
47153,0500000US47153
47155,0500000US47155
47157,0500000US47157
47159,0500000US47159
47161,0500000US47161
47163,0500000US47163
47165,0500000US47165
47167,0500000US47167
47169,0500000US47169
47171,0500000US47171
47173,0500000US47173
47175,0500000US47175
47177,0500000US47177
47179,0500000US47179
47181,0500000US47181
47183,0500000US47183
47185,0500000US47185
47187,0500000US47187
47189,0500000US47189
48001,0500000US48001
48003,0500000US48003
48005,0500000US48005
48007,0500000US48007
48009,0500000US48009
48011,0500000US48011
48013,0500000US48013
48015,0500000US48015
48017,0500000US48017
48019,0500000US48019
48021,0500000US48021
48023,0500000US48023
48025,0500000US48025
48027,0500000US48027
48029,0500000US48029
48031,0500000US48031
48033,0500000US48033
48035,0500000US48035
48037,0500000US48037
48039,0500000US48039
48041,0500000US48041
48043,0500000US48043
48045,0500000US48045
48047,0500000US48047
48049,0500000US48049
48051,0500000US48051
48053,0500000US48053
48055,0500000US48055
48057,0500000US48057
48059,0500000US48059
48061,0500000US48061
48063,0500000US48063
48065,0500000US48065
48067,0500000US48067
48069,0500000US48069
48071,0500000US48071
48073,0500000US48073
48075,0500000US48075
48077,0500000US48077
48079,0500000US48079
48081,0500000US48081
48083,0500000US48083
48085,0500000US48085
48087,0500000US48087
48089,0500000US48089
48091,0500000US48091
48093,0500000US48093
48095,0500000US48095
48097,0500000US48097
48099,0500000US48099
48101,0500000US48101
48103,0500000US48103
48105,0500000US48105
48107,0500000US48107
48109,0500000US48109
48111,0500000US48111
48113,0500000US48113
48115,0500000US48115
48117,0500000US48117
48119,0500000US48119
48121,0500000US48121
48123,0500000US48123
48125,0500000US48125
48127,0500000US48127
48129,0500000US48129
48131,0500000US48131
48133,0500000US48133
48135,0500000US48135
48137,0500000US48137
48139,0500000US48139
48141,0500000US48141
48143,0500000US48143
48145,0500000US48145
48147,0500000US48147
48149,0500000US48149
48151,0500000US48151
48153,0500000US48153
48155,0500000US48155
48157,0500000US48157
48159,0500000US48159
48161,0500000US48161
48163,0500000US48163
48165,0500000US48165
48167,0500000US48167
48169,0500000US48169
48171,0500000US48171
48173,0500000US48173
48175,0500000US48175
48177,0500000US48177
48179,0500000US48179
48181,0500000US48181
48183,0500000US48183
48185,0500000US48185
48187,0500000US48187
48189,0500000US48189
48191,0500000US48191
48193,0500000US48193
48195,0500000US48195
48197,0500000US48197
48199,0500000US48199
48201,0500000US48201
48203,0500000US48203
48205,0500000US48205
48207,0500000US48207
48209,0500000US48209
48211,0500000US48211
48213,0500000US48213
48215,0500000US48215
48217,0500000US48217
48219,0500000US48219
48221,0500000US48221
48223,0500000US48223
48225,0500000US48225
48227,0500000US48227
48229,0500000US48229
48231,0500000US48231
48233,0500000US48233
48235,0500000US48235
48237,0500000US48237
48239,0500000US48239
48241,0500000US48241
48243,0500000US48243
48245,0500000US48245
48247,0500000US48247
48249,0500000US48249
48251,0500000US48251
48253,0500000US48253
48255,0500000US48255
48257,0500000US48257
48259,0500000US48259
48261,0500000US48261
48263,0500000US48263
48265,0500000US48265
48267,0500000US48267
48269,0500000US48269
48271,0500000US48271
48273,0500000US48273
48275,0500000US48275
48277,0500000US48277
48279,0500000US48279
48281,0500000US48281
48283,0500000US48283
48285,0500000US48285
48287,0500000US48287
48289,0500000US48289
48291,0500000US48291
48293,0500000US48293
48295,0500000US48295
48297,0500000US48297
48299,0500000US48299
48301,0500000US48301
48303,0500000US48303
48305,0500000US48305
48307,0500000US48307
48309,0500000US48309
48311,0500000US48311
48313,0500000US48313
48315,0500000US48315
48317,0500000US48317
48319,0500000US48319
48321,0500000US48321
48323,0500000US48323
48325,0500000US48325
48327,0500000US48327
48329,0500000US48329
48331,0500000US48331
48333,0500000US48333
48335,0500000US48335
48337,0500000US48337
48339,0500000US48339
48341,0500000US48341
48343,0500000US48343
48345,0500000US48345
48347,0500000US48347
48349,0500000US48349
48351,0500000US48351
48353,0500000US48353
48355,0500000US48355
48357,0500000US48357
48359,0500000US48359
48361,0500000US48361
48363,0500000US48363
48365,0500000US48365
48367,0500000US48367
48369,0500000US48369
48371,0500000US48371
48373,0500000US48373
48375,0500000US48375
48377,0500000US48377
48379,0500000US48379
48381,0500000US48381
48383,0500000US48383
48385,0500000US48385
48387,0500000US48387
48389,0500000US48389
48391,0500000US48391
48393,0500000US48393
48395,0500000US48395
48397,0500000US48397
48399,0500000US48399
48401,0500000US48401
48403,0500000US48403
48405,0500000US48405
48407,0500000US48407
48409,0500000US48409
48411,0500000US48411
48413,0500000US48413
48415,0500000US48415
48417,0500000US48417
48419,0500000US48419
48421,0500000US48421
48423,0500000US48423
48425,0500000US48425
48427,0500000US48427
48429,0500000US48429
48431,0500000US48431
48433,0500000US48433
48435,0500000US48435
48437,0500000US48437
48439,0500000US48439
48441,0500000US48441
48443,0500000US48443
48445,0500000US48445
48447,0500000US48447
48449,0500000US48449
48451,0500000US48451
48453,0500000US48453
48455,0500000US48455
48457,0500000US48457
48459,0500000US48459
48461,0500000US48461
48463,0500000US48463
48465,0500000US48465
48467,0500000US48467
48469,0500000US48469
48471,0500000US48471
48473,0500000US48473
48475,0500000US48475
48477,0500000US48477
48479,0500000US48479
48481,0500000US48481
48483,0500000US48483
48485,0500000US48485
48487,0500000US48487
48489,0500000US48489
48491,0500000US48491
48493,0500000US48493
48495,0500000US48495
48497,0500000US48497
48499,0500000US48499
48501,0500000US48501
48503,0500000US48503
48505,0500000US48505
48507,0500000US48507
49001,0500000US49001
49003,0500000US49003
49005,0500000US49005
49007,0500000US49007
49009,0500000US49009
49011,0500000US49011
49013,0500000US49013
49015,0500000US49015
49017,0500000US49017
49019,0500000US49019
49021,0500000US49021
49023,0500000US49023
49025,0500000US49025
49027,0500000US49027
49029,0500000US49029
